window,time,method,min_library_time,max_library_time,library_cutoff_exclusive,mean_neighbor_distance,fingerprint_std
fold_1,1937,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1937,random,493,1428,1459,nan,0.08242389559745789
fold_1,1938,retrieval,976,1424,1459,2.8694839477539062,0.0738515555858612
fold_1,1938,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1938,random,578,1436,1459,nan,0.0785999447107315
fold_1,1939,retrieval,545,1458,1459,4.426413536071777,0.07280633598566055
fold_1,1939,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1939,random,510,1449,1459,nan,0.07729580998420715
fold_1,1940,retrieval,990,1427,1459,2.4951820373535156,0.061566952615976334
fold_1,1940,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1940,random,519,1450,1459,nan,0.08360306918621063
fold_1,1941,retrieval,977,1427,1459,2.709273338317871,0.06823607534170151
fold_1,1941,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1941,random,490,1397,1459,nan,0.07642289251089096
fold_1,1942,retrieval,976,1427,1459,3.082341194152832,0.07111212611198425
fold_1,1942,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1942,random,494,1444,1459,nan,0.08950776606798172
fold_1,1943,retrieval,768,1427,1459,2.9947400093078613,0.06687083095312119
fold_1,1943,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1943,random,488,1434,1459,nan,0.08240355551242828
fold_1,1944,retrieval,1011,1427,1459,2.9445533752441406,0.058363184332847595
fold_1,1944,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1944,random,516,1328,1459,nan,0.08720854669809341
fold_2,1945,retrieval,1375,1944,1945,1.721303105354309,0.05122123286128044
fold_2,1945,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1945,random,610,1790,1945,nan,0.08757397532463074
fold_2,1946,retrieval,1363,1944,1945,1.5560089349746704,0.052502915263175964
fold_2,1946,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1946,random,568,1885,1945,nan,0.08517416566610336
fold_2,1947,retrieval,1416,1941,1945,1.4106346368789673,0.059930846095085144
fold_2,1947,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1947,random,512,1882,1945,nan,0.0912334993481636
fold_2,1948,retrieval,1363,1941,1945,1.5383036136627197,0.05481049418449402
fold_2,1948,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1948,random,486,1865,1945,nan,0.07711493223905563
fold_2,1949,retrieval,1362,1944,1945,1.6720219850540161,0.056464944034814835
fold_2,1949,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1949,random,510,1910,1945,nan,0.08186063170433044
fold_2,1950,retrieval,976,1943,1945,1.6501398086547852,0.06359776109457016
fold_2,1950,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1950,random,493,1914,1945,nan,0.09993960708379745
fold_2,1951,retrieval,976,1943,1945,2.4611897468566895,0.06944911926984787
fold_2,1951,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1951,random,530,1833,1945,nan,0.07996464520692825
fold_2,1952,retrieval,490,1942,1945,3.0228142738342285,0.07901094108819962
fold_2,1952,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1952,random,525,1910,1945,nan,0.08664390444755554
fold_2,1953,retrieval,582,1841,1945,8.524887084960938,0.09169073402881622
fold_2,1953,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1953,random,513,1894,1945,nan,0.10284967720508575
fold_2,1954,retrieval,1103,1839,1945,2.670257568359375,0.07797594368457794
fold_2,1954,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1954,random,650,1890,1945,nan,0.07970113307237625
fold_2,1955,retrieval,976,1937,1945,1.8110473155975342,0.07960622757673264
fold_2,1955,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1955,random,536,1837,1945,nan,0.09895744919776917
fold_2,1956,retrieval,976,1942,1945,2.1146955490112305,0.07707859575748444
fold_2,1956,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1956,random,499,1822,1945,nan,0.07716850936412811
fold_2,1957,retrieval,989,1944,1945,2.2721965312957764,0.06694148480892181
fold_2,1957,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1957,random,506,1883,1945,nan,0.08004780113697052
fold_2,1958,retrieval,1011,1944,1945,1.9102963209152222,0.06838065385818481
fold_2,1958,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1958,random,587,1821,1945,nan,0.08725972473621368
fold_2,1959,retrieval,1066,1943,1945,1.6148983240127563,0.06586092710494995
fold_2,1959,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1959,random,553,1819,1945,nan,0.06991980969905853
fold_2,1960,retrieval,1066,1944,1945,1.9408786296844482,0.07149795442819595
fold_2,1960,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1960,random,498,1930,1945,nan,0.09019137918949127
fold_2,1961,retrieval,1058,1944,1945,2.087662935256958,0.05866829678416252
fold_2,1961,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1961,random,491,1898,1945,nan,0.09509972482919693
fold_2,1962,retrieval,984,1940,1945,2.181734085083008,0.07078581303358078
fold_2,1962,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1962,random,551,1932,1945,nan,0.08119716495275497
fold_2,1963,retrieval,1358,1944,1945,1.7041332721710205,0.05145593360066414
fold_2,1963,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1963,random,503,1871,1945,nan,0.09981638193130493
fold_2,1964,retrieval,774,1940,1945,1.7484389543533325,0.05783038213849068
fold_2,1964,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1964,random,505,1942,1945,nan,0.08305308222770691
fold_2,1965,retrieval,696,1940,1945,1.811936616897583,0.05286959558725357
fold_2,1965,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1965,random,489,1914,1945,nan,0.1018911674618721
fold_2,1966,retrieval,1352,1944,1945,2.5260233879089355,0.05726339668035507
fold_2,1966,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1966,random,502,1935,1945,nan,0.08962087333202362
fold_2,1967,retrieval,1363,1940,1945,1.5236234664916992,0.052616916596889496
fold_2,1967,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1967,random,494,1941,1945,nan,0.08782264590263367
fold_2,1968,retrieval,1377,1944,1945,1.939970850944519,0.05377810820937157
fold_2,1968,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1968,random,503,1925,1945,nan,0.08695833384990692
fold_2,1969,retrieval,1360,1943,1945,1.5988953113555908,0.05373604595661163
fold_2,1969,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1969,random,592,1842,1945,nan,0.07885784655809402
fold_2,1970,retrieval,1353,1943,1945,1.975386619567871,0.059187568724155426
fold_2,1970,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1970,random,498,1912,1945,nan,0.07582388073205948
fold_2,1971,retrieval,1363,1944,1945,1.725858449935913,0.049158476293087006
fold_2,1971,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1971,random,492,1842,1945,nan,0.10864449292421341
fold_2,1972,retrieval,1416,1940,1945,1.5467917919158936,0.05726448819041252
fold_2,1972,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1972,random,554,1913,1945,nan,0.07452959567308426
fold_2,1973,retrieval,1393,1940,1945,1.6289551258087158,0.05640217289328575
fold_2,1973,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1973,random,568,1925,1945,nan,0.11066184937953949
fold_2,1974,retrieval,1352,1944,1945,2.0789365768432617,0.052415721118450165
fold_2,1974,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1974,random,568,1938,1945,nan,0.08567121624946594
fold_2,1975,retrieval,1378,1940,1945,1.6227343082427979,0.05580036714673042
fold_2,1975,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1975,random,529,1905,1945,nan,0.08713215589523315
fold_2,1976,retrieval,1804,1937,1945,1.5982173681259155,0.05863329768180847
fold_2,1976,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1976,random,595,1899,1945,nan,0.0844811499118805
fold_2,1977,retrieval,1833,1940,1945,1.4784610271453857,0.05607422813773155
fold_2,1977,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1977,random,530,1940,1945,nan,0.10910726338624954
fold_2,1978,retrieval,1836,1942,1945,1.6092369556427002,0.058138735592365265
fold_2,1978,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1978,random,518,1913,1945,nan,0.08909772336483002
fold_2,1979,retrieval,1833,1940,1945,1.3380470275878906,0.05469768866896629
fold_2,1979,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1979,random,486,1928,1945,nan,0.08849037438631058
fold_2,1980,retrieval,1363,1944,1945,1.6935317516326904,0.04709577560424805
fold_2,1980,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1980,random,495,1906,1945,nan,0.08106015622615814
fold_2,1981,retrieval,1833,1943,1945,1.4749318361282349,0.05751505121588707
fold_2,1981,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1981,random,514,1933,1945,nan,0.09066837280988693
fold_2,1982,retrieval,1833,1942,1945,1.5984536409378052,0.05883214995265007
fold_2,1982,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1982,random,490,1915,1945,nan,0.08680608123540878
fold_2,1983,retrieval,1354,1944,1945,2.113672971725464,0.055087845772504807
fold_2,1983,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1983,random,534,1798,1945,nan,0.09861166030168533
fold_2,1984,retrieval,1833,1940,1945,1.7267546653747559,0.05536045506596565
fold_2,1984,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1984,random,514,1872,1945,nan,0.08418060839176178
fold_2,1985,retrieval,1833,1941,1945,1.7364832162857056,0.055767424404621124
fold_2,1985,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1985,random,516,1902,1945,nan,0.08535418659448624
fold_2,1986,retrieval,526,1941,1945,2.071902275085449,0.06209814175963402
fold_2,1986,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1986,random,516,1941,1945,nan,0.08010667562484741
fold_2,1987,retrieval,1833,1943,1945,1.7610318660736084,0.05673954635858536
fold_2,1987,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1987,random,676,1855,1945,nan,0.08764945715665817
fold_2,1988,retrieval,1356,1944,1945,2.5261266231536865,0.06027898192405701
fold_2,1988,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1988,random,508,1944,1945,nan,0.07761529833078384
fold_2,1989,retrieval,1360,1940,1945,1.6608171463012695,0.05393537878990173
fold_2,1989,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1989,random,540,1931,1945,nan,0.0848703384399414
fold_2,1990,retrieval,1833,1943,1945,1.625273585319519,0.056605394929647446
fold_2,1990,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1990,random,635,1880,1945,nan,0.09315823763608932
fold_2,1991,retrieval,1359,1944,1945,2.1917402744293213,0.0482490099966526
fold_2,1991,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1991,random,486,1927,1945,nan,0.08291856944561005
fold_2,1992,retrieval,1353,1942,1945,2.308840036392212,0.059449952095746994
fold_2,1992,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1992,random,499,1925,1945,nan,0.08526552468538284
fold_2,1993,retrieval,1825,1940,1945,1.4961670637130737,0.05761241912841797
fold_2,1993,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1993,random,573,1922,1945,nan,0.07976298779249191
fold_2,1994,retrieval,1833,1928,1945,1.9335845708847046,0.057191457599401474
fold_2,1994,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1994,random,527,1866,1945,nan,0.08154777437448502
fold_2,1995,retrieval,1804,1938,1945,1.7691850662231445,0.06262953579425812
fold_2,1995,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1995,random,543,1940,1945,nan,0.08853995054960251
fold_2,1996,retrieval,1417,1942,1945,2.324808359146118,0.06259482353925705
fold_2,1996,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1996,random,579,1921,1945,nan,0.0851396843791008
fold_2,1997,retrieval,1833,1940,1945,1.3068501949310303,0.05181032791733742
fold_2,1997,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1997,random,516,1907,1945,nan,0.09401006251573563
fold_2,1998,retrieval,1416,1940,1945,1.4068676233291626,0.058633219450712204
fold_2,1998,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1998,random,501,1927,1945,nan,0.08325447887182236
fold_2,1999,retrieval,1833,1943,1945,1.3649561405181885,0.05391029268503189
fold_2,1999,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,1999,random,559,1909,1945,nan,0.0836062952876091
fold_2,2000,retrieval,976,1942,1945,1.9229745864868164,0.06599044799804688
fold_2,2000,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2000,random,488,1920,1945,nan,0.11013022810220718
fold_2,2001,retrieval,582,1572,1945,18.19940757751465,0.0967586487531662
fold_2,2001,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2001,random,513,1906,1945,nan,0.08410436660051346
fold_2,2002,retrieval,1235,1940,1945,1.7652437686920166,0.06754559278488159
fold_2,2002,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2002,random,506,1932,1945,nan,0.08479376137256622
fold_2,2003,retrieval,1238,1884,1945,4.664981365203857,0.07859954237937927
fold_2,2003,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2003,random,497,1915,1945,nan,0.07099169492721558
fold_2,2004,retrieval,1332,1940,1945,2.0402796268463135,0.04993285983800888
fold_2,2004,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2004,random,545,1912,1945,nan,0.08367198705673218
fold_2,2005,retrieval,1363,1940,1945,1.6487703323364258,0.05215861648321152
fold_2,2005,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2005,random,595,1943,1945,nan,0.09102176129817963
fold_2,2006,retrieval,1138,1939,1945,2.79512095451355,0.07250992208719254
fold_2,2006,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2006,random,629,1933,1945,nan,0.09515375643968582
fold_2,2007,retrieval,1386,1909,1945,2.2943215370178223,0.06929459422826767
fold_2,2007,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2007,random,495,1923,1945,nan,0.07838673144578934
fold_2,2008,retrieval,1139,1934,1945,3.150789260864258,0.07755481451749802
fold_2,2008,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2008,random,495,1917,1945,nan,0.07722108066082001
fold_2,2009,retrieval,1139,1934,1945,2.322978973388672,0.07303377240896225
fold_2,2009,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2009,random,553,1879,1945,nan,0.10633323341608047
fold_2,2010,retrieval,976,1941,1945,2.154275894165039,0.0677066221833229
fold_2,2010,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2010,random,529,1862,1945,nan,0.07948365062475204
fold_2,2011,retrieval,558,1939,1945,4.112853050231934,0.09356441348791122
fold_2,2011,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2011,random,491,1930,1945,nan,0.07907065749168396
fold_2,2012,retrieval,976,1942,1945,2.6644721031188965,0.0799197182059288
fold_2,2012,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2012,random,520,1876,1945,nan,0.07849504798650742
fold_2,2013,retrieval,558,1939,1945,2.758671283721924,0.07712908834218979
fold_2,2013,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2013,random,541,1943,1945,nan,0.07990168035030365
fold_2,2014,retrieval,976,1938,1945,2.094644546508789,0.06659045070409775
fold_2,2014,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2014,random,611,1913,1945,nan,0.07901357859373093
fold_2,2015,retrieval,798,1943,1945,1.729055404663086,0.07141320407390594
fold_2,2015,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2015,random,621,1927,1945,nan,0.08650503307580948
fold_2,2016,retrieval,558,1939,1945,6.324166297912598,0.09323573857545853
fold_2,2016,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2016,random,525,1932,1945,nan,0.09632538259029388
fold_2,2017,retrieval,1010,1932,1945,2.5752811431884766,0.08028341829776764
fold_2,2017,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2017,random,488,1876,1945,nan,0.07016874849796295
fold_2,2018,retrieval,984,1944,1945,1.7166497707366943,0.06868211925029755
fold_2,2018,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2018,random,581,1937,1945,nan,0.08579424023628235
fold_2,2019,retrieval,519,1939,1945,2.7908544540405273,0.0749034658074379
fold_2,2019,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2019,random,548,1865,1945,nan,0.08147886395454407
fold_2,2020,retrieval,984,1944,1945,2.0491695404052734,0.07034126669168472
fold_2,2020,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2020,random,486,1872,1945,nan,0.07998912781476974
fold_2,2021,retrieval,984,1940,1945,1.9654841423034668,0.07446401566267014
fold_2,2021,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2021,random,536,1839,1945,nan,0.08423129469156265
fold_2,2022,retrieval,984,1940,1945,1.4645423889160156,0.07011950761079788
fold_2,2022,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2022,random,546,1942,1945,nan,0.0863887220621109
fold_2,2023,retrieval,976,1934,1945,2.270867109298706,0.07820910960435867
fold_2,2023,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2023,random,552,1852,1945,nan,0.09772543609142303
fold_2,2024,retrieval,765,1942,1945,2.305459976196289,0.07592812925577164
fold_2,2024,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2024,random,486,1942,1945,nan,0.07988524436950684
fold_2,2025,retrieval,533,1930,1945,3.106407403945923,0.08053571730852127
fold_2,2025,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2025,random,543,1935,1945,nan,0.0775863379240036
fold_2,2026,retrieval,1128,1932,1945,2.1337647438049316,0.08543029427528381
fold_2,2026,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2026,random,494,1808,1945,nan,0.09299167990684509
fold_2,2027,retrieval,570,1942,1945,3.1069438457489014,0.08526057749986649
fold_2,2027,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2027,random,495,1939,1945,nan,0.07561378926038742
fold_2,2028,retrieval,533,1930,1945,3.366131544113159,0.08031626045703888
fold_2,2028,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2028,random,557,1920,1945,nan,0.07988946884870529
fold_2,2029,retrieval,778,1935,1945,1.7660377025604248,0.07686582207679749
fold_2,2029,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2029,random,505,1931,1945,nan,0.08461166173219681
fold_2,2030,retrieval,962,1934,1945,2.825838565826416,0.08157160878181458
fold_2,2030,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2030,random,534,1878,1945,nan,0.08284451812505722
fold_2,2031,retrieval,518,1813,1945,2.4622864723205566,0.08728864789009094
fold_2,2031,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2031,random,519,1937,1945,nan,0.09689587354660034
fold_2,2032,retrieval,980,1933,1945,1.7077698707580566,0.06670814752578735
fold_2,2032,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2032,random,511,1941,1945,nan,0.07781048864126205
fold_2,2033,retrieval,770,1942,1945,2.702953338623047,0.07970815151929855
fold_2,2033,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2033,random,544,1943,1945,nan,0.07328574359416962
fold_2,2034,retrieval,798,1943,1945,1.7653898000717163,0.07877056300640106
fold_2,2034,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2034,random,504,1938,1945,nan,0.09298557788133621
fold_2,2035,retrieval,976,1938,1945,2.6895813941955566,0.08113616704940796
fold_2,2035,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2035,random,560,1942,1945,nan,0.09626468271017075
fold_2,2036,retrieval,533,1929,1945,3.88253116607666,0.07769916951656342
fold_2,2036,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2036,random,494,1942,1945,nan,0.08949333429336548
fold_2,2037,retrieval,582,1930,1945,4.029666900634766,0.09060265123844147
fold_2,2037,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2037,random,543,1839,1945,nan,0.07947538048028946
fold_2,2038,retrieval,513,1824,1945,2.539364814758301,0.08315012603998184
fold_2,2038,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2038,random,490,1846,1945,nan,0.1081668809056282
fold_2,2039,retrieval,794,1933,1945,1.7212903499603271,0.0804302990436554
fold_2,2039,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2039,random,487,1923,1945,nan,0.08510728180408478
fold_2,2040,retrieval,534,1907,1945,4.180118083953857,0.08419862389564514
fold_2,2040,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2040,random,515,1938,1945,nan,0.08807402104139328
fold_2,2041,retrieval,782,1879,1945,3.251295328140259,0.08339958637952805
fold_2,2041,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2041,random,642,1930,1945,nan,0.08144141733646393
fold_2,2042,retrieval,735,1792,1945,2.5299806594848633,0.09533149003982544
fold_2,2042,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2042,random,494,1882,1945,nan,0.08180675655603409
fold_2,2043,retrieval,794,1793,1945,1.8371365070343018,0.08136261254549026
fold_2,2043,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2043,random,512,1943,1945,nan,0.08276716619729996
fold_2,2044,retrieval,974,1373,1945,1.6043702363967896,0.07975400239229202
fold_2,2044,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2044,random,493,1935,1945,nan,0.0833715945482254
fold_2,2045,retrieval,751,1902,1945,2.2137951850891113,0.06781379878520966
fold_2,2045,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2045,random,493,1900,1945,nan,0.09885355830192566
fold_2,2046,retrieval,984,1940,1945,1.6442205905914307,0.06323786079883575
fold_2,2046,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2046,random,495,1897,1945,nan,0.07657789438962936
fold_2,2047,retrieval,794,1937,1945,1.6892753839492798,0.08006324619054794
fold_2,2047,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2047,random,512,1921,1945,nan,0.08821626007556915
fold_2,2048,retrieval,976,1938,1945,2.235029458999634,0.08130387961864471
fold_2,2048,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2048,random,525,1938,1945,nan,0.06997153162956238
fold_2,2049,retrieval,989,1933,1945,1.8570795059204102,0.07181300967931747
fold_2,2049,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2049,random,602,1944,1945,nan,0.08550255000591278
fold_2,2050,retrieval,984,1940,1945,1.6956441402435303,0.06112639605998993
fold_2,2050,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2050,random,564,1925,1945,nan,0.07882963120937347
fold_2,2051,retrieval,1011,1944,1945,1.8701612949371338,0.064197838306427
fold_2,2051,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2051,random,486,1917,1945,nan,0.08757441490888596
fold_2,2052,retrieval,984,1940,1945,2.194605827331543,0.05776869133114815
fold_2,2052,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2052,random,505,1934,1945,nan,0.09472288936376572
fold_2,2053,retrieval,984,1944,1945,1.690328598022461,0.058887094259262085
fold_2,2053,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2053,random,574,1865,1945,nan,0.08140752464532852
fold_2,2054,retrieval,1066,1944,1945,1.7745556831359863,0.06352721154689789
fold_2,2054,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2054,random,505,1932,1945,nan,0.08535155653953552
fold_2,2055,retrieval,1066,1943,1945,1.9627890586853027,0.060147274285554886
fold_2,2055,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2055,random,520,1923,1945,nan,0.0928378477692604
fold_2,2056,retrieval,570,1942,1945,4.894330978393555,0.08227263391017914
fold_2,2056,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2056,random,487,1940,1945,nan,0.08724164217710495
fold_2,2057,retrieval,514,1938,1945,2.2894577980041504,0.0689917728304863
fold_2,2057,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2057,random,511,1916,1945,nan,0.07609520852565765
fold_2,2058,retrieval,1011,1944,1945,1.5622438192367554,0.06655173748731613
fold_2,2058,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2058,random,501,1898,1945,nan,0.08843863755464554
fold_2,2059,retrieval,1066,1940,1945,1.5664119720458984,0.054678887128829956
fold_2,2059,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2059,random,560,1903,1945,nan,0.07692033052444458
fold_2,2060,retrieval,976,1943,1945,2.0287160873413086,0.06675247102975845
fold_2,2060,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2060,random,526,1897,1945,nan,0.08332696557044983
fold_2,2061,retrieval,1001,1944,1945,1.9268474578857422,0.06298178434371948
fold_2,2061,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2061,random,511,1893,1945,nan,0.07752277702093124
fold_2,2062,retrieval,1023,1943,1945,1.8561630249023438,0.063217893242836
fold_2,2062,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2062,random,513,1819,1945,nan,0.0829414501786232
fold_2,2063,retrieval,1066,1944,1945,1.6940133571624756,0.05671021342277527
fold_2,2063,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2063,random,489,1897,1945,nan,0.07758123427629471
fold_2,2064,retrieval,1275,1943,1945,1.9550256729125977,0.05928616225719452
fold_2,2064,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2064,random,535,1934,1945,nan,0.0753062516450882
fold_2,2065,retrieval,772,1940,1945,1.8478294610977173,0.05582260340452194
fold_2,2065,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2065,random,588,1933,1945,nan,0.07783226668834686
fold_2,2066,retrieval,1275,1941,1945,1.6143629550933838,0.061062563210725784
fold_2,2066,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2066,random,486,1818,1945,nan,0.08245690166950226
fold_2,2067,retrieval,1853,1943,1945,1.9328398704528809,0.05473410710692406
fold_2,2067,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2067,random,516,1906,1945,nan,0.09554389119148254
fold_2,2068,retrieval,976,1940,1945,1.8297100067138672,0.06809061765670776
fold_2,2068,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2068,random,511,1934,1945,nan,0.08061841130256653
fold_2,2069,retrieval,976,1942,1945,2.7105565071105957,0.07623352110385895
fold_2,2069,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2069,random,518,1931,1945,nan,0.08383156359195709
fold_2,2070,retrieval,514,1938,1945,2.223389148712158,0.06677084416151047
fold_2,2070,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2070,random,528,1922,1945,nan,0.0768655315041542
fold_2,2071,retrieval,1066,1942,1945,1.8980813026428223,0.06660225987434387
fold_2,2071,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2071,random,591,1940,1945,nan,0.09139715135097504
fold_2,2072,retrieval,976,1943,1945,2.7927937507629395,0.06758317351341248
fold_2,2072,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2072,random,571,1885,1945,nan,0.07456371188163757
fold_2,2073,retrieval,582,1841,1945,12.285507202148438,0.08850346505641937
fold_2,2073,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2073,random,596,1889,1945,nan,0.07861163467168808
fold_2,2074,retrieval,795,1932,1945,2.4527435302734375,0.08544708043336868
fold_2,2074,recent,1913,1944,1945,nan,0.06675936281681061
fold_2,2074,random,535,1822,1945,nan,0.07883258163928986
