window,time,method,min_library_time,max_library_time,library_cutoff_exclusive,mean_neighbor_distance,fingerprint_std
fold_1,1497,random,512,1454,1459,nan,0.08457831293344498
fold_1,1498,retrieval,1155,1458,1459,2.9354851245880127,0.07875551283359528
fold_1,1498,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1498,random,524,1431,1459,nan,0.07849469780921936
fold_1,1499,retrieval,1155,1458,1459,3.5720973014831543,0.08843855559825897
fold_1,1499,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1499,random,497,1445,1459,nan,0.08104773610830307
fold_1,1500,retrieval,1383,1458,1459,3.1627612113952637,0.07309107482433319
fold_1,1500,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1500,random,501,1436,1459,nan,0.08647347241640091
fold_1,1501,retrieval,510,1457,1459,5.841848850250244,0.0885971412062645
fold_1,1501,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1501,random,542,1411,1459,nan,0.07096148282289505
fold_1,1502,retrieval,1383,1458,1459,5.07744836807251,0.08963586390018463
fold_1,1502,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1502,random,493,1421,1459,nan,0.08628032356500626
fold_1,1503,retrieval,1383,1458,1459,6.090041160583496,0.08833261579275131
fold_1,1503,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1503,random,573,1440,1459,nan,0.08473667502403259
fold_1,1504,retrieval,1385,1458,1459,4.904877662658691,0.08989398926496506
fold_1,1504,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1504,random,509,1437,1459,nan,0.07999497652053833
fold_1,1505,retrieval,1383,1458,1459,4.427921295166016,0.09123218804597855
fold_1,1505,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1505,random,493,1458,1459,nan,0.08472548425197601
fold_1,1506,retrieval,1238,1458,1459,6.167801856994629,0.09303969144821167
fold_1,1506,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1506,random,495,1416,1459,nan,0.07826076447963715
fold_1,1507,retrieval,801,1457,1459,7.587305545806885,0.09573943167924881
fold_1,1507,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1507,random,537,1450,1459,nan,0.08855713903903961
fold_1,1508,retrieval,1131,1458,1459,6.308994293212891,0.09629767388105392
fold_1,1508,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1508,random,554,1444,1459,nan,0.0790957510471344
fold_1,1509,retrieval,1009,1458,1459,6.709108829498291,0.1047898381948471
fold_1,1509,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1509,random,506,1444,1459,nan,0.08106490969657898
fold_1,1510,retrieval,1138,1458,1459,4.955552101135254,0.09589975327253342
fold_1,1510,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1510,random,495,1423,1459,nan,0.08688611537218094
fold_1,1511,retrieval,1138,1458,1459,6.327280044555664,0.09536708146333694
fold_1,1511,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1511,random,527,1439,1459,nan,0.08435937762260437
fold_1,1512,retrieval,1385,1458,1459,5.895081520080566,0.09396782517433167
fold_1,1512,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1512,random,518,1451,1459,nan,0.07694084197282791
fold_1,1513,retrieval,1383,1458,1459,4.815217018127441,0.09129670262336731
fold_1,1513,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1513,random,500,1415,1459,nan,0.08342456072568893
fold_1,1514,retrieval,1137,1458,1459,5.834280014038086,0.09334902465343475
fold_1,1514,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1514,random,513,1441,1459,nan,0.08095400035381317
fold_1,1515,retrieval,1138,1458,1459,6.261682987213135,0.09665858000516891
fold_1,1515,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1515,random,512,1441,1459,nan,0.07318025827407837
fold_1,1516,retrieval,1131,1458,1459,8.231466293334961,0.09559405595064163
fold_1,1516,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1516,random,509,1433,1459,nan,0.0791235938668251
fold_1,1517,retrieval,1138,1458,1459,6.914671897888184,0.09719265252351761
fold_1,1517,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1517,random,509,1452,1459,nan,0.08020032197237015
fold_1,1518,retrieval,801,1457,1459,8.556926727294922,0.10042757540941238
fold_1,1518,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1518,random,529,1427,1459,nan,0.0803290456533432
fold_1,1519,retrieval,530,1458,1459,6.980713844299316,0.10079662501811981
fold_1,1519,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1519,random,546,1426,1459,nan,0.07743167132139206
fold_1,1520,retrieval,1131,1458,1459,8.260931015014648,0.09499954432249069
fold_1,1520,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1520,random,496,1456,1459,nan,0.09686438739299774
fold_1,1521,retrieval,1138,1458,1459,7.032154083251953,0.10326852649450302
fold_1,1521,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1521,random,487,1456,1459,nan,0.0892726480960846
fold_1,1522,retrieval,801,1457,1459,8.355775833129883,0.10242035239934921
fold_1,1522,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1522,random,503,1453,1459,nan,0.08029816299676895
fold_1,1523,retrieval,582,1457,1459,10.101436614990234,0.10690082609653473
fold_1,1523,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1523,random,495,1412,1459,nan,0.08460108935832977
fold_1,1524,retrieval,1138,1458,1459,7.122199535369873,0.09719888120889664
fold_1,1524,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1524,random,495,1446,1459,nan,0.0770142674446106
fold_1,1525,retrieval,801,1458,1459,9.411153793334961,0.10348758101463318
fold_1,1525,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1525,random,524,1445,1459,nan,0.0921628549695015
fold_1,1526,retrieval,530,1458,1459,7.092662811279297,0.09301295131444931
fold_1,1526,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1526,random,486,1455,1459,nan,0.07405207306146622
fold_1,1527,retrieval,688,1458,1459,8.448385238647461,0.0960596576333046
fold_1,1527,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1527,random,487,1456,1459,nan,0.09411899745464325
fold_1,1528,retrieval,1138,1458,1459,7.0125017166137695,0.09892047196626663
fold_1,1528,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1528,random,508,1417,1459,nan,0.07134628295898438
fold_1,1529,retrieval,1009,1458,1459,8.20458984375,0.10570844262838364
fold_1,1529,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1529,random,534,1444,1459,nan,0.07870424538850784
fold_1,1530,retrieval,1138,1458,1459,7.973666191101074,0.09777060151100159
fold_1,1530,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1530,random,531,1434,1459,nan,0.08021716773509979
fold_1,1531,retrieval,801,1458,1459,8.692188262939453,0.10111865401268005
fold_1,1531,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1531,random,505,1446,1459,nan,0.06432288885116577
fold_1,1532,retrieval,530,1458,1459,7.622211456298828,0.10371634364128113
fold_1,1532,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1532,random,510,1441,1459,nan,0.07390875369310379
fold_1,1533,retrieval,1136,1458,1459,6.318406581878662,0.09649834781885147
fold_1,1533,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1533,random,497,1400,1459,nan,0.0825345441699028
fold_1,1534,retrieval,1131,1458,1459,8.563980102539062,0.10103543102741241
fold_1,1534,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1534,random,514,1372,1459,nan,0.0802733302116394
fold_1,1535,retrieval,801,1458,1459,7.170559883117676,0.0987430289387703
fold_1,1535,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1535,random,494,1427,1459,nan,0.08010857552289963
fold_1,1536,retrieval,801,1457,1459,7.904452323913574,0.09772351384162903
fold_1,1536,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1536,random,551,1412,1459,nan,0.08570244163274765
fold_1,1537,retrieval,740,1457,1459,7.417247772216797,0.10731191188097
fold_1,1537,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1537,random,539,1455,1459,nan,0.08507426828145981
fold_1,1538,retrieval,688,1458,1459,7.71272087097168,0.1002202183008194
fold_1,1538,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1538,random,486,1455,1459,nan,0.08947081118822098
fold_1,1539,retrieval,1131,1458,1459,9.007286071777344,0.10043656080961227
fold_1,1539,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1539,random,499,1429,1459,nan,0.08133163303136826
fold_1,1540,retrieval,1131,1458,1459,7.131435394287109,0.09559746086597443
fold_1,1540,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1540,random,554,1430,1459,nan,0.07707878202199936
fold_1,1541,retrieval,1131,1458,1459,9.07988452911377,0.10275284200906754
fold_1,1541,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1541,random,495,1345,1459,nan,0.09295405447483063
fold_1,1542,retrieval,1131,1458,1459,7.607448577880859,0.1003616452217102
fold_1,1542,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1542,random,500,1427,1459,nan,0.09406541287899017
fold_1,1543,retrieval,1009,1458,1459,7.484963417053223,0.10618377476930618
fold_1,1543,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1543,random,627,1458,1459,nan,0.08595782518386841
fold_1,1544,retrieval,802,1458,1459,8.489184379577637,0.10533912479877472
fold_1,1544,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1544,random,508,1421,1459,nan,0.07168523222208023
fold_1,1545,retrieval,802,1458,1459,8.642488479614258,0.10627970844507217
fold_1,1545,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1545,random,492,1445,1459,nan,0.08036372065544128
fold_1,1546,retrieval,802,1457,1459,9.854774475097656,0.10202356427907944
fold_1,1546,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1546,random,562,1446,1459,nan,0.07724440842866898
fold_1,1547,retrieval,802,1458,1459,9.976800918579102,0.10666665434837341
fold_1,1547,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1547,random,488,1421,1459,nan,0.08043389022350311
fold_1,1548,retrieval,1131,1458,1459,12.005535125732422,0.09952835738658905
fold_1,1548,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1548,random,510,1457,1459,nan,0.07660817354917526
fold_1,1549,retrieval,582,1457,1459,12.567203521728516,0.1045847237110138
fold_1,1549,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1549,random,490,1297,1459,nan,0.07555519789457321
fold_1,1550,retrieval,1131,1458,1459,9.74237060546875,0.09637629240751266
fold_1,1550,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1550,random,567,1386,1459,nan,0.08550073206424713
fold_1,1551,retrieval,1009,1458,1459,10.276216506958008,0.1029672920703888
fold_1,1551,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1551,random,486,1375,1459,nan,0.07621383666992188
fold_1,1552,retrieval,801,1457,1459,14.330055236816406,0.10059607774019241
fold_1,1552,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1552,random,486,1414,1459,nan,0.0791807472705841
fold_1,1553,retrieval,582,1457,1459,20.27475357055664,0.10148277133703232
fold_1,1553,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1553,random,486,1437,1459,nan,0.07951336354017258
fold_1,1554,retrieval,802,1458,1459,13.198582649230957,0.106489397585392
fold_1,1554,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1554,random,538,1386,1459,nan,0.07814224809408188
fold_1,1555,retrieval,1131,1458,1459,10.889323234558105,0.10050047934055328
fold_1,1555,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1555,random,505,1436,1459,nan,0.07053026556968689
fold_1,1556,retrieval,1009,1457,1459,12.932043075561523,0.10493050515651703
fold_1,1556,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1556,random,489,1456,1459,nan,0.08149930834770203
fold_1,1557,retrieval,631,1457,1459,14.746253967285156,0.0987076684832573
fold_1,1557,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1557,random,496,1449,1459,nan,0.08232168108224869
fold_1,1558,retrieval,1131,1458,1459,11.909055709838867,0.09997530281543732
fold_1,1558,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1558,random,518,1424,1459,nan,0.07893133908510208
fold_1,1559,retrieval,1009,1458,1459,12.990272521972656,0.10218800604343414
fold_1,1559,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1559,random,502,1361,1459,nan,0.08576103299856186
fold_1,1560,retrieval,1131,1458,1459,10.094685554504395,0.1031833291053772
fold_1,1560,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1560,random,525,1422,1459,nan,0.07849699258804321
fold_1,1561,retrieval,1138,1458,1459,9.50488567352295,0.10537673532962799
fold_1,1561,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1561,random,560,1449,1459,nan,0.08277610689401627
fold_1,1562,retrieval,802,1458,1459,8.006607055664062,0.1012808158993721
fold_1,1562,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1562,random,495,1438,1459,nan,0.08298346400260925
fold_1,1563,retrieval,802,1458,1459,9.27849006652832,0.10102252662181854
fold_1,1563,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1563,random,532,1412,1459,nan,0.06869698315858841
fold_1,1564,retrieval,1009,1457,1459,10.34244155883789,0.10124153643846512
fold_1,1564,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1564,random,542,1324,1459,nan,0.08188142627477646
fold_1,1565,retrieval,631,1457,1459,12.73669719696045,0.10280495136976242
fold_1,1565,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1565,random,517,1433,1459,nan,0.08471503108739853
fold_1,1566,retrieval,776,1457,1459,11.32232666015625,0.10239549726247787
fold_1,1566,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1566,random,556,1458,1459,nan,0.08544730395078659
fold_1,1567,retrieval,740,1457,1459,10.669549942016602,0.10453831404447556
fold_1,1567,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1567,random,545,1400,1459,nan,0.07764159888029099
fold_1,1568,retrieval,581,1454,1459,18.110536575317383,0.09146638214588165
fold_1,1568,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1568,random,512,1418,1459,nan,0.08224662393331528
fold_1,1569,retrieval,632,1457,1459,17.499507904052734,0.10255098342895508
fold_1,1569,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1569,random,516,1439,1459,nan,0.07811741530895233
fold_1,1570,retrieval,776,1458,1459,10.78036880493164,0.10146616399288177
fold_1,1570,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1570,random,550,1388,1459,nan,0.07537533342838287
fold_1,1571,retrieval,581,1457,1459,11.877732276916504,0.09472934156656265
fold_1,1571,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1571,random,499,1431,1459,nan,0.0820908471941948
fold_1,1572,retrieval,582,1453,1459,24.498483657836914,0.09477578848600388
fold_1,1572,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1572,random,508,1425,1459,nan,0.07446517795324326
fold_1,1573,retrieval,581,1456,1459,36.05107498168945,0.09485287964344025
fold_1,1573,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1573,random,514,1449,1459,nan,0.07374560087919235
fold_1,1574,retrieval,582,1456,1459,30.558006286621094,0.09355559945106506
fold_1,1574,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1574,random,505,1439,1459,nan,0.08161037415266037
fold_1,1575,retrieval,581,1454,1459,19.37091064453125,0.09227465093135834
fold_1,1575,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1575,random,487,1439,1459,nan,0.07933272421360016
fold_1,1576,retrieval,581,1454,1459,35.479286193847656,0.09032868593931198
fold_1,1576,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1576,random,553,1434,1459,nan,0.08128979802131653
fold_1,1577,retrieval,581,1453,1459,38.80046081542969,0.09221073985099792
fold_1,1577,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1577,random,493,1457,1459,nan,0.08465175330638885
fold_1,1578,retrieval,581,1456,1459,45.40443801879883,0.09972745925188065
fold_1,1578,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1578,random,538,1452,1459,nan,0.08075562119483948
fold_1,1579,retrieval,630,1449,1459,81.99728393554688,0.09211765229701996
fold_1,1579,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1579,random,513,1434,1459,nan,0.08475945889949799
fold_1,1580,retrieval,582,1449,1459,63.03865432739258,0.08938249945640564
fold_1,1580,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1580,random,496,1435,1459,nan,0.08949534595012665
fold_1,1581,retrieval,582,1453,1459,48.823570251464844,0.09484446793794632
fold_1,1581,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1581,random,509,1440,1459,nan,0.0838332399725914
fold_1,1582,retrieval,582,1449,1459,215.2241973876953,0.08302526921033859
fold_1,1582,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1582,random,489,1437,1459,nan,0.09043469280004501
fold_1,1583,retrieval,582,1449,1459,62.394615173339844,0.09230142086744308
fold_1,1583,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1583,random,491,1448,1459,nan,0.07464749366044998
fold_1,1584,retrieval,582,1456,1459,50.76708984375,0.09310860931873322
fold_1,1584,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1584,random,497,1355,1459,nan,0.0738149955868721
fold_1,1585,retrieval,582,1456,1459,37.964019775390625,0.09803510457277298
fold_1,1585,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1585,random,495,1454,1459,nan,0.0880611315369606
fold_1,1586,retrieval,582,1456,1459,36.2888298034668,0.09586335718631744
fold_1,1586,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1586,random,580,1458,1459,nan,0.09168487042188644
fold_1,1587,retrieval,802,1457,1459,11.923553466796875,0.1035027727484703
fold_1,1587,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1587,random,505,1432,1459,nan,0.07801464200019836
fold_1,1588,retrieval,1009,1457,1459,14.412348747253418,0.10670376569032669
fold_1,1588,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1588,random,490,1445,1459,nan,0.08116398751735687
fold_1,1589,retrieval,632,1457,1459,14.818723678588867,0.10578500479459763
fold_1,1589,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1589,random,495,1440,1459,nan,0.08097643405199051
fold_1,1590,retrieval,1009,1457,1459,12.296594619750977,0.10315745323896408
fold_1,1590,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1590,random,553,1431,1459,nan,0.07445574551820755
fold_1,1591,retrieval,802,1458,1459,10.368900299072266,0.10341672599315643
fold_1,1591,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1591,random,487,1455,1459,nan,0.08601310849189758
fold_1,1592,retrieval,801,1457,1459,11.69528579711914,0.09707045555114746
fold_1,1592,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1592,random,537,1426,1459,nan,0.08563108742237091
fold_1,1593,retrieval,581,1454,1459,17.00629425048828,0.08951599895954132
fold_1,1593,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1593,random,497,1435,1459,nan,0.07230205088853836
fold_1,1594,retrieval,631,1453,1459,34.80036926269531,0.09309461712837219
fold_1,1594,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1594,random,563,1448,1459,nan,0.08733825385570526
fold_1,1595,retrieval,723,1457,1459,18.7178897857666,0.10066746175289154
fold_1,1595,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1595,random,501,1366,1459,nan,0.08982013911008835
fold_1,1596,retrieval,740,1457,1459,14.58416748046875,0.10060975700616837
fold_1,1596,recent,1427,1458,1459,nan,0.0938834473490715
fold_1,1596,random,631,1417,1459,nan,0.08617493510246277
