window,split,time,baseline,method,baseline_ic,correction_ic,candidate_ic,delta,confidence,mean_neighbor_distance,fingerprint_std,min_library_time,max_library_time,library_cutoff_exclusive
fold_3,train,2793,exp016_static_strict_oof_proxy,random,-0.2080844184980577,-0.12020708733622835,-0.205148899895312,0.0029355186027457125,nan,nan,0.07860752940177917,526,2355,2432
fold_3,train,2794,exp016_static_strict_oof_proxy,retrieval,-0.2573683344315474,-0.11852669654626624,-0.2505388854555503,0.006829448975997077,-3.3744047954678535,3.2968826293945312,0.0775221660733223,1139,2401,2432
fold_3,train,2794,exp016_static_strict_oof_proxy,recent,-0.2573683344315474,-0.08175739669543504,-0.24854562077812833,0.008822713653419051,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2794,exp016_static_strict_oof_proxy,random,-0.2573683344315474,-0.0774855510838646,-0.2480038548487179,0.009364479582829488,nan,nan,0.07285849004983902,511,2407,2432
fold_3,train,2795,exp016_static_strict_oof_proxy,retrieval,-0.25160968578166737,-0.1675186504297203,-0.2500832724377274,0.0015264133439399918,-4.527298167347908,4.445256233215332,0.08204193413257599,1159,2400,2432
fold_3,train,2795,exp016_static_strict_oof_proxy,recent,-0.25160968578166737,-0.08479631800248459,-0.24326470735837358,0.008344978423293792,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2795,exp016_static_strict_oof_proxy,random,-0.25160968578166737,-0.10020340965182113,-0.24452957494280672,0.007080110838860648,nan,nan,0.08492794632911682,497,2396,2432
fold_3,train,2796,exp016_static_strict_oof_proxy,retrieval,0.031370396459070984,0.04797385776503629,0.03346237618739208,0.0020919797283210986,-5.876972176134586,5.792383193969727,0.08458898216485977,1131,2250,2432
fold_3,train,2796,exp016_static_strict_oof_proxy,recent,0.031370396459070984,0.03626359998030381,0.03259357442516422,0.001223177966093239,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2796,exp016_static_strict_oof_proxy,random,0.031370396459070984,0.036761083585555146,0.03292626954490153,0.0015558730858305433,nan,nan,0.08313799649477005,561,2349,2432
fold_3,train,2797,exp016_static_strict_oof_proxy,retrieval,0.25761041540942775,0.20864455525854558,0.25819302162447316,0.0005826062150454114,-3.9989905059337616,3.911620616912842,0.0873698890209198,1435,2401,2432
fold_3,train,2797,exp016_static_strict_oof_proxy,recent,0.25761041540942775,0.20424334901866997,0.2588101157661765,0.0011997003567487674,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2797,exp016_static_strict_oof_proxy,random,0.25761041540942775,0.1946776245883554,0.25829623098553495,0.000685815576107196,nan,nan,0.07335546612739563,564,2418,2432
fold_3,train,2798,exp016_static_strict_oof_proxy,retrieval,0.36779079566223616,0.2628648336115824,0.3647274437053368,-0.003063351956899385,-4.428682744503021,4.356573104858398,0.0721096396446228,1441,2398,2432
fold_3,train,2798,exp016_static_strict_oof_proxy,recent,0.36779079566223616,0.27049839020054783,0.36693406314811566,-0.0008567325141204951,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2798,exp016_static_strict_oof_proxy,random,0.36779079566223616,0.261100414691795,0.36652139787479,-0.0012693977874461693,nan,nan,0.07637747377157211,493,2371,2432
fold_3,train,2799,exp016_static_strict_oof_proxy,retrieval,0.4273008989670688,0.30983901505717426,0.42448877338849605,-0.002812125578572744,-4.1595145389437675,4.078531265258789,0.08098327368497849,1441,2401,2432
fold_3,train,2799,exp016_static_strict_oof_proxy,recent,0.4273008989670688,0.3352047996984144,0.4277077399169867,0.000406840949917886,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2799,exp016_static_strict_oof_proxy,random,0.4273008989670688,0.35593829571471486,0.4312297718331404,0.0039288728660715755,nan,nan,0.12666034698486328,641,2424,2432
fold_3,train,2800,exp016_static_strict_oof_proxy,retrieval,0.39123623288364845,0.28483212806350366,0.3885941109987211,-0.002642121884927351,-5.348283536732197,5.26302433013916,0.08525920659303665,1438,2250,2432
fold_3,train,2800,exp016_static_strict_oof_proxy,recent,0.39123623288364845,0.2573722789554332,0.38893595336319814,-0.00230027952045031,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2800,exp016_static_strict_oof_proxy,random,0.39123623288364845,0.2773616904094138,0.390444282438211,-0.0007919504454374504,nan,nan,0.08583930879831314,525,2389,2432
fold_3,train,2801,exp016_static_strict_oof_proxy,retrieval,0.3376370479246385,0.23353038418656624,0.33364178640924474,-0.003995261515393755,-4.38167117536068,4.311450958251953,0.0702202171087265,1441,1738,2432
fold_3,train,2801,exp016_static_strict_oof_proxy,recent,0.3376370479246385,0.2101556166092626,0.3325359821079979,-0.005101065816640604,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2801,exp016_static_strict_oof_proxy,random,0.3376370479246385,0.16722246087595755,0.3296713371812729,-0.007965710743365606,nan,nan,0.06928487122058868,547,2406,2432
fold_3,train,2802,exp016_static_strict_oof_proxy,retrieval,0.21045368621445965,0.08352431461894201,0.20197975513598732,-0.00847393107847233,-4.849063061177731,4.780725955963135,0.0683371052145958,1509,1736,2432
fold_3,train,2802,exp016_static_strict_oof_proxy,recent,0.21045368621445965,0.11111823620457065,0.2054433621328525,-0.005010324081607148,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2802,exp016_static_strict_oof_proxy,random,0.21045368621445965,0.1367956719459633,0.2078225610345167,-0.0026311251799429336,nan,nan,0.08423673361539841,497,2388,2432
