window,time,baseline_ic,candidate_ic,delta_vs_baseline,rank_correlation_to_baseline,calibration_cutoff_exclusive,in_window_label_update
fold_2,1971,0.23120921920821116,0.2307889948859166,-0.00042022432229457674,0.8641742364637721,1945,False
fold_2,1972,0.25989102246383383,0.3553206736534582,0.09542965118962438,0.8720075236034617,1945,False
fold_2,1973,0.31947067761457143,0.41755811016278255,0.09808743254821112,0.8695828825727773,1945,False
fold_2,1974,0.22780710204920962,0.31441965882268785,0.08661255677347823,0.8630592634647021,1945,False
fold_2,1975,0.25322440946641867,0.3638227214612688,0.11059831199485015,0.8581195014662756,1945,False
fold_2,1976,0.19944955486309976,0.2432472927635253,0.04379773790042554,0.8553207030970602,1945,False
fold_2,1977,0.15678505825746838,0.2538362359389108,0.09705117768144242,0.8558492664151347,1945,False
fold_2,1978,0.14767311440526426,0.25603154504327297,0.10835843063800871,0.8565121414777197,1945,False
fold_2,1979,0.2513802101959803,0.35961092386433746,0.10823071366835718,0.8606941922874519,1945,False
fold_2,1980,0.2062036933109099,0.30641070530100395,0.10020701199009405,0.8479703561082069,1945,False
fold_2,1981,0.19427689811172305,0.29165828848079534,0.09738139036907228,0.8626829715327944,1945,False
fold_2,1982,0.15022246877707324,0.16125885310040025,0.011036384323327014,0.847538120931979,1945,False
fold_2,1983,0.011488839764680635,0.00887080010371218,-0.002618039660968456,0.8481950280738144,1945,False
fold_2,1984,0.020911091450313963,0.008209031476336835,-0.012702059973977128,0.8493898862742292,1945,False
fold_2,1985,-0.060735311708566844,-0.0834491622655556,-0.022713850556988754,0.850993167066018,1945,False
fold_2,1986,0.03999306547723547,0.03168026594038412,-0.00831279953685135,0.8533178063085615,1945,False
fold_2,1987,0.08795563049803785,0.07904626232751438,-0.008909368170523471,0.8469162948823401,1945,False
fold_2,1988,0.13506412720835417,0.10831787336385092,-0.026746253844503257,0.8411743951612902,1945,False
fold_2,1989,0.06605548378156069,0.07452262221944066,0.008467138437879967,0.844048753665689,1945,False
fold_2,1990,0.0074457020002752115,-0.007310781169843172,-0.014756483170118384,0.8461899855160575,1945,False
fold_2,1991,0.02850218600243187,-0.010263091427651812,-0.03876527743008368,0.8570775405013946,1945,False
fold_2,1992,-0.025236984850388305,-0.08908781436735362,-0.06385082951696532,0.8515348843966811,1945,False
fold_2,1993,-0.07998619800976044,-0.1363774832808812,-0.056391285271120764,0.8468312655535616,1945,False
fold_2,1994,-0.03617287524139904,-0.10432347918603817,-0.06815060394463912,0.8528350082254488,1945,False
fold_2,1995,0.14424542682926828,-0.0054480634432444025,-0.14969349027251266,0.8453667812567055,1945,False
fold_2,1996,0.1939641969458551,0.05399650641942636,-0.13996769052642874,0.8525543147843501,1945,False
fold_2,1997,0.11831359925028609,0.0068673445595101405,-0.11144625469077594,0.8519503302023187,1945,False
fold_2,1998,0.13200788718843845,-0.007219686538874185,-0.13922757372731265,0.8451954070624736,1945,False
fold_2,1999,0.11727999192341387,0.005216627714668086,-0.11206336420874578,0.8575079795794291,1945,False
fold_2,2000,0.21135565737472858,0.11357212498651105,-0.09778353238821753,0.8586502329053716,1945,False
fold_2,2001,0.1701560041306058,0.07004720692368215,-0.10010879720692366,0.8599295137150419,1945,False
fold_2,2002,0.20643152919195593,0.11571055830175708,-0.09072097089019884,0.8568546622895991,1945,False
fold_2,2003,0.14296200615434565,0.03167558892244156,-0.11128641723190409,0.8611253777447964,1945,False
fold_2,2004,0.06292985793219368,-0.050320066071811734,-0.11324992400400541,0.8672511689972103,1945,False
fold_2,2005,0.13769639973920075,0.028353150113192543,-0.10934324962600821,0.8672443070059366,1945,False
fold_2,2006,0.1166103784539932,0.022629176616612304,-0.0939812018373809,0.8678835897825621,1945,False
fold_2,2007,0.1526408001967,0.022986150976024106,-0.1296546492206759,0.8696487420427722,1945,False
fold_2,2008,0.043309357826127395,-0.025515476645933285,-0.06882483447206068,0.8732318973070595,1945,False
fold_2,2009,0.10945498578427865,0.04831117901080037,-0.061143806773478276,0.8655182144517559,1945,False
fold_2,2010,0.07542067799911316,0.017042772571966708,-0.05837790542714645,0.8725991077176166,1945,False
fold_2,2011,0.08949881225384788,0.043218486369946504,-0.04628032588390138,0.8823441299799728,1945,False
fold_2,2012,0.022679775864336425,-0.012078909884366228,-0.03475868574870265,0.8810345290036478,1945,False
fold_2,2013,0.03664676727320349,-0.005065177882739799,-0.04171194515594329,0.8803776187336207,1945,False
fold_2,2014,0.05307063655523849,0.025070827919864213,-0.02799980863537428,0.8711314127208353,1945,False
fold_2,2015,0.02451018421655961,0.09260588314795729,0.06809569893139768,0.877480978649596,1945,False
fold_2,2016,0.007437929153851656,0.040266243026249905,0.03282831387239825,0.8907145858665331,1945,False
fold_2,2017,0.07445795898483858,0.12348378001553323,0.04902582103069465,0.8802327377333523,1945,False
fold_2,2018,0.09691373082984606,0.18767586472084807,0.09076213389100202,0.8713547595602814,1945,False
fold_2,2019,0.08344001457334953,0.11606905721400096,0.03262904264065143,0.8823650201678981,1945,False
fold_2,2020,0.13123618042234494,0.121572726437546,-0.00966345398479894,0.8803924746083971,1945,False
fold_2,2021,0.16680938127751885,0.1806277721232939,0.013818390845775047,0.8756839974787209,1945,False
fold_2,2022,0.176911160059051,0.1611834257239273,-0.0157277343351237,0.8706267657892854,1945,False
fold_2,2023,0.04708351959802588,0.009784417244832271,-0.037299102353193614,0.8730839286352906,1945,False
fold_2,2024,-0.022730457853515483,-0.034349049603032686,-0.011618591749517203,0.8748903869537228,1945,False
fold_2,2025,-0.0808923494385237,-0.07593836054287961,0.004953988895644093,0.8874240040054359,1945,False
fold_2,2026,-0.13759121754523995,-0.11560995726342893,0.02198126028181102,0.8769089299763964,1945,False
fold_2,2027,-0.07073668636994147,-0.03793955870338416,0.03279712766655731,0.8880398286066805,1945,False
fold_2,2028,0.15418289433794768,0.15837511844164512,0.004192224103697434,0.8818469597131822,1945,False
fold_2,2029,0.20913782043805496,0.19552580342162407,-0.013612017016430888,0.8758477241434803,1945,False
fold_2,2030,0.10375787899649523,0.05535538185752092,-0.048402497138974314,0.879390668585938,1945,False
fold_2,2031,0.08952796479110023,-0.05224477109696178,-0.141772735888062,0.8664168559115942,1945,False
fold_2,2032,0.07075793711107932,-0.05799818727201201,-0.12875612438309134,0.8641034819576567,1945,False
fold_2,2033,-0.012663581378299121,-0.13876521037479436,-0.12610162899649524,0.875116117409341,1945,False
fold_2,2034,-0.004944433530730415,-0.127865395804645,-0.1229209622739146,0.8702480039875543,1945,False
fold_2,2035,-0.08421508431085042,-0.16713973428224016,-0.08292464997138974,0.8877401920463485,1945,False
fold_2,2036,-0.08139108432873185,-0.1637100462234461,-0.08231896189471424,0.8852791399935627,1945,False
fold_2,2037,0.0011798043011475876,-0.050775919671964626,-0.05195572397311221,0.8809497599420641,1945,False
fold_2,2038,0.04280162610642135,0.015739144954196458,-0.027062481152224895,0.8787009602317429,1945,False
fold_2,2039,0.018807304385212813,0.004944014435170986,-0.013863289950041827,0.87865878245476,1945,False
fold_2,2040,0.057865535307586896,0.11793994449481647,0.060074409187229574,0.8790840694513982,1945,False
fold_2,2041,0.2580747308847722,0.31314738529075165,0.05507265440597947,0.8898432694370931,1945,False
fold_2,2042,0.07423711944038011,0.08206882598056593,0.00783170654018582,0.8816573944102711,1945,False
fold_2,2043,0.0815458593402035,0.06898244176522614,-0.012563417574977365,0.8751150445247119,1945,False
fold_2,2044,0.10763485936270653,0.10175651330376939,-0.0058783460589371395,0.8717932931299621,1945,False
fold_2,2045,0.17608059598741146,0.1939425604391674,0.017861964451755946,0.872231030058651,1945,False
fold_2,2046,0.20238701183749372,0.29024000205636213,0.08785299021886842,0.8694983035011802,1945,False
fold_2,2047,0.2075613020300017,0.3215405988656547,0.11397929683565303,0.8666099416171947,1945,False
fold_2,2048,0.3228705810564337,0.3906091414240755,0.06773856036764181,0.8810032253594164,1945,False
fold_2,2049,0.24302768042343179,0.28457760755668404,0.04154992713325226,0.8796228251734496,1945,False
fold_2,2050,0.1663400296376001,0.12762290854025818,-0.03871712109734193,0.876849563693584,1945,False
fold_2,2051,0.15838366622107589,0.06937172566052736,-0.08901194056054852,0.8668966588584507,1945,False
fold_2,2052,0.07913655808464051,-0.005005794764515721,-0.08414235284915624,0.8712794819755381,1945,False
fold_2,2053,0.0985108084702867,-0.022272621164081553,-0.12078342963436825,0.8644656475752805,1945,False
fold_2,2054,0.12802922341050588,-0.004672334341786214,-0.1327015577522921,0.8675981881314322,1945,False
fold_2,2055,0.09460006681221482,-0.009318567516274424,-0.10391863432848925,0.877695924379515,1945,False
fold_2,2056,0.0857668889922037,0.0022118522459051567,-0.08355503674629854,0.8692966458944281,1945,False
fold_2,2057,0.229572578409985,0.18064425604391673,-0.048928322366068255,0.874983079715328,1945,False
fold_2,2058,0.21628678601843232,0.19870447001372532,-0.017582316004707,0.8641824842643586,1945,False
fold_2,2059,0.23458271493455402,0.2261478747943638,-0.00843484014019022,0.8789243772798796,1945,False
fold_2,2060,0.17801809151705883,0.207512639922037,0.02949454840497817,0.8639360560761032,1945,False
fold_2,2061,0.16851674305898612,0.19556119743860303,0.027044454379616917,0.8742010585795007,1945,False
fold_2,2062,0.12971032296216634,0.1266313004958641,-0.0030790224663022336,0.8712293581467706,1945,False
fold_2,2063,0.03182618374937415,-0.04319244644517559,-0.07501863019454974,0.8687163494206422,1945,False
fold_2,2064,0.09367546271970514,-0.0007385748983513755,-0.09441403761805651,0.8790985086903653,1945,False
fold_2,2065,0.10292257125742078,-5.5532955439525066e-05,-0.10297810421286031,0.8710736334132034,1945,False
fold_2,2066,0.06495849277591016,-0.06173325629425649,-0.12669174907016664,0.87488209444961,1945,False
fold_2,2067,0.0734655181403152,-0.08529065697780318,-0.15875617511811838,0.8773541659216079,1945,False
fold_2,2068,0.04040814330723432,-0.1052833088915406,-0.1456914521987749,0.8810233866497387,1945,False
fold_2,2069,0.006159218417392663,-0.14384044922261446,-0.14999966764000713,0.8768167816948468,1945,False
fold_2,2070,0.0034070960237529277,-0.149075559434108,-0.1524826554578609,0.866376086295687,1945,False
fold_2,2071,-0.0252413990415564,-0.17935175416636862,-0.15411035512481222,0.8694977111794577,1945,False
fold_2,2072,-0.13044540394789525,-0.22740648085852697,-0.09696107691063172,0.8810504434589801,1945,False
fold_2,2073,-0.04128257085034354,-0.09864588683846404,-0.05736331598812049,0.8949598897611042,1945,False
fold_2,2074,0.0355735072251334,-0.006325604856383229,-0.04189911208151663,0.8886999655782847,1945,False
fold_2,2075,0.12703921840354765,0.08253197419712467,-0.04450724420642298,0.8825953749731779,1945,False
fold_2,2076,0.2605955180244618,0.2999804757349259,0.03938495771046413,0.8951099371468422,1945,False
fold_2,2077,0.1797565781238824,0.2603336112402546,0.08057703311637221,0.8844271466633287,1945,False
fold_2,2078,0.12163450620484942,0.15642805414491093,0.03479354794006151,0.8868844100922679,1945,False
fold_2,2079,0.10652559723911022,0.124362684178528,0.01783708693941778,0.8833432873185035,1945,False
fold_2,2080,0.14136223937844217,0.1441783156605393,0.002816076282097124,0.8807827699198912,1945,False
fold_2,2081,0.03381538458950815,-0.048974171556974005,-0.08278955614648215,0.8800591427651812,1945,False
fold_2,2082,0.15406109785730718,0.12531260652099446,-0.028748491336312715,0.8771683668907804,1945,False
fold_2,2083,0.12190039160288964,0.04792238126743437,-0.07397801033545526,0.8829482310814675,1945,False
fold_2,2084,0.16378280725790473,0.13747651985696135,-0.026306287400943373,0.8888512199592303,1945,False
fold_2,2085,0.18534808400686645,0.17926395644088405,-0.006084127565982395,0.8843993745976683,1945,False
fold_2,2086,0.18337248482139956,0.19298843126661971,0.009615946445220153,0.88985626698734,1945,False
fold_2,2087,0.1324875224984117,0.16881652490661578,0.03632900240820408,0.8909611258136042,1945,False
fold_2,2088,0.2784622832953603,0.36043254673874514,0.08197026344338482,0.8888646757206207,1945,False
fold_2,2089,0.21312941566416818,0.3065829359560043,0.0934535202918361,0.8882335817589315,1945,False
fold_2,2090,0.25258480400065714,0.34642659666027387,0.09384179265961673,0.8829352583498791,1945,False
fold_2,2091,0.3294532730479082,0.44689752189856724,0.11744424885065902,0.8839280007351719,1945,False
fold_2,2092,0.24699472232123817,0.2885307635377106,0.04153604121647245,0.8834725028610255,1945,False
fold_2,2093,0.23203088184419615,0.247048232442266,0.015017350598069856,0.8852461599670981,1945,False
fold_2,2094,0.22814940317481483,0.24022927388126425,0.01207987070644942,0.8736277582075673,1945,False
fold_2,2095,0.22555245798302284,0.1819215312911315,-0.043630926691891336,0.8664258413203633,1945,False
fold_2,2096,0.27023885094056216,0.2095911191974823,-0.06064773174307986,0.8719690562191545,1945,False
fold_2,2097,0.24804194154131592,0.22208169854982235,-0.025960242991493576,0.8775865236749872,1945,False
fold_2,2098,0.2036863003206123,0.17961247881629086,-0.02407382150432144,0.8708646667799155,1945,False
fold_2,2099,0.1896654946892211,0.1350633001931192,-0.054602194496101875,0.8673363962699375,1945,False
fold_2,2100,0.04098814909520063,0.040962478095272155,-2.5670999928471827e-05,0.8765546321793861,1945,False
fold_2,2101,0.01894606966597525,0.024711919301194474,0.005765849635219224,0.8791910338137471,1945,False
fold_2,2102,-0.014603524466808536,0.040035701465481334,0.05463922593228987,0.8739325356734139,1945,False
fold_2,2103,-0.0678390315428081,-0.0071484738216150475,0.06069055772119305,0.8794767675774265,1945,False
fold_2,2104,0.046692006115442386,0.10552170132680064,0.05882969521135825,0.8787835052928974,1945,False
fold_2,2105,0.1002141410664473,0.1689925725091195,0.0687784314426722,0.8936085245154137,1945,False
fold_2,2106,0.17111333014448177,0.24431090631929048,0.07319757617480871,0.8739235949681711,1945,False
fold_2,2107,0.21782643693289783,0.2599877519602154,0.04216131502731757,0.8647137633216506,1945,False
fold_2,2108,0.07132881231671553,0.09542499642371788,0.024096184107002344,0.8784195403583432,1945,False
fold_2,2109,0.08857067862985199,0.09989196414849791,0.011321285518645918,0.8752536142800943,1945,False
fold_2,2110,0.11110723928903511,0.0663125402331736,-0.04479469905586152,0.8722807739074456,1945,False
fold_2,2111,0.16104426814596307,0.16557547358169744,0.004531205435734376,0.8735520863135683,1945,False
fold_2,2112,0.13293666775827098,0.10945423447039274,-0.023482433287878246,0.8656263187540233,1945,False
fold_2,2113,0.20240012171205599,0.16558340383149286,-0.03681671788056312,0.8671140856340747,1945,False
fold_2,2114,0.265869561816036,0.2668826107753379,0.001013048959301932,0.8668343309670266,1945,False
fold_2,2115,0.20052287479436376,0.22127299996423716,0.0207501251698734,0.8680035181675129,1945,False
fold_2,2116,0.2499240375330806,0.24513833506186966,-0.004785702471210934,0.8669612219261854,1945,False
fold_2,2117,0.2634834552249481,0.24708579947786274,-0.01639765574708535,0.8720350833273727,1945,False
fold_2,2118,0.2050309795436664,0.16865105992060653,-0.036379919623059864,0.8749938867927902,1945,False
fold_2,2119,0.15896030773907446,0.0988296840354767,-0.06013062370359776,0.8732142282383233,1945,False
fold_2,2120,0.21250656024247191,0.188288559026536,-0.024218001215935925,0.8720288583613474,1945,False
fold_2,2121,0.051874541788856296,0.01579679565124097,-0.03607774613761533,0.8672523871682997,1945,False
fold_2,2122,0.026002499217716225,0.027295459320857984,0.0012929601031417583,0.867029148934268,1945,False
fold_2,2123,0.017553990732830465,0.07179584701949254,0.054241856286662074,0.8811629398826979,1945,False
fold_2,2124,0.0718322299012946,0.12876304225377297,0.05693081235247836,0.8733617275230668,1945,False
fold_2,2125,0.20097428038770887,0.26351513399746507,0.0625408536097562,0.8667881634003289,1945,False
fold_2,2126,0.25107152117159,0.29685372112152203,0.045782199949932045,0.8773744836742721,1945,False
fold_2,2127,0.290370586106289,0.3079525398281903,0.0175819537219013,0.8671914227344252,1945,False
fold_2,2128,0.3113347131821758,0.2453333988985051,-0.0660013142836707,0.8719815732064946,1945,False
fold_2,2129,0.2707767014162077,0.1826891517952936,-0.08808754962091409,0.8701346246691939,1945,False
fold_2,2130,0.21903534880774395,0.13181211927071818,-0.08722322953702577,0.8648522995493884,1945,False
fold_2,2131,0.24688304663471855,0.1529528467205493,-0.09393019991416926,0.864889783456119,1945,False
fold_2,2132,0.2113467831342536,0.14793133314855875,-0.06341544998569484,0.8636583912989056,1945,False
fold_2,2133,0.14117760263929618,0.11164472096058936,-0.029532881678706824,0.8759010666261354,1945,False
fold_2,2134,0.1037325097453687,0.06754072491238108,-0.036191784832987614,0.8734860033259422,1945,False
fold_2,2135,0.05981724097608261,0.04591165031424246,-0.013905590661840155,0.8883128330412702,1945,False
fold_2,2136,0.08922797010228165,0.07527987760174522,-0.013948092500536427,0.8748919180494955,1945,False
fold_2,2137,0.17018460927493284,0.1130225565975212,-0.057162052677411646,0.8833754850332592,1945,False
fold_2,2138,0.09127343049069225,0.026958103930552244,-0.06431532656014001,0.8692815249266862,1945,False
fold_2,2139,0.04728859702453329,0.0032388263536227736,-0.04404977067091051,0.8775549741613619,1945,False
fold_2,2140,0.026859242007009513,0.010234391763822329,-0.016624850243187182,0.8727307148987912,1945,False
fold_2,2141,-0.026554414323888262,-0.06930150740290394,-0.04274709307901568,0.8745129798770234,1945,False
fold_2,2142,-0.05024379068020885,-0.02865487089621629,0.02158891978399256,0.8700659712288104,1945,False
fold_2,2143,-0.026895502305000436,-0.021689122798600337,0.0052063795064000995,0.8750856376373674,1945,False
fold_2,2144,-0.05361295016450897,-0.06119527170803232,-0.007582321543523354,0.8718964129890564,1945,False
fold_2,2145,0.0035208385487447247,0.02998908116372219,0.026468242614977464,0.8781582705993848,1945,False
fold_2,2146,0.014960470906945137,0.038349501108647446,0.02338903020170231,0.8775966378477934,1945,False
fold_2,2147,0.0029161507297635557,0.0024725911643066435,-0.00044355956545691225,0.8832877655389456,1945,False
fold_2,2148,-0.056729478846291384,-0.041410362724411696,0.015319116121879688,0.8834286151741649,1945,False
fold_2,2149,-0.07942343627065301,-0.08908523174307989,-0.009661795472426876,0.8625664182640727,1945,False
fold_2,2150,0.01780805199914169,-0.004011213879550819,-0.021819265878692512,0.8767124244510406,1945,False
fold_2,2151,0.11089651804234316,0.030567030702381797,-0.08032948733996136,0.8744949172090692,1945,False
fold_2,2152,0.1483913005640613,0.043425374653831256,-0.10496592591023005,0.8781341306952292,1945,False
fold_2,2153,0.10633861356483798,0.030727460482082823,-0.07561115308275515,0.8712029830663043,1945,False
fold_2,2154,0.08021323604415488,-0.010061210331379444,-0.09027444637553432,0.8802201201630784,1945,False
fold_2,2155,0.02252415108003719,-0.07000219047278448,-0.09252634155282168,0.8717129944209998,1945,False
fold_2,2156,0.07012186200837817,0.01753737778485472,-0.05258448422352345,0.8759618969494313,1945,False
fold_2,2157,0.07480415468765819,0.048041449646411306,-0.026762705041246886,0.897120735283599,1945,False
fold_2,2158,0.20705389233602742,0.14988344673127815,-0.057170445604749265,0.8817601901688005,1945,False
fold_2,2159,0.22848396931549958,0.2022180213325227,-0.02626594798297688,0.8728602880695229,1945,False
fold_2,2160,0.21028176632572776,0.16019890833988984,-0.05008285798583792,0.8779883077927185,1945,False
fold_2,2161,0.19856564487703898,0.17803333740917737,-0.02053230746786161,0.8808857780201701,1945,False
fold_2,2162,0.2195508835030421,0.20109169644701538,-0.018459187056026727,0.8783046299442098,1945,False
fold_2,2163,0.11375777904923298,0.04669596263844661,-0.06706181641078637,0.8841469226092555,1945,False
fold_2,2164,0.10175186442133481,0.0295114017168149,-0.07224046270451992,0.8713949057615853,1945,False
fold_2,2165,0.009948177437236248,-0.023903679547242686,-0.033851856984478935,0.879370015556827,1945,False
fold_2,2166,0.00985047788069523,-0.012608294292253772,-0.022458772172949004,0.8813401334847293,1945,False
fold_2,2167,-0.05069975002542443,-0.03445114137727971,0.016248608648144716,0.8862694125062585,1945,False
fold_2,2168,-0.012973835026106858,0.00645093117445104,0.019424766200557896,0.883179616533152,1945,False
fold_2,2169,0.1028105006661999,0.16556693196980427,0.06275643130360437,0.899081498998641,1945,False
fold_2,2170,0.09820217347727561,0.14372452186884907,0.04552234839157346,0.8778827068879191,1945,False
fold_2,2171,0.07135175640154495,0.10373073278020169,0.032378976378656735,0.8796692274336599,1945,False
fold_2,2172,0.06216218680196054,0.03428661563652964,-0.0278755711654309,0.8804565682891066,1945,False
fold_2,2173,0.17643296035691292,0.16046431317502324,-0.015968647181889672,0.8852122970459909,1945,False
fold_2,2174,0.14674257697947213,0.09468899756812817,-0.05205357941134396,0.8945056348794791,1945,False
fold_2,2175,0.05466330995710504,-0.005552122076389385,-0.06021543203349443,0.8826076317932808,1945,False
fold_2,2176,0.026617988251913305,-0.05017664598383521,-0.0767946342357485,0.8741319134003289,1945,False
fold_2,2177,0.006913193768361801,-0.07025701371104687,-0.07717020747940867,0.8808527085866532,1945,False
fold_2,2178,0.006213907525245799,-0.09865998441333317,-0.10487389193857896,0.8854266839818324,1945,False
fold_2,2179,-0.05161400963808026,-0.13410416368643158,-0.08249015404835132,0.8857648996852872,1945,False
fold_2,2180,0.10767826119956955,0.040873233207324985,-0.06680502799224457,0.8938105621021384,1945,False
fold_2,2181,0.17107052651813173,0.08586952828839138,-0.08520099822974035,0.8841627923610613,1945,False
fold_2,2182,0.11131941340032901,0.0606038328803376,-0.050715580519991414,0.8743911603247264,1945,False
fold_2,2183,0.1510921393065852,0.10792649700728048,-0.04316564229930471,0.8875736043559116,1945,False
fold_2,2184,0.2208991331986267,0.20044661057864244,-0.02045252261998426,0.8852194496101851,1945,False
fold_2,2185,0.14936303063085615,0.12593850582933983,-0.023424524801516328,0.8724503120306129,1945,False
fold_2,2186,0.11058192815249267,0.0434507769472856,-0.06713115120520707,0.8797120869394176,1945,False
fold_2,2187,0.11489195286115927,0.0350649769672343,-0.07982697589392498,0.883234110131607,1945,False
fold_2,2188,0.12212982127530218,0.06499872594950289,-0.0571310953257993,0.8820716955153421,1945,False
fold_2,2189,0.12138182020119838,0.031284461005586045,-0.09009735919561233,0.8786694330698803,1945,False
fold_2,2190,0.15739086927561144,0.09061620559393335,-0.06677466368167809,0.8836748421965525,1945,False
fold_2,2191,0.1416308293398183,0.10580790447750517,-0.03582292486231313,0.8793927808275516,1945,False
fold_2,2192,0.13326368747447342,0.09950450639345503,-0.0337591810810184,0.8826248345969528,1945,False
fold_2,2193,0.1420329822616408,0.03135466213074887,-0.11067832013089193,0.8820632689006509,1945,False
fold_2,2194,0.13773835399866993,0.04456885696595172,-0.09316949703271821,0.8825494756276373,1945,False
fold_2,2195,0.12583121248162246,0.032815249450231836,-0.09301596303139062,0.8849136774908803,1945,False
fold_2,2196,0.12025913516558186,0.03524943450039338,-0.08500970066518848,0.8897975936091838,1945,False
fold_2,2197,0.15556403600076676,0.1015416069731399,-0.05402242902762687,0.8968720048637436,1945,False
fold_2,2198,0.1631547949002217,0.14881865344038336,-0.01433614145983833,0.8918477084972464,1945,False
fold_2,2199,0.18504977944453388,0.19835264374812966,0.013302864303595785,0.8829791435698449,1945,False
fold_2,2200,0.14342965453114942,0.13801355410914812,-0.005416100422001302,0.8935452690258207,1945,False
fold_2,2201,0.11514602439009308,0.13286172454151426,0.017715700151421182,0.8901234376117586,1945,False
fold_2,2202,0.11744899327658964,0.07274573528359916,-0.04470325799299048,0.8907757626421571,1945,False
fold_2,2203,0.16418106492740148,0.12437023907445818,-0.03981082585294329,0.8865113144624847,1945,False
fold_2,2204,0.10082537350718579,0.006543232853328098,-0.09428214065385769,0.8946739436556753,1945,False
fold_2,2205,0.0043373596309276875,-0.08451419560474929,-0.08885155523567698,0.8853597404513267,1945,False
fold_2,2206,-0.009484618660717611,-0.10727899165407236,-0.09779437299335475,0.8897270849724626,1945,False
fold_2,2207,-0.004508853583757126,-0.1003721691533618,-0.09586331556960467,0.8821245686109719,1945,False
fold_2,2208,-0.02136125613959633,-0.12187582837730479,-0.10051457223770846,0.8871224004899506,1945,False
fold_2,2209,-0.02869307166271818,-0.10269594129398514,-0.07400286963126695,0.8930878178420713,1945,False
fold_2,2210,0.04504744003253667,0.032241019396215806,-0.012806420636320863,0.8944405018417851,1945,False
fold_2,2211,0.2014598026306153,0.24678679753083013,0.04532699490021483,0.8992554404191402,1945,False
fold_2,2212,0.21437276721949397,0.2522815255109783,0.03790875829148435,0.899779142228739,1945,False
fold_2,2213,0.30629320681386013,0.36545930181322894,0.05916609499936881,0.8982832169551535,1945,False
fold_2,2214,0.20566551873319575,0.2550914753032337,0.04942595657003793,0.8984291627923611,1945,False
fold_2,2215,0.05162581136900079,0.07611436950146626,0.02448855813246547,0.8925495538588082,1945,False
fold_2,2216,0.03914361454831557,0.031558666672627134,-0.007584947875688433,0.9032038458443601,1945,False
fold_2,2217,0.028869570756741285,0.10039211698018738,0.07152254622344609,0.8943325763536228,1945,False
fold_2,2218,-0.027807962592089265,0.08068389689578713,0.1084918594878764,0.8846656399756813,1945,False
fold_2,2219,0.13452779665259995,0.23245425711680137,0.09792646046420142,0.8958017912702954,1945,False
fold_2,2220,0.06901315328064177,0.20974821414860018,0.1407350608679584,0.896167041431228,1945,False
fold_2,2221,0.10835919059795433,0.24352922045990982,0.13517002986195548,0.8934006084149915,1945,False
