stage,seed,epoch,train_loss,selection_metric,best_metric,lr,improved,primary_precision,fp32_retries
final,2026,13,1.9876738680406525,-1.9876738680406525,-1.9876738680406525,0.000290354543007051,True,bf16,0
final,2026,14,1.9862391466302964,-1.9862391466302964,-1.9862391466302964,0.00025964545699294904,True,bf16,0
final,2026,15,1.98481546606056,-1.98481546606056,-1.98481546606056,0.00022922239706315745,True,bf16,0
final,2026,16,1.9834880632628138,-1.9834880632628138,-1.9834880632628138,0.00019965208726152811,True,bf16,0
final,2026,17,1.982200224213149,-1.982200224213149,-1.982200224213149,0.0001714853665104908,True,bf16,0
final,2026,18,1.9809560586068529,-1.9809560586068529,-1.9809560586068529,0.00014524692752415492,True,bf16,0
final,2026,19,1.9797766574943343,-1.9797766574943343,-1.9797766574943343,0.00012142554277580288,True,bf16,0
final,2026,20,1.978674046460166,-1.978674046460166,-1.978674046460166,0.00010046495959150553,True,bf16,0
final,2026,21,1.9777122155465543,-1.9777122155465543,-1.9777122155465543,8.275563397704009e-05,True,bf16,0
final,2026,22,1.9768802161406425,-1.9768802161406425,-1.9768802161406425,6.862745716127313e-05,True,bf16,0
final,2026,23,1.9761773022441054,-1.9761773022441054,-1.9761773022441054,5.83436103467452e-05,True,bf16,0
final,2026,24,1.9755683829918482,-1.9755683829918482,-1.9755683829918482,5.209566214182558e-05,True,bf16,0
final,2026,25,1.9750322396209048,-1.9750322396209048,-1.9750322396209048,5e-05,True,bf16,0
final,3407,1,2.006209052639243,-2.006209052639243,-2.006209052639243,0.000125,True,bf16,0
final,3407,2,2.0033813631583635,-2.0033813631583635,-2.0033813631583635,0.0005,True,bf16,0
final,3407,3,2.000360972760309,-2.000360972760309,-2.000360972760309,0.0004979043378581745,True,bf16,0
final,3407,4,1.9988990269897733,-1.9988990269897733,-1.9988990269897733,0.0004916563896532549,True,bf16,0
final,3407,5,1.9978537806431125,-1.9978537806431125,-1.9978537806431125,0.00048137254283872697,True,bf16,0
final,3407,6,1.9968107531590717,-1.9968107531590717,-1.9968107531590717,0.00046724436602295995,True,bf16,0
final,3407,7,1.9957302735175615,-1.9957302735175615,-1.9957302735175615,0.00044953504040849446,True,bf16,0
final,3407,8,1.994463887397808,-1.994463887397808,-1.994463887397808,0.0004285744572241972,True,bf16,0
final,3407,9,1.9932092709469371,-1.9932092709469371,-1.9932092709469371,0.0004047530724758451,True,bf16,0
final,3407,10,1.991645919279143,-1.991645919279143,-1.991645919279143,0.00037851463348950926,True,bf16,0
final,3407,11,1.9901606613062373,-1.9901606613062373,-1.9901606613062373,0.00035034791273847186,True,bf16,0
final,3407,12,1.9885872976933652,-1.9885872976933652,-1.9885872976933652,0.00032077760293684266,True,bf16,0
final,3407,13,1.9869796485730813,-1.9869796485730813,-1.9869796485730813,0.000290354543007051,True,bf16,0
final,3407,14,1.985430578308995,-1.985430578308995,-1.985430578308995,0.00025964545699294904,True,bf16,0
final,3407,15,1.9840689485455736,-1.9840689485455736,-1.9840689485455736,0.00022922239706315745,True,bf16,0
final,3407,16,1.9827692212718342,-1.9827692212718342,-1.9827692212718342,0.00019965208726152811,True,bf16,0
final,3407,17,1.9815168779736847,-1.9815168779736847,-1.9815168779736847,0.0001714853665104908,True,bf16,0
final,3407,18,1.9803971086509924,-1.9803971086509924,-1.9803971086509924,0.00014524692752415492,True,bf16,0
final,3407,19,1.9792784387028592,-1.9792784387028592,-1.9792784387028592,0.00012142554277580288,True,bf16,0
final,3407,20,1.9782458323019523,-1.9782458323019523,-1.9782458323019523,0.00010046495959150553,True,bf16,0
final,3407,21,1.9772869647775657,-1.9772869647775657,-1.9772869647775657,8.275563397704009e-05,True,bf16,0
final,3407,22,1.9764350611813601,-1.9764350611813601,-1.9764350611813601,6.862745716127313e-05,True,bf16,0
final,3407,23,1.975684045437105,-1.975684045437105,-1.975684045437105,5.83436103467452e-05,True,bf16,0
final,3407,24,1.9750222701921711,-1.9750222701921711,-1.9750222701921711,5.209566214182558e-05,True,bf16,0
final,3407,25,1.9744763709553639,-1.9744763709553639,-1.9744763709553639,5e-05,True,bf16,0
