stage,seed,epoch,train_loss,selection_metric,best_metric,lr,improved,primary_precision,fp32_retries
early,3407,13,1.9582986137301652,0.14562140061405981,0.14562140061405981,0.000290354543007051,True,bf16,0
early,3407,14,1.9550545043552046,0.1458081245088794,0.1458081245088794,0.00025964545699294904,True,bf16,0
early,3407,15,1.9518533668567224,0.14606445378839308,0.14606445378839308,0.00022922239706315745,True,bf16,0
early,3407,16,1.9486349612167202,0.14637662521496544,0.14637662521496544,0.00019965208726152811,True,bf16,0
early,3407,17,1.945484786304002,0.14660535024545435,0.14660535024545435,0.0001714853665104908,True,bf16,0
early,3407,18,1.9425489619835137,0.14680323182528718,0.14680323182528718,0.00014524692752415492,True,bf16,0
early,3407,19,1.9399097893655914,0.14691811299573887,0.14691811299573887,0.00012142554277580288,True,bf16,0
early,3407,20,1.9377054670422347,0.14700913192322226,0.14700913192322226,0.00010046495959150553,True,bf16,0
early,3407,21,1.9359974283533,0.14710015851738578,0.14710015851738578,8.275563397704009e-05,True,bf16,0
early,3407,22,1.93462359966691,0.1472172822762156,0.1472172822762156,6.862745716127313e-05,True,bf16,0
early,3407,23,1.933464575059635,0.14730918921351302,0.14730918921351302,5.83436103467452e-05,True,bf16,0
early,3407,24,1.9323879443493086,0.1473539154211322,0.1473539154211322,5.209566214182558e-05,True,bf16,0
early,3407,25,1.9313212633132935,0.14736784883825696,0.14736784883825696,5e-05,True,bf16,0
dev,42,1,1.9848146772188415,-1.9848146772188415,-1.9848146772188415,0.000125,True,bf16,0
dev,42,2,1.977621722613833,-1.977621722613833,-1.977621722613833,0.0005,True,bf16,0
dev,42,3,1.9719401239858243,-1.9719401239858243,-1.9719401239858243,0.0004979043378581745,True,bf16,0
dev,42,4,1.9689921802944608,-1.9689921802944608,-1.9689921802944608,0.0004916563896532549,True,bf16,0
dev,42,5,1.9660347234074471,-1.9660347234074471,-1.9660347234074471,0.00048137254283872697,True,bf16,0
dev,42,6,1.9633464612097407,-1.9633464612097407,-1.9633464612097407,0.00046724436602295995,True,bf16,0
dev,42,7,1.960352301107022,-1.960352301107022,-1.960352301107022,0.00044953504040849446,True,bf16,0
dev,42,8,1.9576764518831984,-1.9576764518831984,-1.9576764518831984,0.0004285744572241972,True,bf16,0
dev,42,9,1.9550799749515675,-1.9550799749515675,-1.9550799749515675,0.0004047530724758451,True,bf16,0
dev,42,10,1.9524163199059756,-1.9524163199059756,-1.9524163199059756,0.00037851463348950926,True,bf16,0
dev,42,11,1.9499335730517353,-1.9499335730517353,-1.9499335730517353,0.00035034791273847186,True,bf16,0
dev,42,12,1.947337656354708,-1.947337656354708,-1.947337656354708,0.00032077760293684266,True,bf16,0
dev,42,13,1.9444743316359971,-1.9444743316359971,-1.9444743316359971,0.000290354543007051,True,bf16,0
dev,42,14,1.9414818733317372,-1.9414818733317372,-1.9414818733317372,0.00025964545699294904,True,bf16,0
dev,42,15,1.938579863972134,-1.938579863972134,-1.938579863972134,0.00022922239706315745,True,bf16,0
dev,42,16,1.9359120881115948,-1.9359120881115948,-1.9359120881115948,0.00019965208726152811,True,bf16,0
dev,42,17,1.9335244594778054,-1.9335244594778054,-1.9335244594778054,0.0001714853665104908,True,bf16,0
dev,42,18,1.9313705472789184,-1.9313705472789184,-1.9313705472789184,0.00014524692752415492,True,bf16,0
dev,42,19,1.929558286451018,-1.929558286451018,-1.929558286451018,0.00012142554277580288,True,bf16,0
dev,42,20,1.9279807030909346,-1.9279807030909346,-1.9279807030909346,0.00010046495959150553,True,bf16,0
dev,42,21,1.9263421331413488,-1.9263421331413488,-1.9263421331413488,8.275563397704009e-05,True,bf16,0
dev,42,22,1.9246840736993547,-1.9246840736993547,-1.9246840736993547,6.862745716127313e-05,True,bf16,0
dev,42,23,1.923057384942294,-1.923057384942294,-1.923057384942294,5.83436103467452e-05,True,bf16,0
dev,42,24,1.9215501272138744,-1.9215501272138744,-1.9215501272138744,5.209566214182558e-05,True,bf16,0
dev,42,25,1.9203231717333382,-1.9203231717333382,-1.9203231717333382,5e-05,True,bf16,0
dev,2026,1,1.9888419114022589,-1.9888419114022589,-1.9888419114022589,0.000125,True,bf16,0
dev,2026,2,1.9777169914402588,-1.9777169914402588,-1.9777169914402588,0.0005,True,bf16,0
dev,2026,3,1.9715206721192033,-1.9715206721192033,-1.9715206721192033,0.0004979043378581745,True,bf16,0
dev,2026,4,1.9688270960325076,-1.9688270960325076,-1.9688270960325076,0.0004916563896532549,True,bf16,0
dev,2026,5,1.9664821443243772,-1.9664821443243772,-1.9664821443243772,0.00048137254283872697,True,bf16,0
dev,2026,6,1.9634112664210943,-1.9634112664210943,-1.9634112664210943,0.00046724436602295995,True,bf16,0
dev,2026,7,1.9604600103794303,-1.9604600103794303,-1.9604600103794303,0.00044953504040849446,True,bf16,0
dev,2026,8,1.9577799652829582,-1.9577799652829582,-1.9577799652829582,0.0004285744572241972,True,bf16,0
dev,2026,9,1.9548140823105236,-1.9548140823105236,-1.9548140823105236,0.0004047530724758451,True,bf16,0
dev,2026,10,1.9520978083826386,-1.9520978083826386,-1.9520978083826386,0.00037851463348950926,True,bf16,0
dev,2026,11,1.9492518999939592,-1.9492518999939592,-1.9492518999939592,0.00035034791273847186,True,bf16,0
dev,2026,12,1.9463001278692802,-1.9463001278692802,-1.9463001278692802,0.00032077760293684266,True,bf16,0
dev,2026,13,1.9435174038380751,-1.9435174038380751,-1.9435174038380751,0.000290354543007051,True,bf16,0
dev,2026,14,1.9406647603698228,-1.9406647603698228,-1.9406647603698228,0.00025964545699294904,True,bf16,0
dev,2026,15,1.9377583044546622,-1.9377583044546622,-1.9377583044546622,0.00022922239706315745,True,bf16,0
dev,2026,16,1.9349840408490029,-1.9349840408490029,-1.9349840408490029,0.00019965208726152811,True,bf16,0
dev,2026,17,1.9322804124267012,-1.9322804124267012,-1.9322804124267012,0.0001714853665104908,True,bf16,0
dev,2026,18,1.929899995709643,-1.929899995709643,-1.929899995709643,0.00014524692752415492,True,bf16,0
dev,2026,19,1.9279805382583366,-1.9279805382583366,-1.9279805382583366,0.00012142554277580288,True,bf16,0
dev,2026,20,1.9263024133909876,-1.9263024133909876,-1.9263024133909876,0.00010046495959150553,True,bf16,0
dev,2026,21,1.9245745669667123,-1.9245745669667123,-1.9245745669667123,8.275563397704009e-05,True,bf16,0
dev,2026,22,1.9229773959995788,-1.9229773959995788,-1.9229773959995788,6.862745716127313e-05,True,bf16,0
dev,2026,23,1.9214966566964922,-1.9214966566964922,-1.9214966566964922,5.83436103467452e-05,True,bf16,0
dev,2026,24,1.920137021767259,-1.920137021767259,-1.920137021767259,5.209566214182558e-05,True,bf16,0
dev,2026,25,1.9190252602345659,-1.9190252602345659,-1.9190252602345659,5e-05,True,bf16,0
dev,3407,1,1.9823340800563984,-1.9823340800563984,-1.9823340800563984,0.000125,True,bf16,0
dev,3407,2,1.9768564406736397,-1.9768564406736397,-1.9768564406736397,0.0005,True,bf16,0
dev,3407,3,1.9712092140574513,-1.9712092140574513,-1.9712092140574513,0.0004979043378581745,True,bf16,0
dev,3407,4,1.9685877252508093,-1.9685877252508093,-1.9685877252508093,0.0004916563896532549,True,bf16,0
dev,3407,5,1.966017411569509,-1.966017411569509,-1.966017411569509,0.00048137254283872697,True,bf16,0
dev,3407,6,1.9628313406995295,-1.9628313406995295,-1.9628313406995295,0.00046724436602295995,True,bf16,0
dev,3407,7,1.9600762496759863,-1.9600762496759863,-1.9600762496759863,0.00044953504040849446,True,bf16,0
dev,3407,8,1.957415385501375,-1.957415385501375,-1.957415385501375,0.0004285744572241972,True,bf16,0
dev,3407,9,1.9545209947436926,-1.9545209947436926,-1.9545209947436926,0.0004047530724758451,True,bf16,0
dev,3407,10,1.9517173350102617,-1.9517173350102617,-1.9517173350102617,0.00037851463348950926,True,bf16,0
dev,3407,11,1.9488824493109935,-1.9488824493109935,-1.9488824493109935,0.00035034791273847186,True,bf16,0
dev,3407,12,1.9460177779688266,-1.9460177779688266,-1.9460177779688266,0.00032077760293684266,True,bf16,0
dev,3407,13,1.943012932691064,-1.943012932691064,-1.943012932691064,0.000290354543007051,True,bf16,0
dev,3407,14,1.940067520848027,-1.940067520848027,-1.940067520848027,0.00025964545699294904,True,bf16,0
dev,3407,15,1.9373019202746482,-1.9373019202746482,-1.9373019202746482,0.00022922239706315745,True,bf16,0
dev,3407,16,1.9346703634340576,-1.9346703634340576,-1.9346703634340576,0.00019965208726152811,True,bf16,0
dev,3407,17,1.9321406751012606,-1.9321406751012606,-1.9321406751012606,0.0001714853665104908,True,bf16,0
dev,3407,18,1.9299169459951266,-1.9299169459951266,-1.9299169459951266,0.00014524692752415492,True,bf16,0
dev,3407,19,1.928183918136628,-1.928183918136628,-1.928183918136628,0.00012142554277580288,True,bf16,0
dev,3407,20,1.9266560941076083,-1.9266560941076083,-1.9266560941076083,0.00010046495959150553,True,bf16,0
dev,3407,21,1.9250506560007732,-1.9250506560007732,-1.9250506560007732,8.275563397704009e-05,True,bf16,0
dev,3407,22,1.9234846315266174,-1.9234846315266174,-1.9234846315266174,6.862745716127313e-05,True,bf16,0
dev,3407,23,1.9220143458480208,-1.9220143458480208,-1.9220143458480208,5.83436103467452e-05,True,bf16,0
dev,3407,24,1.9206597598982447,-1.9206597598982447,-1.9206597598982447,5.209566214182558e-05,True,bf16,0
dev,3407,25,1.9195135061632949,-1.9195135061632949,-1.9195135061632949,5e-05,True,bf16,0
shadow,42,1,1.9945342719800188,-1.9945342719800188,-1.9945342719800188,0.000125,True,bf16,0
shadow,42,2,1.9902426475360069,-1.9902426475360069,-1.9902426475360069,0.0005,True,bf16,0
shadow,42,3,1.9858026965655418,-1.9858026965655418,-1.9858026965655418,0.0004979043378581745,True,bf16,0
shadow,42,4,1.9836184806784485,-1.9836184806784485,-1.9836184806784485,0.0004916563896532549,True,bf16,0
shadow,42,5,1.982119385107064,-1.982119385107064,-1.982119385107064,0.00048137254283872697,True,bf16,0
shadow,42,6,1.9806840569394115,-1.9806840569394115,-1.9806840569394115,0.00046724436602295995,True,bf16,0
shadow,42,7,1.9791648468853515,-1.9791648468853515,-1.9791648468853515,0.00044953504040849446,True,bf16,0
shadow,42,8,1.9772728026649098,-1.9772728026649098,-1.9772728026649098,0.0004285744572241972,True,bf16,0
shadow,42,9,1.9753960537812347,-1.9753960537812347,-1.9753960537812347,0.0004047530724758451,True,bf16,0
shadow,42,10,1.9735672017674388,-1.9735672017674388,-1.9735672017674388,0.00037851463348950926,True,bf16,0
shadow,42,11,1.9715915364002494,-1.9715915364002494,-1.9715915364002494,0.00035034791273847186,True,bf16,0
shadow,42,12,1.9696393523196625,-1.9696393523196625,-1.9696393523196625,0.00032077760293684266,True,bf16,0
shadow,42,13,1.9676155887022921,-1.9676155887022921,-1.9676155887022921,0.000290354543007051,True,bf16,0
shadow,42,14,1.965597448770892,-1.965597448770892,-1.965597448770892,0.00025964545699294904,True,bf16,0
shadow,42,15,1.9637064085085205,-1.9637064085085205,-1.9637064085085205,0.00022922239706315745,True,bf16,0
shadow,42,16,1.9620790103826014,-1.9620790103826014,-1.9620790103826014,0.00019965208726152811,True,bf16,0
shadow,42,17,1.9606746398372414,-1.9606746398372414,-1.9606746398372414,0.0001714853665104908,True,bf16,0
shadow,42,18,1.9593820738694305,-1.9593820738694305,-1.9593820738694305,0.00014524692752415492,True,bf16,0
shadow,42,19,1.9580891546889096,-1.9580891546889096,-1.9580891546889096,0.00012142554277580288,True,bf16,0
shadow,42,20,1.9568978153138494,-1.9568978153138494,-1.9568978153138494,0.00010046495959150553,True,bf16,0
shadow,42,21,1.9557354187769165,-1.9557354187769165,-1.9557354187769165,8.275563397704009e-05,True,bf16,0
shadow,42,22,1.9546576726093214,-1.9546576726093214,-1.9546576726093214,6.862745716127313e-05,True,bf16,0
shadow,42,23,1.953676768045857,-1.953676768045857,-1.953676768045857,5.83436103467452e-05,True,bf16,0
shadow,42,24,1.9528438797212921,-1.9528438797212921,-1.9528438797212921,5.209566214182558e-05,True,bf16,0
shadow,42,25,1.9521314001377719,-1.9521314001377719,-1.9521314001377719,5e-05,True,bf16,0
shadow,2026,1,1.9971375644452287,-1.9971375644452287,-1.9971375644452287,0.000125,True,bf16,0
shadow,2026,2,1.9901545084553,-1.9901545084553,-1.9901545084553,0.0005,True,bf16,0
shadow,2026,3,1.985286865950612,-1.985286865950612,-1.985286865950612,0.0004979043378581745,True,bf16,0
shadow,2026,4,1.9833332324714819,-1.9833332324714819,-1.9833332324714819,0.0004916563896532549,True,bf16,0
shadow,2026,5,1.9819619665420596,-1.9819619665420596,-1.9819619665420596,0.00048137254283872697,True,bf16,0
shadow,2026,6,1.980522637504609,-1.980522637504609,-1.980522637504609,0.00046724436602295995,True,bf16,0
shadow,2026,7,1.9789874068012945,-1.9789874068012945,-1.9789874068012945,0.00044953504040849446,True,bf16,0
shadow,2026,8,1.977269105705214,-1.977269105705214,-1.977269105705214,0.0004285744572241972,True,bf16,0
shadow,2026,9,1.9755110745567352,-1.9755110745567352,-1.9755110745567352,0.0004047530724758451,True,bf16,0
shadow,2026,10,1.9735578161208227,-1.9735578161208227,-1.9735578161208227,0.00037851463348950926,True,bf16,0
shadow,2026,11,1.9715504300447158,-1.9715504300447158,-1.9715504300447158,0.00035034791273847186,True,bf16,0
shadow,2026,12,1.9695265060099063,-1.9695265060099063,-1.9695265060099063,0.00032077760293684266,True,bf16,0
shadow,2026,13,1.967505073351134,-1.967505073351134,-1.967505073351134,0.000290354543007051,True,bf16,0
shadow,2026,14,1.9655427191973713,-1.9655427191973713,-1.9655427191973713,0.00025964545699294904,True,bf16,0
shadow,2026,15,1.963651166040711,-1.963651166040711,-1.963651166040711,0.00022922239706315745,True,bf16,0
shadow,2026,16,1.9618228190720326,-1.9618228190720326,-1.9618228190720326,0.00019965208726152811,True,bf16,0
shadow,2026,17,1.9600871163631173,-1.9600871163631173,-1.9600871163631173,0.0001714853665104908,True,bf16,0
shadow,2026,18,1.9585052905259308,-1.9585052905259308,-1.9585052905259308,0.00014524692752415492,True,bf16,0
shadow,2026,19,1.957117963720251,-1.957117963720251,-1.957117963720251,0.00012142554277580288,True,bf16,0
shadow,2026,20,1.955912335174074,-1.955912335174074,-1.955912335174074,0.00010046495959150553,True,bf16,0
shadow,2026,21,1.954857984933343,-1.954857984933343,-1.954857984933343,8.275563397704009e-05,True,bf16,0
shadow,2026,22,1.9538818637039437,-1.9538818637039437,-1.9538818637039437,6.862745716127313e-05,True,bf16,0
shadow,2026,23,1.9529794280421096,-1.9529794280421096,-1.9529794280421096,5.83436103467452e-05,True,bf16,0
shadow,2026,24,1.9521704171420124,-1.9521704171420124,-1.9521704171420124,5.209566214182558e-05,True,bf16,0
shadow,2026,25,1.9514461385369792,-1.9514461385369792,-1.9514461385369792,5e-05,True,bf16,0
shadow,3407,1,1.992917939713953,-1.992917939713953,-1.992917939713953,0.000125,True,bf16,0
shadow,3407,2,1.989629990524716,-1.989629990524716,-1.989629990524716,0.0005,True,bf16,0
shadow,3407,3,1.9850909812950794,-1.9850909812950794,-1.9850909812950794,0.0004979043378581745,True,bf16,0
shadow,3407,4,1.9830842859460494,-1.9830842859460494,-1.9830842859460494,0.0004916563896532549,True,bf16,0
shadow,3407,5,1.9817342444211858,-1.9817342444211858,-1.9817342444211858,0.00048137254283872697,True,bf16,0
shadow,3407,6,1.9800846228383697,-1.9800846228383697,-1.9800846228383697,0.00046724436602295995,True,bf16,0
shadow,3407,7,1.9783752396273515,-1.9783752396273515,-1.9783752396273515,0.00044953504040849446,True,bf16,0
shadow,3407,8,1.976539837480082,-1.976539837480082,-1.976539837480082,0.0004285744572241972,True,bf16,0
shadow,3407,9,1.9745138657927022,-1.9745138657927022,-1.9745138657927022,0.0004047530724758451,True,bf16,0
shadow,3407,10,1.972585333718194,-1.972585333718194,-1.972585333718194,0.00037851463348950926,True,bf16,0
shadow,3407,11,1.9705095860202617,-1.9705095860202617,-1.9705095860202617,0.00035034791273847186,True,bf16,0
shadow,3407,12,1.9683132645034005,-1.9683132645034005,-1.9683132645034005,0.00032077760293684266,True,bf16,0
shadow,3407,13,1.9662024489155523,-1.9662024489155523,-1.9662024489155523,0.000290354543007051,True,bf16,0
shadow,3407,14,1.9639688254383856,-1.9639688254383856,-1.9639688254383856,0.00025964545699294904,True,bf16,0
shadow,3407,15,1.9619371998947834,-1.9619371998947834,-1.9619371998947834,0.00022922239706315745,True,bf16,0
shadow,3407,16,1.9600663241535548,-1.9600663241535548,-1.9600663241535548,0.00019965208726152811,True,bf16,0
shadow,3407,17,1.9584765586342832,-1.9584765586342832,-1.9584765586342832,0.0001714853665104908,True,bf16,0
shadow,3407,18,1.9571978106420227,-1.9571978106420227,-1.9571978106420227,0.00014524692752415492,True,bf16,0
shadow,3407,19,1.9559785468588151,-1.9559785468588151,-1.9559785468588151,0.00012142554277580288,True,bf16,0
shadow,3407,20,1.9548662020345775,-1.9548662020345775,-1.9548662020345775,0.00010046495959150553,True,bf16,0
shadow,3407,21,1.9538279428403564,-1.9538279428403564,-1.9538279428403564,8.275563397704009e-05,True,bf16,0
shadow,3407,22,1.9529317043445729,-1.9529317043445729,-1.9529317043445729,6.862745716127313e-05,True,bf16,0
shadow,3407,23,1.9520769690780482,-1.9520769690780482,-1.9520769690780482,5.83436103467452e-05,True,bf16,0
shadow,3407,24,1.9512861650667073,-1.9512861650667073,-1.9512861650667073,5.209566214182558e-05,True,bf16,0
shadow,3407,25,1.9505894323925914,-1.9505894323925914,-1.9505894323925914,5e-05,True,bf16,0
final,42,1,2.0075062076741284,-2.0075062076741284,-2.0075062076741284,0.000125,True,bf16,0
final,42,2,2.0036529837321844,-2.0036529837321844,-2.0036529837321844,0.0005,True,bf16,0
final,42,3,2.0004447929162548,-2.0004447929162548,-2.0004447929162548,0.0004979043378581745,True,bf16,0
final,42,4,1.9990644155706399,-1.9990644155706399,-1.9990644155706399,0.0004916563896532549,True,bf16,0
final,42,5,1.9979909426227356,-1.9979909426227356,-1.9979909426227356,0.00048137254283872697,True,bf16,0
final,42,6,1.9970826463280718,-1.9970826463280718,-1.9970826463280718,0.00046724436602295995,True,bf16,0
final,42,7,1.9958690126900482,-1.9958690126900482,-1.9958690126900482,0.00044953504040849446,True,bf16,0
final,42,8,1.9946313195431347,-1.9946313195431347,-1.9946313195431347,0.0004285744572241972,True,bf16,0
final,42,9,1.9934662595207309,-1.9934662595207309,-1.9934662595207309,0.0004047530724758451,True,bf16,0
final,42,10,1.9921190952894947,-1.9921190952894947,-1.9921190952894947,0.00037851463348950926,True,bf16,0
final,42,11,1.9907671417555528,-1.9907671417555528,-1.9907671417555528,0.00035034791273847186,True,bf16,0
final,42,12,1.9893765138827562,-1.9893765138827562,-1.9893765138827562,0.00032077760293684266,True,bf16,0
final,42,13,1.987966044940085,-1.987966044940085,-1.987966044940085,0.000290354543007051,True,bf16,0
final,42,14,1.9866338162101673,-1.9866338162101673,-1.9866338162101673,0.00025964545699294904,True,bf16,0
final,42,15,1.9853216566666654,-1.9853216566666654,-1.9853216566666654,0.00022922239706315745,True,bf16,0
final,42,16,1.9840156981320374,-1.9840156981320374,-1.9840156981320374,0.00019965208726152811,True,bf16,0
final,42,17,1.9829165670606825,-1.9829165670606825,-1.9829165670606825,0.0001714853665104908,True,bf16,0
final,42,18,1.9818072368088082,-1.9818072368088082,-1.9818072368088082,0.00014524692752415492,True,bf16,0
final,42,19,1.980751768878785,-1.980751768878785,-1.980751768878785,0.00012142554277580288,True,bf16,0
final,42,20,1.9797139009166973,-1.9797139009166973,-1.9797139009166973,0.00010046495959150553,True,bf16,0
final,42,21,1.978772192498457,-1.978772192498457,-1.978772192498457,8.275563397704009e-05,True,bf16,0
final,42,22,1.9779165598917727,-1.9779165598917727,-1.9779165598917727,6.862745716127313e-05,True,bf16,0
final,42,23,1.9771681585756675,-1.9771681585756675,-1.9771681585756675,5.83436103467452e-05,True,bf16,0
final,42,24,1.976496177445714,-1.976496177445714,-1.976496177445714,5.209566214182558e-05,True,bf16,0
final,42,25,1.9759295642457708,-1.9759295642457708,-1.9759295642457708,5e-05,True,bf16,0
final,2026,1,2.0091842053194924,-2.0091842053194924,-2.0091842053194924,0.000125,True,bf16,0
final,2026,2,2.003724664654097,-2.003724664654097,-2.003724664654097,0.0005,True,bf16,0
final,2026,3,2.000605501265192,-2.000605501265192,-2.000605501265192,0.0004979043378581745,True,bf16,0
final,2026,4,1.9991095226324471,-1.9991095226324471,-1.9991095226324471,0.0004916563896532549,True,bf16,0
final,2026,5,1.9979490594445268,-1.9979490594445268,-1.9979490594445268,0.00048137254283872697,True,bf16,0
final,2026,6,1.9968564935508906,-1.9968564935508906,-1.9968564935508906,0.00046724436602295995,True,bf16,0
final,2026,7,1.995738021957858,-1.995738021957858,-1.995738021957858,0.00044953504040849446,True,bf16,0
final,2026,8,1.9945792600778232,-1.9945792600778232,-1.9945792600778232,0.0004285744572241972,True,bf16,0
final,2026,9,1.9933693238900685,-1.9933693238900685,-1.9933693238900685,0.0004047530724758451,True,bf16,0
final,2026,10,1.9919225883418477,-1.9919225883418477,-1.9919225883418477,0.00037851463348950926,True,bf16,0
final,2026,11,1.9904932874383914,-1.9904932874383914,-1.9904932874383914,0.00035034791273847186,True,bf16,0
final,2026,12,1.9890782638505327,-1.9890782638505327,-1.9890782638505327,0.00032077760293684266,True,bf16,0
