window,time,baseline,method,alpha,history_w,distance_from_snapshot,baseline_ic,candidate_ic,delta,rank_correlation_to_baseline
fold_2,2380,exp016_static_strict_oof_proxy,momentum,0.15,40,435,0.2789715501439339,0.26601468637561415,-0.012956863768319726,0.9855278383529017
fold_2,2380,exp016_static_strict_oof_proxy,shuffled,0.05,40,435,0.2789715501439339,0.2779847910147525,-0.0009867591291813915,0.9986450667028526
fold_2,2380,exp016_static_strict_oof_proxy,shuffled,0.1,40,435,0.2789715501439339,0.27630023447148777,-0.0026713156724461062,0.994095861915316
fold_2,2380,exp016_static_strict_oof_proxy,shuffled,0.15,40,435,0.2789715501439339,0.2730557368880921,-0.005915813255841784,0.9854929616067769
fold_2,2381,exp016_static_strict_oof_proxy,momentum,0.05,40,436,0.33921460072379933,0.33217101496161233,-0.007043585762186999,0.9986373247687751
fold_2,2381,exp016_static_strict_oof_proxy,momentum,0.1,40,436,0.33921460072379933,0.3233335418480306,-0.01588105887576874,0.9940442801664945
fold_2,2381,exp016_static_strict_oof_proxy,momentum,0.15,40,436,0.33921460072379933,0.3124019116736688,-0.02681268905013051,0.9853030134260136
fold_2,2381,exp016_static_strict_oof_proxy,shuffled,0.05,40,436,0.33921460072379933,0.3394450697627228,0.00023046903892348647,0.9986206697710569
fold_2,2381,exp016_static_strict_oof_proxy,shuffled,0.1,40,436,0.33921460072379933,0.33859713753623755,-0.0006174631875617842,0.9940860051883619
fold_2,2381,exp016_static_strict_oof_proxy,shuffled,0.15,40,436,0.33921460072379933,0.3360891486993857,-0.003125452024413611,0.9854630354835866
fold_2,2382,exp016_static_strict_oof_proxy,momentum,0.05,40,437,0.28243364247662406,0.27655067430995006,-0.005882968166673996,0.9986460640836758
fold_2,2382,exp016_static_strict_oof_proxy,momentum,0.1,40,437,0.28243364247662406,0.2691340935947394,-0.01329954888188467,0.9940563412839691
fold_2,2382,exp016_static_strict_oof_proxy,momentum,0.15,40,437,0.28243364247662406,0.25980968574715224,-0.022623956729471817,0.98530879927956
fold_2,2382,exp016_static_strict_oof_proxy,shuffled,0.05,40,437,0.28243364247662406,0.2825605206794449,0.00012687820282086815,0.9986475869976116
fold_2,2382,exp016_static_strict_oof_proxy,shuffled,0.1,40,437,0.28243364247662406,0.2808983156529573,-0.0015353268236667494,0.993990460003827
fold_2,2382,exp016_static_strict_oof_proxy,shuffled,0.15,40,437,0.28243364247662406,0.2785996002350805,-0.003834042241543545,0.9853357419502435
fold_2,2383,exp016_static_strict_oof_proxy,momentum,0.05,40,438,0.21801698996225619,0.21666737479532538,-0.001349615166930801,0.9986285992811049
fold_2,2383,exp016_static_strict_oof_proxy,momentum,0.1,40,438,0.21801698996225619,0.2143514196415351,-0.0036655703207210955,0.9940083942072406
fold_2,2383,exp016_static_strict_oof_proxy,momentum,0.15,40,438,0.21801698996225619,0.2112800254235026,-0.0067369645387535815,0.9853110944152126
fold_2,2383,exp016_static_strict_oof_proxy,shuffled,0.05,40,438,0.21801698996225619,0.21645732483324331,-0.0015596651290128716,0.998628342185994
fold_2,2383,exp016_static_strict_oof_proxy,shuffled,0.1,40,438,0.21801698996225619,0.21576110562677503,-0.0022558843354811564,0.9939112559860335
fold_2,2383,exp016_static_strict_oof_proxy,shuffled,0.15,40,438,0.21801698996225619,0.21273733573724743,-0.005279654225008756,0.9849017406632589
fold_2,2384,exp016_static_strict_oof_proxy,momentum,0.05,40,439,0.2246193068746288,0.2230844539943128,-0.0015348528803160177,0.9986384981389004
fold_2,2384,exp016_static_strict_oof_proxy,momentum,0.1,40,439,0.2246193068746288,0.22151191332931597,-0.0031073935453128365,0.9940907325362309
fold_2,2384,exp016_static_strict_oof_proxy,momentum,0.15,40,439,0.2246193068746288,0.2191705505699151,-0.005448756304713698,0.985437154509314
fold_2,2384,exp016_static_strict_oof_proxy,shuffled,0.05,40,439,0.2246193068746288,0.223929353203441,-0.0006899536711877929,0.9986531077539478
fold_2,2384,exp016_static_strict_oof_proxy,shuffled,0.1,40,439,0.2246193068746288,0.22151310772998273,-0.003106199144646077,0.9940433800592822
fold_2,2384,exp016_static_strict_oof_proxy,shuffled,0.15,40,439,0.2246193068746288,0.21813666814324548,-0.006482638731383328,0.9853058553145201
fold_2,2385,exp016_static_strict_oof_proxy,momentum,0.05,40,440,0.015342391775254018,0.022056301651681536,0.006713909876427518,0.9986187755288379
fold_2,2385,exp016_static_strict_oof_proxy,momentum,0.1,40,440,0.015342391775254018,0.028760025925109404,0.013417634149855386,0.9940410277661418
fold_2,2385,exp016_static_strict_oof_proxy,momentum,0.15,40,440,0.015342391775254018,0.03589116630866184,0.020548774533407824,0.9856883500036532
fold_2,2385,exp016_static_strict_oof_proxy,shuffled,0.05,40,440,0.015342391775254018,0.014036516969463135,-0.0013058748057908822,0.9986378389372499
fold_2,2385,exp016_static_strict_oof_proxy,shuffled,0.1,40,440,0.015342391775254018,0.012837291642166852,-0.002505100133087166,0.9941691427620126
fold_2,2385,exp016_static_strict_oof_proxy,shuffled,0.15,40,440,0.015342391775254018,0.012731273085733635,-0.0026111186895203826,0.9856127845553534
fold_2,2386,exp016_static_strict_oof_proxy,momentum,0.05,40,441,0.11469906726133183,0.11753915196671062,0.0028400847053787898,0.9986434351269807
fold_2,2386,exp016_static_strict_oof_proxy,momentum,0.1,40,441,0.11469906726133183,0.12071281803364205,0.006013750772310214,0.994003859996993
fold_2,2386,exp016_static_strict_oof_proxy,momentum,0.15,40,441,0.11469906726133183,0.1232058451631121,0.008506777901780269,0.9855926421621138
fold_2,2386,exp016_static_strict_oof_proxy,shuffled,0.05,40,441,0.11469906726133183,0.11447614170422626,-0.00022292555710556883,0.998654281145069
fold_2,2386,exp016_static_strict_oof_proxy,shuffled,0.1,40,441,0.11469906726133183,0.113274892608971,-0.0014241746523608323,0.9941180043206311
fold_2,2386,exp016_static_strict_oof_proxy,shuffled,0.15,40,441,0.11469906726133183,0.11284701457672067,-0.0018520526846111662,0.9854230448213449
fold_2,2387,exp016_static_strict_oof_proxy,momentum,0.05,40,442,0.1435357191333476,0.14506823512449832,0.0015325159911507291,0.9986685471857338
fold_2,2387,exp016_static_strict_oof_proxy,momentum,0.1,40,442,0.1435357191333476,0.146625418774436,0.003089699641088406,0.9941843803572543
fold_2,2387,exp016_static_strict_oof_proxy,momentum,0.15,40,442,0.1435357191333476,0.1474331600976475,0.0038974409642999197,0.9858932983627063
fold_2,2387,exp016_static_strict_oof_proxy,shuffled,0.05,40,442,0.1435357191333476,0.14330435776911787,-0.0002313613642297152,0.99862774977842
fold_2,2387,exp016_static_strict_oof_proxy,shuffled,0.1,40,442,0.1435357191333476,0.14239888913050083,-0.001136830002846756,0.9941733281693331
fold_2,2387,exp016_static_strict_oof_proxy,shuffled,0.15,40,442,0.1435357191333476,0.14140831483017763,-0.0021274043031699608,0.9857399177576723
fold_2,2388,exp016_static_strict_oof_proxy,momentum,0.05,40,443,0.1360027837803411,0.14271227041163284,0.006709486631291728,0.9986411970616829
fold_2,2388,exp016_static_strict_oof_proxy,momentum,0.1,40,443,0.1360027837803411,0.15016524194573164,0.014162458165390523,0.9939406852656038
fold_2,2388,exp016_static_strict_oof_proxy,momentum,0.15,40,443,0.1360027837803411,0.15647348531037097,0.02047070153002986,0.9852134420006818
fold_2,2388,exp016_static_strict_oof_proxy,shuffled,0.05,40,443,0.1360027837803411,0.13585850518058215,-0.0001442785997589624,0.9986350895023756
fold_2,2388,exp016_static_strict_oof_proxy,shuffled,0.1,40,443,0.1360027837803411,0.1355014752274224,-0.0005013085529187167,0.9939359323860664
fold_2,2388,exp016_static_strict_oof_proxy,shuffled,0.15,40,443,0.1360027837803411,0.13343498237178794,-0.002567801408553172,0.9850499415735946
fold_2,2389,exp016_static_strict_oof_proxy,momentum,0.05,40,444,0.258608825762884,0.2645961807651504,0.005987355002266381,0.9986418647589579
fold_2,2389,exp016_static_strict_oof_proxy,momentum,0.1,40,444,0.258608825762884,0.27104344865677765,0.012434622893893632,0.993955230135806
fold_2,2389,exp016_static_strict_oof_proxy,momentum,0.15,40,444,0.258608825762884,0.27781992615810575,0.019211100395221725,0.9852802287202287
fold_2,2389,exp016_static_strict_oof_proxy,shuffled,0.05,40,444,0.258608825762884,0.25999151102776663,0.0013826852648826105,0.9986477657423838
fold_2,2389,exp016_static_strict_oof_proxy,shuffled,0.1,40,444,0.258608825762884,0.2607496274715595,0.002140801708675477,0.9940422235792229
fold_2,2389,exp016_static_strict_oof_proxy,shuffled,0.15,40,444,0.258608825762884,0.2598663688658627,0.0012575431029786532,0.9855189259757183
fold_2,2390,exp016_static_strict_oof_proxy,momentum,0.05,40,445,0.3267820777812759,0.32817509919323556,0.0013930214119596829,0.9986522556447612
fold_2,2390,exp016_static_strict_oof_proxy,momentum,0.1,40,445,0.3267820777812759,0.3271140733105216,0.00033199552924573217,0.9940947643453348
fold_2,2390,exp016_static_strict_oof_proxy,momentum,0.15,40,445,0.3267820777812759,0.3263150104017956,-0.0004670673794802682,0.9855411326564737
fold_2,2390,exp016_static_strict_oof_proxy,shuffled,0.05,40,445,0.3267820777812759,0.3282497476239422,0.0014676698426663304,0.9986314324752361
fold_2,2390,exp016_static_strict_oof_proxy,shuffled,0.1,40,445,0.3267820777812759,0.3287579370889088,0.0019758593076329434,0.9941246544391864
fold_2,2390,exp016_static_strict_oof_proxy,shuffled,0.15,40,445,0.3267820777812759,0.32740782614561115,0.0006257483643352657,0.9856915294081261
fold_2,2391,exp016_static_strict_oof_proxy,momentum,0.05,40,446,0.32244466426457785,0.33400484945000064,0.011560185185422789,0.9986317148125189
fold_2,2391,exp016_static_strict_oof_proxy,momentum,0.1,40,446,0.32244466426457785,0.3449323741229944,0.022487709858416527,0.9940673476918263
fold_2,2391,exp016_static_strict_oof_proxy,momentum,0.15,40,446,0.32244466426457785,0.3551639156139323,0.03271925134935444,0.9853732772417898
fold_2,2391,exp016_static_strict_oof_proxy,shuffled,0.05,40,446,0.32244466426457785,0.32325838716130134,0.00081372289672349,0.9986720174623086
fold_2,2391,exp016_static_strict_oof_proxy,shuffled,0.1,40,446,0.32244466426457785,0.32336011689761757,0.000915452633039715,0.9942127617287145
fold_2,2391,exp016_static_strict_oof_proxy,shuffled,0.15,40,446,0.32244466426457785,0.3220955621565267,-0.00034910210805116915,0.9857469643948684
fold_2,2392,exp016_static_strict_oof_proxy,momentum,0.05,40,447,0.2779696884381964,0.2862782280504935,0.008308539612297106,0.998678211661462
fold_2,2392,exp016_static_strict_oof_proxy,momentum,0.1,40,447,0.2779696884381964,0.2947697182695064,0.01680002983130996,0.9941556758226529
fold_2,2392,exp016_static_strict_oof_proxy,momentum,0.15,40,447,0.2779696884381964,0.30362919955172746,0.02565951111353104,0.9855787565047417
fold_2,2392,exp016_static_strict_oof_proxy,shuffled,0.05,40,447,0.2779696884381964,0.2756357117506207,-0.002333976687575734,0.998648039644869
fold_2,2392,exp016_static_strict_oof_proxy,shuffled,0.1,40,447,0.2779696884381964,0.2731304308351359,-0.004839257603060532,0.994124486556305
fold_2,2392,exp016_static_strict_oof_proxy,shuffled,0.15,40,447,0.2779696884381964,0.2694245572079393,-0.00854513123025713,0.9857541957464017
fold_2,2393,exp016_static_strict_oof_proxy,momentum,0.05,40,448,0.25889541228658847,0.2677979486522497,0.00890253636566124,0.9986276269715577
fold_2,2393,exp016_static_strict_oof_proxy,momentum,0.1,40,448,0.25889541228658847,0.2761077988000885,0.017212386513500044,0.9939824968185822
fold_2,2393,exp016_static_strict_oof_proxy,momentum,0.15,40,448,0.25889541228658847,0.2832761876160496,0.024380775329461146,0.9850768450313263
fold_2,2393,exp016_static_strict_oof_proxy,shuffled,0.05,40,448,0.25889541228658847,0.2592172147080389,0.00032180242145041227,0.9986369726563343
fold_2,2393,exp016_static_strict_oof_proxy,shuffled,0.1,40,448,0.25889541228658847,0.258984101350676,8.868906408754373e-05,0.9940201454306853
fold_2,2393,exp016_static_strict_oof_proxy,shuffled,0.15,40,448,0.25889541228658847,0.2577751784222465,-0.0011202338643419574,0.985141178149659
fold_2,2394,exp016_static_strict_oof_proxy,momentum,0.05,40,449,0.17667432134618213,0.18862587260626348,0.01195155126008135,0.9986307588207668
fold_2,2394,exp016_static_strict_oof_proxy,momentum,0.1,40,449,0.17667432134618213,0.20054784008110607,0.023873518734923938,0.9939772775964059
fold_2,2394,exp016_static_strict_oof_proxy,momentum,0.15,40,449,0.17667432134618213,0.2126558128097461,0.03598149146356397,0.9850631985731605
fold_2,2394,exp016_static_strict_oof_proxy,shuffled,0.05,40,449,0.17667432134618213,0.17725544401731552,0.0005811226711333883,0.9986328010651606
fold_2,2394,exp016_static_strict_oof_proxy,shuffled,0.1,40,449,0.17667432134618213,0.17681103364488993,0.00013671229870779178,0.9941577148299213
fold_2,2394,exp016_static_strict_oof_proxy,shuffled,0.15,40,449,0.17667432134618213,0.1755876821907333,-0.0010866391554488208,0.985449023725528
fold_2,2395,exp016_static_strict_oof_proxy,momentum,0.05,40,450,0.10299234486524592,0.10995260943827662,0.0069602645730307,0.9986269924919212
fold_2,2395,exp016_static_strict_oof_proxy,momentum,0.1,40,450,0.10299234486524592,0.11641648475918956,0.013424139893943643,0.9939798563363024
fold_2,2395,exp016_static_strict_oof_proxy,momentum,0.15,40,450,0.10299234486524592,0.12286966388744995,0.019877319022204035,0.9850429650080765
fold_2,2395,exp016_static_strict_oof_proxy,shuffled,0.05,40,450,0.10299234486524592,0.10415479215343212,0.001162447288186208,0.9986433205407269
fold_2,2395,exp016_static_strict_oof_proxy,shuffled,0.1,40,450,0.10299234486524592,0.10448197338903599,0.0014896285237900736,0.9942199621328721
fold_2,2395,exp016_static_strict_oof_proxy,shuffled,0.15,40,450,0.10299234486524592,0.10416903105437259,0.0011766861891266689,0.9855742305417786
fold_2,2396,exp016_static_strict_oof_proxy,momentum,0.05,40,451,0.11711952187843494,0.11741230031652065,0.000292778438085714,0.998648576029981
fold_2,2396,exp016_static_strict_oof_proxy,momentum,0.1,40,451,0.11711952187843494,0.11784084378542922,0.0007213219069942822,0.9940074269787961
fold_2,2396,exp016_static_strict_oof_proxy,momentum,0.15,40,451,0.11711952187843494,0.11846944606006769,0.0013499241816327529,0.9852204799401866
fold_2,2396,exp016_static_strict_oof_proxy,shuffled,0.05,40,451,0.11711952187843494,0.11938206494545986,0.002262543067024919,0.9986462989532039
fold_2,2396,exp016_static_strict_oof_proxy,shuffled,0.1,40,451,0.11711952187843494,0.12205402346855872,0.004934501590123777,0.9941156324295956
fold_2,2396,exp016_static_strict_oof_proxy,shuffled,0.15,40,451,0.11711952187843494,0.12492289561481701,0.007803373736382069,0.9856777914241741
fold_2,2397,exp016_static_strict_oof_proxy,momentum,0.05,40,452,0.08053864950696846,0.08174218471130112,0.0012035352043326675,0.998604028783839
fold_2,2397,exp016_static_strict_oof_proxy,momentum,0.1,40,452,0.08053864950696846,0.08226412865911656,0.0017254791521481017,0.9939848041755002
fold_2,2397,exp016_static_strict_oof_proxy,momentum,0.15,40,452,0.08053864950696846,0.08375006510594049,0.003211415598972034,0.9851366292729234
fold_2,2397,exp016_static_strict_oof_proxy,shuffled,0.05,40,452,0.08053864950696846,0.07802483455281663,-0.00251381495415183,0.9986451032794764
fold_2,2397,exp016_static_strict_oof_proxy,shuffled,0.1,40,452,0.08053864950696846,0.07487103834158244,-0.005667611165386013,0.9941243357346554
fold_2,2397,exp016_static_strict_oof_proxy,shuffled,0.15,40,452,0.08053864950696846,0.07031226637341086,-0.010226383133557601,0.9858036487024262
fold_2,2398,exp016_static_strict_oof_proxy,momentum,0.05,40,453,0.108875930217699,0.11406666714141574,0.005190736923716743,0.9986267746758425
fold_2,2398,exp016_static_strict_oof_proxy,momentum,0.1,40,453,0.108875930217699,0.12051000234903461,0.011634072131335618,0.9938946575832199
fold_2,2398,exp016_static_strict_oof_proxy,momentum,0.15,40,453,0.108875930217699,0.12576827891349246,0.016892348695793466,0.9848186762579928
fold_2,2398,exp016_static_strict_oof_proxy,shuffled,0.05,40,453,0.108875930217699,0.10932272196500417,0.000446791747305178,0.9986585000168743
fold_2,2398,exp016_static_strict_oof_proxy,shuffled,0.1,40,453,0.108875930217699,0.10782719229131565,-0.001048737926383339,0.9942351611316628
fold_2,2398,exp016_static_strict_oof_proxy,shuffled,0.15,40,453,0.108875930217699,0.1062799668835946,-0.0025959633341043897,0.985859814983619
fold_2,2399,exp016_static_strict_oof_proxy,momentum,0.05,40,454,0.22794712674135265,0.22654545082692,-0.0014016759144326596,0.9986271378732321
fold_2,2399,exp016_static_strict_oof_proxy,momentum,0.1,40,454,0.22794712674135265,0.22367085972663295,-0.004276267014719698,0.9939246560889721
fold_2,2399,exp016_static_strict_oof_proxy,momentum,0.15,40,454,0.22794712674135265,0.21991831013771207,-0.008028816603640576,0.9850778813510369
fold_2,2399,exp016_static_strict_oof_proxy,shuffled,0.05,40,454,0.22794712674135265,0.22680596838625278,-0.0011411583550998694,0.9986358942266187
fold_2,2399,exp016_static_strict_oof_proxy,shuffled,0.1,40,454,0.22794712674135265,0.22604859729403884,-0.001898529447313807,0.9941217709794582
fold_2,2399,exp016_static_strict_oof_proxy,shuffled,0.15,40,454,0.22794712674135265,0.22293389239207007,-0.00501323434928258,0.9855340143203579
fold_2,2400,exp016_static_strict_oof_proxy,momentum,0.05,40,455,0.2827222086573877,0.28055398631258094,-0.002168222344806736,0.9986058422062448
fold_2,2400,exp016_static_strict_oof_proxy,momentum,0.1,40,455,0.2827222086573877,0.2778288589231634,-0.004893349734224284,0.9939535178202551
fold_2,2400,exp016_static_strict_oof_proxy,momentum,0.15,40,455,0.2827222086573877,0.27292610063923833,-0.009796108018149341,0.98494836328445
fold_2,2400,exp016_static_strict_oof_proxy,shuffled,0.05,40,455,0.2827222086573877,0.2806496881373421,-0.0020725205200455843,0.9986152858556403
fold_2,2400,exp016_static_strict_oof_proxy,shuffled,0.1,40,455,0.2827222086573877,0.27767434555397397,-0.005047863103413708,0.994113796897001
fold_2,2400,exp016_static_strict_oof_proxy,shuffled,0.15,40,455,0.2827222086573877,0.27252226015684333,-0.010199948500544342,0.9854315618270967
fold_2,2401,exp016_static_strict_oof_proxy,momentum,0.05,40,456,0.31225699445953464,0.31095397276504305,-0.0013030216944915907,0.9986653174053008
fold_2,2401,exp016_static_strict_oof_proxy,momentum,0.1,40,456,0.31225699445953464,0.3083665988815613,-0.003890395577973327,0.9940098164431224
fold_2,2401,exp016_static_strict_oof_proxy,momentum,0.15,40,456,0.31225699445953464,0.30430821281914017,-0.007948781640394476,0.9854075947717835
fold_2,2401,exp016_static_strict_oof_proxy,shuffled,0.05,40,456,0.31225699445953464,0.3112471013778499,-0.001009893081684754,0.9986481430805294
fold_2,2401,exp016_static_strict_oof_proxy,shuffled,0.1,40,456,0.31225699445953464,0.30925954048064114,-0.002997453978893505,0.9941394065140153
fold_2,2401,exp016_static_strict_oof_proxy,shuffled,0.15,40,456,0.31225699445953464,0.30599034046471957,-0.006266653994815075,0.9855174119752407
fold_2,2402,exp016_static_strict_oof_proxy,momentum,0.05,40,457,0.3538166768254336,0.3536756876961653,-0.00014098912926829854,0.9986331925597625
fold_2,2402,exp016_static_strict_oof_proxy,momentum,0.1,40,457,0.3538166768254336,0.35151642695220703,-0.0023002498732265786,0.9940224898353753
fold_2,2402,exp016_static_strict_oof_proxy,momentum,0.15,40,457,0.3538166768254336,0.3478379179096968,-0.005978758915736793,0.9851165527793726
fold_2,2402,exp016_static_strict_oof_proxy,shuffled,0.05,40,457,0.3538166768254336,0.3510724573090655,-0.002744219516368107,0.9986220499699586
fold_2,2402,exp016_static_strict_oof_proxy,shuffled,0.1,40,457,0.3538166768254336,0.3463755270602842,-0.007441149765149424,0.9939221608291438
fold_2,2402,exp016_static_strict_oof_proxy,shuffled,0.15,40,457,0.3538166768254336,0.34176233306747594,-0.012054343757957664,0.9853163554144578
fold_2,2403,exp016_static_strict_oof_proxy,momentum,0.05,40,458,0.277919570519125,0.2752950183054432,-0.002624552213681852,0.9986560471235567
fold_2,2403,exp016_static_strict_oof_proxy,momentum,0.1,40,458,0.277919570519125,0.2693274539309428,-0.008592116588182208,0.9938931428796914
fold_2,2403,exp016_static_strict_oof_proxy,momentum,0.15,40,458,0.277919570519125,0.26164200522467096,-0.016277565294454066,0.9850886825199684
fold_2,2403,exp016_static_strict_oof_proxy,shuffled,0.05,40,458,0.277919570519125,0.275665357492898,-0.0022542130262270255,0.9986360533443956
fold_2,2403,exp016_static_strict_oof_proxy,shuffled,0.1,40,458,0.277919570519125,0.27320150084083034,-0.00471806967829469,0.9940264261695754
fold_2,2403,exp016_static_strict_oof_proxy,shuffled,0.15,40,458,0.277919570519125,0.26865791134471906,-0.009261659174405967,0.9852831849825129
fold_2,2404,exp016_static_strict_oof_proxy,momentum,0.05,40,459,0.3098992940167293,0.30327989113794573,-0.006619402878783542,0.9986321614393926
fold_2,2404,exp016_static_strict_oof_proxy,momentum,0.1,40,459,0.3098992940167293,0.29414647742828237,-0.015752816588446905,0.9939086970840614
fold_2,2404,exp016_static_strict_oof_proxy,momentum,0.15,40,459,0.3098992940167293,0.2825424538362899,-0.02735684018043938,0.9849741912919943
fold_2,2404,exp016_static_strict_oof_proxy,shuffled,0.05,40,459,0.3098992940167293,0.30972816491507893,-0.0001711291016503469,0.9986589470253225
fold_2,2404,exp016_static_strict_oof_proxy,shuffled,0.1,40,459,0.3098992940167293,0.30930101966596163,-0.0005982743507676469,0.9941168781825821
fold_2,2404,exp016_static_strict_oof_proxy,shuffled,0.15,40,459,0.3098992940167293,0.30751257457472736,-0.0023867194420019167,0.9856185979809513
fold_2,2405,exp016_static_strict_oof_proxy,momentum,0.05,40,460,0.21580178886486542,0.21526285400366574,-0.0005389348611996858,0.9986369531547208
fold_2,2405,exp016_static_strict_oof_proxy,momentum,0.1,40,460,0.21580178886486542,0.21334536600237813,-0.0024564228624872897,0.9940458868099078
fold_2,2405,exp016_static_strict_oof_proxy,momentum,0.15,40,460,0.21580178886486542,0.2104794351870079,-0.005322353677857522,0.9853379999078988
fold_2,2405,exp016_static_strict_oof_proxy,shuffled,0.05,40,460,0.21580178886486542,0.219093459703473,0.003291670838607569,0.9986666139090986
fold_2,2405,exp016_static_strict_oof_proxy,shuffled,0.1,40,460,0.21580178886486542,0.22116945119070594,0.0053676623258405165,0.994086036093598
fold_2,2405,exp016_static_strict_oof_proxy,shuffled,0.15,40,460,0.21580178886486542,0.22258002137229152,0.006778232507426096,0.9855066100624298
fold_2,2406,exp016_static_strict_oof_proxy,momentum,0.05,40,461,0.2266560669102722,0.23059797401781515,0.003941907107542941,0.998628199618294
fold_2,2406,exp016_static_strict_oof_proxy,momentum,0.1,40,461,0.2266560669102722,0.23282304177857316,0.006166974868300951,0.9939519391721786
fold_2,2406,exp016_static_strict_oof_proxy,momentum,0.15,40,461,0.2266560669102722,0.2340854104274849,0.007429343517212694,0.985165212167529
fold_2,2406,exp016_static_strict_oof_proxy,shuffled,0.05,40,461,0.2266560669102722,0.22716925911745367,0.0005131922071814621,0.9986827908291439
fold_2,2406,exp016_static_strict_oof_proxy,shuffled,0.1,40,461,0.2266560669102722,0.2269234093972802,0.00026734248700799323,0.9942411012321504
fold_2,2406,exp016_static_strict_oof_proxy,shuffled,0.15,40,461,0.2266560669102722,0.22562491425618095,-0.0010311526540912608,0.9858809661641955
fold_2,2407,exp016_static_strict_oof_proxy,momentum,0.05,40,462,0.19176675491215794,0.19233685970750453,0.0005701047953465821,0.9986524651929268
fold_2,2407,exp016_static_strict_oof_proxy,momentum,0.1,40,462,0.19176675491215794,0.1921783200814031,0.0004115651692451483,0.9940894526676902
fold_2,2407,exp016_static_strict_oof_proxy,momentum,0.15,40,462,0.19176675491215794,0.19120488692033918,-0.0005618679918187597,0.985272858008243
fold_2,2407,exp016_static_strict_oof_proxy,shuffled,0.05,40,462,0.19176675491215794,0.19183252642803783,6.577151587988661e-05,0.9986452818483774
fold_2,2407,exp016_static_strict_oof_proxy,shuffled,0.1,40,462,0.19176675491215794,0.1919477377678952,0.00018098285573725503,0.9941123548639441
fold_2,2407,exp016_static_strict_oof_proxy,shuffled,0.15,40,462,0.19176675491215794,0.1901975756143661,-0.0015691792977918506,0.9854052717619436
fold_2,2408,exp016_static_strict_oof_proxy,momentum,0.05,40,463,0.1975126047691229,0.199091387867811,0.0015787830986880858,0.9986225029935514
fold_2,2408,exp016_static_strict_oof_proxy,momentum,0.1,40,463,0.1975126047691229,0.2001341552755445,0.0026215505064215994,0.9939853163192532
fold_2,2408,exp016_static_strict_oof_proxy,momentum,0.15,40,463,0.1975126047691229,0.20200728675172247,0.004494681982599558,0.9851690965667552
fold_2,2408,exp016_static_strict_oof_proxy,shuffled,0.05,40,463,0.1975126047691229,0.1954042508030489,-0.002108353966074006,0.9986359893521766
fold_2,2408,exp016_static_strict_oof_proxy,shuffled,0.1,40,463,0.1975126047691229,0.1924117350641839,-0.005100869704939004,0.994136173998416
fold_2,2408,exp016_static_strict_oof_proxy,shuffled,0.15,40,463,0.1975126047691229,0.18833277303873744,-0.009179831730385474,0.9854565009129063
fold_2,2409,exp016_static_strict_oof_proxy,momentum,0.05,40,464,0.15203304196546208,0.15498896096889364,0.002955919003431562,0.9986256403930563
fold_2,2409,exp016_static_strict_oof_proxy,momentum,0.1,40,464,0.15203304196546208,0.15765812695111678,0.005625084985654699,0.9940790396807372
fold_2,2409,exp016_static_strict_oof_proxy,momentum,0.15,40,464,0.15203304196546208,0.16016707581990602,0.008134033854443945,0.9852945003569926
fold_2,2409,exp016_static_strict_oof_proxy,shuffled,0.05,40,464,0.15203304196546208,0.15284234743410416,0.0008093054686420798,0.9986548483426726
fold_2,2409,exp016_static_strict_oof_proxy,shuffled,0.1,40,464,0.15203304196546208,0.15300816107767062,0.0009751191122085445,0.9941332287114052
fold_2,2409,exp016_static_strict_oof_proxy,shuffled,0.15,40,464,0.15203304196546208,0.15291913083088188,0.0008860888654197985,0.985473409126833
fold_2,2410,exp016_static_strict_oof_proxy,momentum,0.05,40,465,0.208044120026683,0.2112699953668166,0.003225875340133605,0.998633019220513
fold_2,2410,exp016_static_strict_oof_proxy,momentum,0.1,40,465,0.208044120026683,0.2142743816022224,0.006230261575539409,0.9940022837416322
fold_2,2410,exp016_static_strict_oof_proxy,momentum,0.15,40,465,0.208044120026683,0.21644052874449826,0.008396408717815274,0.9854341012945255
fold_2,2410,exp016_static_strict_oof_proxy,shuffled,0.05,40,465,0.208044120026683,0.21092517627742402,0.002881056250741032,0.9986234219124869
fold_2,2410,exp016_static_strict_oof_proxy,shuffled,0.1,40,465,0.208044120026683,0.21247916238389591,0.004435042357212926,0.9940803752455548
fold_2,2410,exp016_static_strict_oof_proxy,shuffled,0.15,40,465,0.208044120026683,0.2128237193759522,0.00477959934926922,0.9855389802818617
fold_2,2411,exp016_static_strict_oof_proxy,momentum,0.05,40,466,0.20489071009827425,0.2067888514535814,0.001898141355307137,0.9986400376475182
fold_2,2411,exp016_static_strict_oof_proxy,momentum,0.1,40,466,0.20489071009827425,0.20829877634293234,0.0034080662446580867,0.994062421249251
fold_2,2411,exp016_static_strict_oof_proxy,momentum,0.15,40,466,0.20489071009827425,0.2094129342784157,0.004522224180141449,0.9850964783412932
fold_2,2411,exp016_static_strict_oof_proxy,shuffled,0.05,40,466,0.20489071009827425,0.2035718127008491,-0.0013188973974251617,0.99864279525041
fold_2,2411,exp016_static_strict_oof_proxy,shuffled,0.1,40,466,0.20489071009827425,0.20242655546925656,-0.0024641546290176952,0.9940892682732948
fold_2,2411,exp016_static_strict_oof_proxy,shuffled,0.15,40,466,0.20489071009827425,0.20068567535503556,-0.004205034743238689,0.9856445014496036
