recent_weight,fold_1_rankic,fold_2_rankic,fold_avg_rankic,fold_1_delta,fold_2_delta,mean_delta,worst_fold_delta,selected
0.25,0.1130180669902052,0.09800554027556392,0.10551180363288457,0.0009869622697098318,0.0008881284717880272,0.0009375453707489295,0.0008881284717880272,False
0.3,0.11310455680594919,0.09808852434420492,0.10559654057507706,0.001073452085453827,0.0009711125404290311,0.001022282312941429,0.0009711125404290311,True
0.35,0.1131390985887526,0.09814109826177993,0.10564009842526625,0.0011079938682572316,0.0010236864580040334,0.0010658401631306325,0.0010236864580040334,False
