simulation,model,anchor_rankic,recent_rankic,blend_rankic,first_half_rankic,second_half_rankic,worst_quarter_rankic,per_time_diff_mean,per_time_diff_median,per_time_diff_std,per_time_diff_min,per_time_diff_max,positive_time_share
sim_1,old,0.0984511317822884,0.10026703360590652,0.10025645173167749,0.1304385451293333,0.0703217525421992,0.0673019836769477,,,,,,
sim_1,new,0.0971174118037759,0.09646749240332872,0.09808852434420492,0.12754442727194487,0.06887406324374153,0.06592865428177055,,,,,,
sim_1,delta,,,-0.002167927387472568,-0.0028941178573884396,-0.0014476892984576772,-0.0013733293951771475,-0.0021679273874726014,-0.0030962620104337535,0.017180276752113473,-0.04127317252860983,0.05889601861021358,0.4279835390946502
sim_2,old,0.07583479145327718,0.07712612957578073,0.07722910512575915,0.07534155594597493,0.07910118259095499,0.049265706322697576,,,,,,
sim_2,new,0.08377222907415181,0.08579419619375829,0.08525887654827691,0.08692006583250168,0.0836113035696605,0.05515761634121719,,,,,,
sim_2,delta,,,0.008029771422517762,0.011578509886526756,0.004510120978705512,0.005891910018519617,0.008029771422517745,0.007945701348647277,0.019073912061299186,-0.055293923491138264,0.06695937554856421,0.6666666666666666
