window,split,time,baseline,method,baseline_ic,correction_ic,candidate_ic,delta_vs_baseline,mean_neighbor_distance,min_library_time,max_library_time,library_cutoff_exclusive
fold_3,train,2657,exp016_static_strict_oof_proxy,retrieval,-0.16919544970721095,-0.15584302864709243,-0.17228367208651216,-0.003088222379301203,2.4481334686279297,1181,2426,2432
fold_3,train,2657,exp016_static_strict_oof_proxy,global,-0.16919544970721095,-0.15181836060528206,-0.17174936733486815,-0.002553917627657193,2.4481334686279297,486,2431,2432
fold_3,train,2657,exp016_static_strict_oof_proxy,recent,-0.16919544970721095,-0.1276853980056817,-0.16958637744737662,-0.0003909277401656641,2.4481334686279297,486,2431,2432
fold_3,train,2657,exp016_static_strict_oof_proxy,residual,-0.16919544970721095,-0.08714372551573094,-0.17340316013063523,-0.004207710423424271,2.4481334686279297,486,2431,2432
fold_3,train,2658,exp016_static_strict_oof_proxy,retrieval,-0.16225208634628446,-0.13556955866636414,-0.16394471336605113,-0.0016926270197666626,2.223170280456543,1209,2426,2432
fold_3,train,2658,exp016_static_strict_oof_proxy,global,-0.16225208634628446,-0.14011444124872796,-0.16429857082036345,-0.0020464844740789856,2.223170280456543,486,2431,2432
fold_3,train,2658,exp016_static_strict_oof_proxy,recent,-0.16225208634628446,-0.11960656294772219,-0.16234771881211094,-9.563246582647289e-05,2.223170280456543,486,2431,2432
fold_3,train,2658,exp016_static_strict_oof_proxy,residual,-0.16225208634628446,0.021807799934297132,-0.15875517499178962,0.0034969113544948416,2.223170280456543,486,2431,2432
fold_3,train,2659,exp016_static_strict_oof_proxy,retrieval,0.039821041141324315,0.06655275570215728,0.04240368057722249,0.0025826394358981763,2.2098915576934814,1188,2426,2432
fold_3,train,2659,exp016_static_strict_oof_proxy,global,0.039821041141324315,0.0684667817804317,0.04258884955928078,0.0027678084179564647,2.2098915576934814,486,2431,2432
fold_3,train,2659,exp016_static_strict_oof_proxy,recent,0.039821041141324315,0.07395493479721611,0.043354407917934996,0.0035333667766106816,2.2098915576934814,486,2431,2432
fold_3,train,2659,exp016_static_strict_oof_proxy,residual,0.039821041141324315,0.02214546783058774,0.04010080040134138,0.00027975926001706786,2.2098915576934814,486,2431,2432
fold_3,train,2660,exp016_static_strict_oof_proxy,retrieval,-0.01860970330533789,0.04133948850811925,-0.014714753589025086,0.0038949497163128025,2.217221975326538,1133,2428,2432
fold_3,train,2660,exp016_static_strict_oof_proxy,global,-0.01860970330533789,0.037173787860162864,-0.015062839015028624,0.0035468642903092647,2.217221975326538,486,2431,2432
fold_3,train,2660,exp016_static_strict_oof_proxy,recent,-0.01860970330533789,0.04406882489848276,-0.014588979796025005,0.004020723509312884,2.217221975326538,486,2431,2432
fold_3,train,2660,exp016_static_strict_oof_proxy,residual,-0.01860970330533789,0.01865322633440999,-0.01609947522408032,0.00251022808125757,2.217221975326538,486,2431,2432
fold_3,train,2661,exp016_static_strict_oof_proxy,retrieval,0.015508850371774668,0.10007829774409492,0.02380568670054103,0.008296836328766363,2.2401301860809326,1119,2428,2432
fold_3,train,2661,exp016_static_strict_oof_proxy,global,0.015508850371774668,0.11710427148582835,0.02583502505520968,0.010326174683435014,2.2401301860809326,486,2431,2432
fold_3,train,2661,exp016_static_strict_oof_proxy,recent,0.015508850371774668,0.08762291147424385,0.02244739589195792,0.0069385455201832515,2.2401301860809326,486,2431,2432
fold_3,train,2661,exp016_static_strict_oof_proxy,residual,0.015508850371774668,-0.037389525856090254,0.01139982555961922,-0.004109024812155448,2.2401301860809326,486,2431,2432
fold_3,train,2662,exp016_static_strict_oof_proxy,retrieval,0.1827503006282802,0.21071917921128341,0.18983165540521182,0.007081354776931614,2.4510345458984375,1209,2426,2432
fold_3,train,2662,exp016_static_strict_oof_proxy,global,0.1827503006282802,0.2086256915135602,0.18947569087906072,0.006725390250780505,2.4510345458984375,486,2431,2432
fold_3,train,2662,exp016_static_strict_oof_proxy,recent,0.1827503006282802,0.20130071578025155,0.18908086277337183,0.006330562145091617,2.4510345458984375,486,2431,2432
fold_3,train,2662,exp016_static_strict_oof_proxy,residual,0.1827503006282802,0.07686908916485898,0.18378187199177692,0.0010315713634967139,2.4510345458984375,486,2431,2432
fold_3,train,2663,exp016_static_strict_oof_proxy,retrieval,0.2662165993724686,0.22484234017192167,0.2685770518997217,0.0023604525272530874,2.450838088989258,984,2426,2432
fold_3,train,2663,exp016_static_strict_oof_proxy,global,0.2662165993724686,0.21079640450972625,0.2667378376143443,0.0005212382418756656,2.450838088989258,486,2431,2432
fold_3,train,2663,exp016_static_strict_oof_proxy,recent,0.2662165993724686,0.2087229983864211,0.2675102219394261,0.0012936225669574752,2.450838088989258,486,2431,2432
fold_3,train,2663,exp016_static_strict_oof_proxy,residual,0.2662165993724686,0.10584589009434009,0.272016619691518,0.005800020319049415,2.450838088989258,486,2431,2432
fold_3,train,2664,exp016_static_strict_oof_proxy,retrieval,0.1620358051342516,0.15313190517507616,0.16381704853238335,0.0017812433981317655,2.402437686920166,980,2412,2432
fold_3,train,2664,exp016_static_strict_oof_proxy,global,0.1620358051342516,0.16614526987605957,0.16552036305918527,0.0034845579249336844,2.402437686920166,486,2431,2432
fold_3,train,2664,exp016_static_strict_oof_proxy,recent,0.1620358051342516,0.16255293941386603,0.16524945230923135,0.003213647174979767,2.402437686920166,486,2431,2432
fold_3,train,2664,exp016_static_strict_oof_proxy,residual,0.1620358051342516,-0.020640648604869034,0.15422229542485927,-0.007813509709392319,2.402437686920166,486,2431,2432
fold_3,train,2665,exp016_static_strict_oof_proxy,retrieval,0.16619964014978736,0.1045727591285242,0.16377269142157475,-0.0024269487282126134,2.1329121589660645,990,2412,2432
fold_3,train,2665,exp016_static_strict_oof_proxy,global,0.16619964014978736,0.11680906460846129,0.1649850452973298,-0.0012145948524575623,2.1329121589660645,486,2431,2432
fold_3,train,2665,exp016_static_strict_oof_proxy,recent,0.16619964014978736,0.12780731797243577,0.16622477599649668,2.513584670932323e-05,2.1329121589660645,486,2431,2432
fold_3,train,2665,exp016_static_strict_oof_proxy,residual,0.16619964014978736,-0.029256604962753435,0.15854584927521442,-0.0076537908745729355,2.1329121589660645,486,2431,2432
fold_3,train,2666,exp016_static_strict_oof_proxy,retrieval,0.08472221953919416,0.04248107815666753,0.08227721143131002,-0.0024450081078841446,2.165025234222412,1117,2412,2432
fold_3,train,2666,exp016_static_strict_oof_proxy,global,0.08472221953919416,0.05035181442249295,0.08276667471752185,-0.001955544821672317,2.165025234222412,486,2431,2432
fold_3,train,2666,exp016_static_strict_oof_proxy,recent,0.08472221953919416,0.06382992971315736,0.08422472303216598,-0.0004974965070281834,2.165025234222412,486,2431,2432
fold_3,train,2666,exp016_static_strict_oof_proxy,residual,0.08472221953919416,-0.04972122864952374,0.07612041682765033,-0.00860180271154383,2.165025234222412,486,2431,2432
fold_3,train,2667,exp016_static_strict_oof_proxy,retrieval,0.21304320427992474,0.14056324100320308,0.20872137274851993,-0.004321831531404807,2.1288819313049316,1129,2415,2432
fold_3,train,2667,exp016_static_strict_oof_proxy,global,0.21304320427992474,0.144583663486324,0.20937445926345877,-0.0036687450164659685,2.1288819313049316,486,2431,2432
fold_3,train,2667,exp016_static_strict_oof_proxy,recent,0.21304320427992474,0.15147063270160568,0.21045536634007128,-0.0025878379398534546,2.1288819313049316,486,2431,2432
fold_3,train,2667,exp016_static_strict_oof_proxy,residual,0.21304320427992474,-0.009326625862253295,0.20661974104350667,-0.00642346323641807,2.1288819313049316,486,2431,2432
fold_3,train,2668,exp016_static_strict_oof_proxy,retrieval,0.09564565930950747,0.053787080719698094,0.09257884502940819,-0.003066814280099278,3.0282628536224365,1167,2431,2432
fold_3,train,2668,exp016_static_strict_oof_proxy,global,0.09564565930950747,0.05341910406645107,0.09157527679985127,-0.0040703825096562035,3.0282628536224365,486,2431,2432
fold_3,train,2668,exp016_static_strict_oof_proxy,recent,0.09564565930950747,0.0616149706689751,0.09220901071654017,-0.0034366485929673007,3.0282628536224365,486,2431,2432
fold_3,train,2668,exp016_static_strict_oof_proxy,residual,0.09564565930950747,0.0012894936262200472,0.09553348901055278,-0.00011217029895468911,3.0282628536224365,486,2431,2432
fold_3,train,2669,exp016_static_strict_oof_proxy,retrieval,0.2474371674620189,0.1881420539360176,0.2459285830897853,-0.0015085843722336123,2.1428661346435547,1110,2426,2432
fold_3,train,2669,exp016_static_strict_oof_proxy,global,0.2474371674620189,0.1766300121171597,0.2456546009867275,-0.0017825664752914028,2.1428661346435547,486,2431,2432
fold_3,train,2669,exp016_static_strict_oof_proxy,recent,0.2474371674620189,0.18220212470362548,0.24654918195976264,-0.0008879855022562722,2.1428661346435547,486,2431,2432
fold_3,train,2669,exp016_static_strict_oof_proxy,residual,0.2474371674620189,0.1034602185391368,0.24931370597616123,0.001876538514142323,2.1428661346435547,486,2431,2432
fold_3,train,2670,exp016_static_strict_oof_proxy,retrieval,0.14491899297970265,0.09699821602447022,0.14317405634789848,-0.001744936631804167,2.215862274169922,990,2426,2432
