linear_weight,tcn_weight,lgbm_weight,first_half_rank_ic,second_half_rank_ic,full_rank_ic,plateau_max_delta,beats_first_half_single,beats_second_half_single,second_half_above_0_093940,stable_plateau,passes_all_gates
0.15,0.2,0.65,0.09222756746322294,0.08091612324504856,0.08659511993071635,0.005853215505600168,False,False,False,False,False
0.1,0.25,0.65,0.0920135466430574,0.08004754464189971,0.08605516704577312,0.005949878288552285,False,False,False,False,False
0.05,0.3,0.65,0.09162410473383342,0.07904590294609057,0.08536088491359932,0.005725692120377893,False,False,False,False,False
0.25,0.05,0.7,0.08893885358494097,0.08016675368124289,0.08457085322137116,0.005529690743043214,False,False,False,False,False
0.0,0.35,0.65,0.09110721138344498,0.0779409352422315,0.08455116441600945,0.005817862424035147,False,False,False,False,False
0.3,0.0,0.7,0.08847047922392026,0.0805451792857436,0.08452413645635082,0.005356287685274741,False,False,False,False,False
0.2,0.1,0.7,0.0892247213412172,0.07962367500930707,0.08444395341462818,0.005692563997519551,False,False,False,False,False
0.15,0.15,0.7,0.0892914404510952,0.07895909327775216,0.08414652683803138,0.005821265122346736,False,False,False,False,False
0.1,0.2,0.7,0.08918345127766028,0.07816975550043749,0.08369926531451642,0.005923302862296337,False,False,False,False,False
0.05,0.25,0.7,0.08887626896135835,0.07726301768327143,0.08309353890107637,0.005829213386576063,False,False,False,False,False
0.0,0.3,0.7,0.08845084247118619,0.0762566861857229,0.08237885518500901,0.005910659355514769,False,False,False,False,False
0.25,0.0,0.75,0.08575365749376668,0.07797065631206905,0.08187817130864151,0.005467811860979818,False,False,False,False,False
0.2,0.05,0.75,0.08611878056907239,0.07751533609043489,0.08183476089040927,0.0056204633599071935,False,False,False,False,False
0.15,0.1,0.75,0.08630096511544903,0.07691137690008554,0.08162549114812812,0.005753146853195737,False,False,False,False,False
0.1,0.15,0.75,0.08626954833812958,0.07619624729304951,0.08125362477247243,0.005853275115044826,False,False,False,False,False
0.05,0.2,0.75,0.08606252240657551,0.0753773143942233,0.08074190442511618,0.005853215505600168,False,False,False,False,False
0.0,0.25,0.75,0.08570715710723976,0.07445712397455712,0.08010528875722084,0.005949878288552285,False,False,False,False,False
0.2,0.0,0.8,0.08298772204009848,0.07531640630148324,0.07916784877107608,0.005525398008791482,False,False,False,False,False
0.15,0.05,0.8,0.08324196657226465,0.07480564099518514,0.07904116247832794,0.005646749348346081,False,False,False,False,False
0.1,0.1,0.8,0.08329557942681352,0.07416964411806734,0.07875138941710863,0.005736156709044288,False,False,False,False,False
0.05,0.15,0.8,0.08318078353223374,0.07342961161965994,0.07832526171568464,0.005821265122346736,False,False,False,False,False
0.0,0.2,0.8,0.0829222727220868,0.07258712069251975,0.07777596245222008,0.005923302862296337,False,False,False,False,False
0.15,0.0,0.85,0.08013420447172007,0.07265573884489208,0.0764103594476617,0.005533706142133082,False,False,False,False,False
0.1,0.05,0.85,0.0802948304523514,0.07210004119607545,0.07621429753050207,0.005627280900045661,False,False,False,False,False
0.05,0.1,0.85,0.08026535173041592,0.0714430310128746,0.07587234429493238,0.005753146853195737,False,False,False,False,False
0.0,0.15,0.85,0.08008327948319274,0.070678717932276,0.0754003496574276,0.005853275115044826,False,False,False,False,False
0.1,0.0,0.9,0.07726004705970904,0.06999495697479875,0.0736424507622846,0.005525398008791482,False,False,False,False,False
0.05,0.05,0.9,0.07733144370727832,0.06942484510989783,0.07339441312998186,0.005646749348346081,False,False,False,False,False
0.0,0.1,0.9,0.07724145847067429,0.06875407945981298,0.07301523270806434,0.005736156709044288,False,False,False,False,False
0.05,0.0,0.95,0.07434846816825892,0.06737614575798234,0.07087665330552861,0.005533706142133082,False,False,False,False,False
