window,time,baseline,lambda,n_features,baseline_ic,candidate_ic,delta,rank_correlation_to_baseline
fold_3,2445,exp016_static_strict_oof_proxy,0.05,20,0.2506067187701544,0.24875436656276814,-0.0018523522073862486,0.9996785397357242
fold_3,2445,exp016_static_strict_oof_proxy,0.1,20,0.2506067187701544,0.24621481613880386,-0.0043919026313505305,0.9986508559074997
fold_3,2445,exp016_static_strict_oof_proxy,0.15,20,0.2506067187701544,0.24367265932509347,-0.006934059445060925,0.9968324897884417
fold_3,2445,exp016_static_strict_oof_proxy,0.05,40,0.2506067187701544,0.2519218584491482,0.0013151396789938263,0.9997094298321205
fold_3,2445,exp016_static_strict_oof_proxy,0.1,40,0.2506067187701544,0.2532121024291531,0.0026053836589987056,0.9987678841452748
fold_3,2445,exp016_static_strict_oof_proxy,0.15,40,0.2506067187701544,0.25394022278300116,0.0033335040128467663,0.9969988538259917
fold_3,2446,exp016_static_strict_oof_proxy,0.05,10,0.2800899876582162,0.27792154077704834,-0.0021684468811678514,0.9997121400904845
fold_3,2446,exp016_static_strict_oof_proxy,0.1,10,0.2800899876582162,0.2752008850831636,-0.004889102575052595,0.9987767356836452
fold_3,2446,exp016_static_strict_oof_proxy,0.15,10,0.2800899876582162,0.2724231189561036,-0.007666868702112584,0.9971533047279737
fold_3,2446,exp016_static_strict_oof_proxy,0.05,20,0.2800899876582162,0.27959160809580497,-0.0004983795624112219,0.9996848263013358
fold_3,2446,exp016_static_strict_oof_proxy,0.1,20,0.2800899876582162,0.2781384861686955,-0.0019515014895206684,0.9986508560503888
fold_3,2446,exp016_static_strict_oof_proxy,0.15,20,0.2800899876582162,0.27656184934035016,-0.0035281383178660253,0.9968033539904986
fold_3,2446,exp016_static_strict_oof_proxy,0.05,40,0.2800899876582162,0.2805155519945137,0.00042556433629753476,0.9997284177774644
fold_3,2446,exp016_static_strict_oof_proxy,0.1,40,0.2800899876582162,0.2808140277561684,0.0007240400979522388,0.9988302792996077
fold_3,2446,exp016_static_strict_oof_proxy,0.15,40,0.2800899876582162,0.2811876262459062,0.0010976385876900197,0.9971770366823703
fold_3,2447,exp016_static_strict_oof_proxy,0.05,10,0.2716731644902783,0.26784401172047495,-0.0038291527698033345,0.9997021124367286
fold_3,2447,exp016_static_strict_oof_proxy,0.1,10,0.2716731644902783,0.2632130283263474,-0.008460136163930876,0.9987551352605492
fold_3,2447,exp016_static_strict_oof_proxy,0.15,10,0.2716731644902783,0.2584175039632796,-0.01325566052699867,0.9971108500049692
fold_3,2447,exp016_static_strict_oof_proxy,0.05,20,0.2716731644902783,0.2685983507122262,-0.003074813778052077,0.9996870697002557
fold_3,2447,exp016_static_strict_oof_proxy,0.1,20,0.2716731644902783,0.264729047652429,-0.00694411683784929,0.9986185659997489
fold_3,2447,exp016_static_strict_oof_proxy,0.15,20,0.2716731644902783,0.2603287124321178,-0.011344452058160481,0.9967462871850769
fold_3,2447,exp016_static_strict_oof_proxy,0.05,40,0.2716731644902783,0.271195246739237,-0.0004779177510412791,0.999733712328015
fold_3,2447,exp016_static_strict_oof_proxy,0.1,40,0.2716731644902783,0.2702313030260017,-0.0014418614642766059,0.9988055553155226
fold_3,2447,exp016_static_strict_oof_proxy,0.15,40,0.2716731644902783,0.268327625804408,-0.0033455386858702862,0.9970688956071722
fold_3,2448,exp016_static_strict_oof_proxy,0.05,10,0.23738404980788771,0.2354108661237276,-0.001973183684160107,0.9997284931276972
fold_3,2448,exp016_static_strict_oof_proxy,0.1,10,0.23738404980788771,0.2328870830519571,-0.004496966755930615,0.9988586741911789
fold_3,2448,exp016_static_strict_oof_proxy,0.15,10,0.23738404980788771,0.23020204431860197,-0.007182005489285742,0.9973117252244759
fold_3,2448,exp016_static_strict_oof_proxy,0.05,20,0.23738404980788771,0.23609569161561764,-0.0012883581922700782,0.999689578722856
fold_3,2448,exp016_static_strict_oof_proxy,0.1,20,0.23738404980788771,0.23395454851477449,-0.0034295012931132296,0.9986605650430003
fold_3,2448,exp016_static_strict_oof_proxy,0.15,20,0.23738404980788771,0.23200730873922693,-0.00537674106866079,0.996951118741262
fold_3,2448,exp016_static_strict_oof_proxy,0.05,40,0.23738404980788771,0.2374255204036177,4.147059572998102e-05,0.9997132603708592
fold_3,2448,exp016_static_strict_oof_proxy,0.1,40,0.23738404980788771,0.23773904807932322,0.0003549982714355082,0.9987820076525429
fold_3,2448,exp016_static_strict_oof_proxy,0.15,40,0.23738404980788771,0.23817176830574557,0.0007877184978578589,0.9970161904543061
fold_3,2449,exp016_static_strict_oof_proxy,0.05,10,0.026140178323383726,0.025834587080250285,-0.00030559124313344135,0.9997039145282354
fold_3,2449,exp016_static_strict_oof_proxy,0.1,10,0.026140178323383726,0.025091728049864977,-0.0010484502735187487,0.9988188964546947
fold_3,2449,exp016_static_strict_oof_proxy,0.15,10,0.026140178323383726,0.024053265186806155,-0.0020869131365775714,0.9972293226402769
fold_3,2449,exp016_static_strict_oof_proxy,0.05,20,0.026140178323383726,0.026077117422046193,-6.306090133753259e-05,0.9996707835894963
fold_3,2449,exp016_static_strict_oof_proxy,0.1,20,0.026140178323383726,0.02546905171324335,-0.0006711266101403768,0.998669849222078
fold_3,2449,exp016_static_strict_oof_proxy,0.15,20,0.026140178323383726,0.024554216595400493,-0.001585961727983233,0.996856428372968
fold_3,2449,exp016_static_strict_oof_proxy,0.05,40,0.026140178323383726,0.0264495434050544,0.00030936508167067264,0.9997308204546409
fold_3,2449,exp016_static_strict_oof_proxy,0.1,40,0.026140178323383726,0.026308570116120734,0.00016839179273700836,0.9988191701834708
fold_3,2449,exp016_static_strict_oof_proxy,0.15,40,0.026140178323383726,0.02589926488139203,-0.00024091344199169556,0.9971260856305985
fold_3,2450,exp016_static_strict_oof_proxy,0.05,10,0.05701436097221244,0.05849853472552007,0.00148417375330763,0.9997399651247855
fold_3,2450,exp016_static_strict_oof_proxy,0.1,10,0.05701436097221244,0.05972516615019169,0.002710805177979246,0.9989701312192
fold_3,2450,exp016_static_strict_oof_proxy,0.15,10,0.05701436097221244,0.06035467091946002,0.0033403099472475786,0.997570206583979
fold_3,2450,exp016_static_strict_oof_proxy,0.05,20,0.05701436097221244,0.05659546322188148,-0.00041889775033096543,0.999686494113147
fold_3,2450,exp016_static_strict_oof_proxy,0.1,20,0.05701436097221244,0.05626808508688358,-0.0007462758853288634,0.998666543883828
fold_3,2450,exp016_static_strict_oof_proxy,0.15,20,0.05701436097221244,0.055522697588243596,-0.001491663383968847,0.9969793935995694
fold_3,2450,exp016_static_strict_oof_proxy,0.05,40,0.05701436097221244,0.05677096860922115,-0.0002433923629912918,0.9996937081750709
fold_3,2450,exp016_static_strict_oof_proxy,0.1,40,0.05701436097221244,0.05600631365133668,-0.0010080473208757615,0.9986850456768567
fold_3,2450,exp016_static_strict_oof_proxy,0.15,40,0.05701436097221244,0.055898509700774736,-0.0011158512714377067,0.9968601583609171
fold_3,2451,exp016_static_strict_oof_proxy,0.05,10,-0.047775854709836724,-0.04358714603249331,0.004188708677343417,0.9997394957352733
fold_3,2451,exp016_static_strict_oof_proxy,0.1,10,-0.047775854709836724,-0.039735726830749316,0.008040127879087408,0.9989377266699206
fold_3,2451,exp016_static_strict_oof_proxy,0.15,10,-0.047775854709836724,-0.034963366795175164,0.01281248791466156,0.9975340691264473
fold_3,2451,exp016_static_strict_oof_proxy,0.05,20,-0.047775854709836724,-0.0451312837761997,0.0026445709336370207,0.9996853989263212
fold_3,2451,exp016_static_strict_oof_proxy,0.1,20,-0.047775854709836724,-0.04294296811137437,0.004832886598462351,0.9986888511588715
fold_3,2451,exp016_static_strict_oof_proxy,0.15,20,-0.047775854709836724,-0.040530250690857916,0.007245604018978807,0.996979220450385
fold_3,2451,exp016_static_strict_oof_proxy,0.05,40,-0.047775854709836724,-0.04675470221076444,0.001021152499072281,0.9997045767107979
fold_3,2451,exp016_static_strict_oof_proxy,0.1,40,-0.047775854709836724,-0.04633346959941214,0.0014423851104245836,0.9987143096752471
fold_3,2451,exp016_static_strict_oof_proxy,0.15,40,-0.047775854709836724,-0.045447983465126435,0.002327871244710289,0.9969354108691623
fold_3,2452,exp016_static_strict_oof_proxy,0.05,10,-0.13447897693446448,-0.12765583659837715,0.00682314033608733,0.9997318793984891
fold_3,2452,exp016_static_strict_oof_proxy,0.1,10,-0.13447897693446448,-0.12059367232150561,0.013885304612958865,0.9988645415497356
fold_3,2452,exp016_static_strict_oof_proxy,0.15,10,-0.13447897693446448,-0.11345096651753499,0.02102801041692949,0.9974453553032829
fold_3,2452,exp016_static_strict_oof_proxy,0.05,20,-0.13447897693446448,-0.12985807874765556,0.004620898186808914,0.9996885672230993
fold_3,2452,exp016_static_strict_oof_proxy,0.1,20,-0.13447897693446448,-0.12460460753904079,0.009874369395423688,0.9986810891945339
fold_3,2452,exp016_static_strict_oof_proxy,0.15,20,-0.13447897693446448,-0.11890146697877581,0.01557750995568867,0.9969457989504148
fold_3,2452,exp016_static_strict_oof_proxy,0.05,40,-0.13447897693446448,-0.13252737944851609,0.001951597485948392,0.9996853933028004
fold_3,2452,exp016_static_strict_oof_proxy,0.1,40,-0.13447897693446448,-0.12926309507353292,0.005215881860931554,0.9986943103399285
fold_3,2452,exp016_static_strict_oof_proxy,0.15,40,-0.13447897693446448,-0.12659908938275544,0.007879887551709042,0.9968445064752239
fold_3,2453,exp016_static_strict_oof_proxy,0.05,10,-0.04613841429937844,-0.04182565653327476,0.004312757766103681,0.9997264619176041
fold_3,2453,exp016_static_strict_oof_proxy,0.1,10,-0.04613841429937844,-0.037788805215635456,0.008349609083742986,0.9988905786599671
fold_3,2453,exp016_static_strict_oof_proxy,0.15,10,-0.04613841429937844,-0.03340298821604291,0.012735426083335534,0.9974220508358433
fold_3,2453,exp016_static_strict_oof_proxy,0.05,20,-0.04613841429937844,-0.043089459324273355,0.0030489549751050865,0.9996766398653041
fold_3,2453,exp016_static_strict_oof_proxy,0.1,20,-0.04613841429937844,-0.04036184001872304,0.005776574280655401,0.9986740012491071
fold_3,2453,exp016_static_strict_oof_proxy,0.15,20,-0.04613841429937844,-0.0368425876888801,0.00929582661049834,0.9968784897107796
fold_3,2453,exp016_static_strict_oof_proxy,0.05,40,-0.04613841429937844,-0.04504959740059642,0.0010888168987820204,0.9996836304172217
