window,time,baseline,method,alpha,history_w,baseline_ic,candidate_ic,delta,rank_correlation_to_baseline,history_sections
fold_1,1903,exp016_static_strict_oof_proxy,shuffled,0.1,40,0.14545851102559648,0.1479962984739584,0.0025377874483619167,0.994192855136971,444
fold_1,1903,exp016_static_strict_oof_proxy,shuffled,0.15,40,0.14545851102559648,0.14894018451307364,0.0034816734874771604,0.9858365616116408,444
fold_1,1904,exp016_static_strict_oof_proxy,momentum,0.05,10,0.1158523732794798,0.11890302696163717,0.0030506536821573726,0.9989809579254064,445
fold_1,1904,exp016_static_strict_oof_proxy,momentum,0.1,10,0.1158523732794798,0.12204076469382646,0.0061883914143466695,0.995256469060271,445
fold_1,1904,exp016_static_strict_oof_proxy,momentum,0.15,10,0.1158523732794798,0.12530325429743183,0.009450881017952037,0.9874330388323079,445
fold_1,1904,exp016_static_strict_oof_proxy,shuffled,0.05,10,0.1158523732794798,0.11561779994837461,-0.00023457333110518674,0.9986364222919566,445
fold_1,1904,exp016_static_strict_oof_proxy,shuffled,0.1,10,0.1158523732794798,0.11517202881148769,-0.0006803444679921028,0.9940493232040901,445
fold_1,1904,exp016_static_strict_oof_proxy,shuffled,0.15,10,0.1158523732794798,0.11311209719020228,-0.0027402760892775158,0.9852539240012891,445
fold_1,1904,exp016_static_strict_oof_proxy,momentum,0.05,20,0.1158523732794798,0.11817376332701318,0.0023213900475333865,0.9989934189631786,445
fold_1,1904,exp016_static_strict_oof_proxy,momentum,0.1,20,0.1158523732794798,0.12003433369532006,0.0041819604158402635,0.9953501342257833,445
fold_1,1904,exp016_static_strict_oof_proxy,momentum,0.15,20,0.1158523732794798,0.12249945475045595,0.00664708147097616,0.9874193597344643,445
fold_1,1904,exp016_static_strict_oof_proxy,shuffled,0.05,20,0.1158523732794798,0.11643958646003975,0.000587213180559959,0.9986175884131093,445
fold_1,1904,exp016_static_strict_oof_proxy,shuffled,0.1,20,0.1158523732794798,0.11697918985027714,0.0011268165707973427,0.9940199977564507,445
fold_1,1904,exp016_static_strict_oof_proxy,shuffled,0.15,20,0.1158523732794798,0.116887873010879,0.0010354997313992004,0.9851124428472139,445
fold_1,1904,exp016_static_strict_oof_proxy,momentum,0.05,40,0.1158523732794798,0.11555339635471526,-0.0002989769247645352,0.9989694998652544,445
fold_1,1904,exp016_static_strict_oof_proxy,momentum,0.1,40,0.1158523732794798,0.1146205292095802,-0.0012318440698995958,0.9951997043242505,445
fold_1,1904,exp016_static_strict_oof_proxy,momentum,0.15,40,0.1158523732794798,0.11439047981008262,-0.0014618934693971797,0.9871778732782835,445
fold_1,1904,exp016_static_strict_oof_proxy,shuffled,0.05,40,0.1158523732794798,0.11641817745650819,0.000565804177028395,0.9986204489715902,445
fold_1,1904,exp016_static_strict_oof_proxy,shuffled,0.1,40,0.1158523732794798,0.11671251441228676,0.0008601411328069686,0.9940908103517857,445
fold_1,1904,exp016_static_strict_oof_proxy,shuffled,0.15,40,0.1158523732794798,0.11677618273638095,0.0009238094569011535,0.9856476915090269,445
fold_1,1905,exp016_static_strict_oof_proxy,momentum,0.05,10,0.10964034919281428,0.11718458806743524,0.007544238874620968,0.9989391740978534,446
fold_1,1905,exp016_static_strict_oof_proxy,momentum,0.1,10,0.10964034919281428,0.12550702757702994,0.01586667838421567,0.9950945557192883,446
fold_1,1905,exp016_static_strict_oof_proxy,momentum,0.15,10,0.10964034919281428,0.13409956194627998,0.0244592127534657,0.9870700656401233,446
fold_1,1905,exp016_static_strict_oof_proxy,shuffled,0.05,10,0.10964034919281428,0.11334427861263821,0.003703929419823934,0.9986355979224174,446
fold_1,1905,exp016_static_strict_oof_proxy,shuffled,0.1,10,0.10964034919281428,0.11619112152976123,0.006550772336946953,0.9941456645010108,446
fold_1,1905,exp016_static_strict_oof_proxy,shuffled,0.15,10,0.10964034919281428,0.11827380955966638,0.0086334603668521,0.9856500834519846,446
fold_1,1905,exp016_static_strict_oof_proxy,momentum,0.05,20,0.10964034919281428,0.11600384317592315,0.00636349398310887,0.9989721149890352,446
fold_1,1905,exp016_static_strict_oof_proxy,momentum,0.1,20,0.10964034919281428,0.12313063677238097,0.01349028757956669,0.9951325453873902,446
fold_1,1905,exp016_static_strict_oof_proxy,momentum,0.15,20,0.10964034919281428,0.13051633148975894,0.020875982296944665,0.9871081194813178,446
fold_1,1905,exp016_static_strict_oof_proxy,shuffled,0.05,20,0.10964034919281428,0.11112714536600003,0.001486796173185756,0.9986228127972007,446
fold_1,1905,exp016_static_strict_oof_proxy,shuffled,0.1,20,0.10964034919281428,0.11215255457686624,0.0025122053840519604,0.9939901383320523,446
fold_1,1905,exp016_static_strict_oof_proxy,shuffled,0.15,20,0.10964034919281428,0.11302684345677123,0.0033864942639569573,0.9849955234722868,446
fold_1,1905,exp016_static_strict_oof_proxy,momentum,0.05,40,0.10964034919281428,0.11501847973444895,0.005378130541634676,0.9989472570036845,446
fold_1,1905,exp016_static_strict_oof_proxy,momentum,0.1,40,0.10964034919281428,0.11973700569930489,0.010096656506490609,0.9950525707160327,446
fold_1,1905,exp016_static_strict_oof_proxy,momentum,0.15,40,0.10964034919281428,0.12512823547722143,0.015487886284407157,0.9869825450106042,446
fold_1,1905,exp016_static_strict_oof_proxy,shuffled,0.05,40,0.10964034919281428,0.11000401615493041,0.00036366696211613536,0.9986387831402073,446
fold_1,1905,exp016_static_strict_oof_proxy,shuffled,0.1,40,0.10964034919281428,0.10966404385194856,2.3694659134279594e-05,0.994149070306074,446
fold_1,1905,exp016_static_strict_oof_proxy,shuffled,0.15,40,0.10964034919281428,0.10933795174440884,-0.0003023974484054337,0.985379358366449,446
fold_1,1906,exp016_static_strict_oof_proxy,momentum,0.05,10,0.28522526461770575,0.28854695790277235,0.003321693285066596,0.99892251638105,447
fold_1,1906,exp016_static_strict_oof_proxy,momentum,0.1,10,0.28522526461770575,0.29131226218109413,0.006086997563388374,0.9948680034183621,447
fold_1,1906,exp016_static_strict_oof_proxy,momentum,0.15,10,0.28522526461770575,0.29386875648455923,0.008643491866853481,0.9867203665169858,447
fold_1,1906,exp016_static_strict_oof_proxy,shuffled,0.05,10,0.28522526461770575,0.2831036124488388,-0.00212165216886695,0.9986532865437054,447
fold_1,1906,exp016_static_strict_oof_proxy,shuffled,0.1,10,0.28522526461770575,0.2784039234934994,-0.006821341124206348,0.9940995333404776,447
fold_1,1906,exp016_static_strict_oof_proxy,shuffled,0.15,10,0.28522526461770575,0.2736240448442425,-0.011601219773463234,0.9854152615868608,447
fold_1,1906,exp016_static_strict_oof_proxy,momentum,0.05,20,0.28522526461770575,0.2876374534435034,0.0024121888257976343,0.9989275342669801,447
fold_1,1906,exp016_static_strict_oof_proxy,momentum,0.1,20,0.28522526461770575,0.2894992582769567,0.004273993659250963,0.9949636549719167,447
fold_1,1906,exp016_static_strict_oof_proxy,momentum,0.15,20,0.28522526461770575,0.2910924069394887,0.0058671423217829255,0.9867403664191611,447
fold_1,1906,exp016_static_strict_oof_proxy,shuffled,0.05,20,0.28522526461770575,0.28258072049721145,-0.0026445441204943076,0.9986457958460311,447
fold_1,1906,exp016_static_strict_oof_proxy,shuffled,0.1,20,0.28522526461770575,0.2785203721774329,-0.006704892440272836,0.9941304121237149,447
fold_1,1906,exp016_static_strict_oof_proxy,shuffled,0.15,20,0.28522526461770575,0.2736580264126531,-0.011567238205052677,0.9855321555730905,447
fold_1,1906,exp016_static_strict_oof_proxy,momentum,0.05,40,0.28522526461770575,0.2867944169406456,0.0015691523229398596,0.9988982535680199,447
fold_1,1906,exp016_static_strict_oof_proxy,momentum,0.1,40,0.28522526461770575,0.2874499929508585,0.0022247283331527368,0.9948917915489751,447
fold_1,1906,exp016_static_strict_oof_proxy,momentum,0.15,40,0.28522526461770575,0.28781753088881523,0.002592266271109478,0.9866260093167735,447
fold_1,1906,exp016_static_strict_oof_proxy,shuffled,0.05,40,0.28522526461770575,0.28309169506973314,-0.0021335695479726136,0.998647810290397,447
fold_1,1906,exp016_static_strict_oof_proxy,shuffled,0.1,40,0.28522526461770575,0.27988197604315573,-0.00534328857455002,0.9942253456734516,447
fold_1,1906,exp016_static_strict_oof_proxy,shuffled,0.15,40,0.28522526461770575,0.27593893986703616,-0.009286324750669595,0.9858247425741963,447
fold_1,1907,exp016_static_strict_oof_proxy,momentum,0.05,10,0.22882121061126812,0.23420942061956543,0.005388210008297312,0.998926780050813,448
fold_1,1907,exp016_static_strict_oof_proxy,momentum,0.1,10,0.22882121061126812,0.23954173476704718,0.010720524155779065,0.9949180413728647,448
fold_1,1907,exp016_static_strict_oof_proxy,momentum,0.15,10,0.22882121061126812,0.24492264124531962,0.016101430634051506,0.9864372286323292,448
fold_1,1907,exp016_static_strict_oof_proxy,shuffled,0.05,10,0.22882121061126812,0.2310171196015676,0.0021959089902994777,0.9986476010398486,448
fold_1,1907,exp016_static_strict_oof_proxy,shuffled,0.1,10,0.22882121061126812,0.23244278118682535,0.0036215705755572314,0.9942022455797507,448
fold_1,1907,exp016_static_strict_oof_proxy,shuffled,0.15,10,0.22882121061126812,0.2334702771769014,0.00464906656563327,0.9858088011667249,448
fold_1,1907,exp016_static_strict_oof_proxy,momentum,0.05,20,0.22882121061126812,0.23285324696503193,0.004032036353763813,0.9989619057743431,448
fold_1,1907,exp016_static_strict_oof_proxy,momentum,0.1,20,0.22882121061126812,0.2374335174774464,0.008612306866178282,0.9950602989375502,448
fold_1,1907,exp016_static_strict_oof_proxy,momentum,0.15,20,0.22882121061126812,0.24128501305906327,0.012463802447795158,0.9866709776871568,448
fold_1,1907,exp016_static_strict_oof_proxy,shuffled,0.05,20,0.22882121061126812,0.2292013142426138,0.0003801036313456907,0.9986524932928922,448
fold_1,1907,exp016_static_strict_oof_proxy,shuffled,0.1,20,0.22882121061126812,0.22796968991917504,-0.0008515206920930718,0.9941466087777621,448
fold_1,1907,exp016_static_strict_oof_proxy,shuffled,0.15,20,0.22882121061126812,0.22673570670007062,-0.002085503911197495,0.9856438869244564,448
fold_1,1907,exp016_static_strict_oof_proxy,momentum,0.05,40,0.22882121061126812,0.23209880568140473,0.003277595070136613,0.998935304309222,448
fold_1,1907,exp016_static_strict_oof_proxy,momentum,0.1,40,0.22882121061126812,0.23474511464167552,0.005923904030407406,0.9949059933874241,448
fold_1,1907,exp016_static_strict_oof_proxy,momentum,0.15,40,0.22882121061126812,0.23722439584623822,0.008403185234970106,0.9863953191383881,448
fold_1,1907,exp016_static_strict_oof_proxy,shuffled,0.05,40,0.22882121061126812,0.23141214019550094,0.0025909295842328206,0.9986548481264936,448
fold_1,1907,exp016_static_strict_oof_proxy,shuffled,0.1,40,0.22882121061126812,0.23375152758445011,0.004930316973181997,0.9942234149918997,448
fold_1,1907,exp016_static_strict_oof_proxy,shuffled,0.15,40,0.22882121061126812,0.23516299158954862,0.0063417809782805035,0.9858160392027068,448
fold_1,1908,exp016_static_strict_oof_proxy,momentum,0.05,10,0.22475024238818173,0.2264399823596078,0.0016897399714260741,0.9989833188088517,449
fold_1,1908,exp016_static_strict_oof_proxy,momentum,0.1,10,0.22475024238818173,0.22745640377392518,0.0027061613857434497,0.9953132704472667,449
fold_1,1908,exp016_static_strict_oof_proxy,momentum,0.15,10,0.22475024238818173,0.22776780358712564,0.003017561198943919,0.9875987967224635,449
fold_1,1908,exp016_static_strict_oof_proxy,shuffled,0.05,10,0.22475024238818173,0.22210343546604505,-0.002646806922136674,0.9986252744945595,449
fold_1,1908,exp016_static_strict_oof_proxy,shuffled,0.1,10,0.22475024238818173,0.2193503895519574,-0.0053998528362243225,0.994105976538991,449
fold_1,1908,exp016_static_strict_oof_proxy,shuffled,0.15,10,0.22475024238818173,0.21438353633067292,-0.010366706057508807,0.985416624962587,449
fold_1,1908,exp016_static_strict_oof_proxy,momentum,0.05,20,0.22475024238818173,0.22553047185697886,0.0007802294687971334,0.9990047512466884,449
fold_1,1908,exp016_static_strict_oof_proxy,momentum,0.1,20,0.22475024238818173,0.22535176965962253,0.0006015272714408049,0.9954314469646962,449
fold_1,1908,exp016_static_strict_oof_proxy,momentum,0.15,20,0.22475024238818173,0.22397383536162133,-0.0007764070265603995,0.9878190422936173,449
fold_1,1908,exp016_static_strict_oof_proxy,shuffled,0.05,20,0.22475024238818173,0.2232923350126523,-0.0014579073755294214,0.998660084626167,449
fold_1,1908,exp016_static_strict_oof_proxy,shuffled,0.1,20,0.22475024238818173,0.22006412374806805,-0.004686118640113673,0.9940810014470226,449
fold_1,1908,exp016_static_strict_oof_proxy,shuffled,0.15,20,0.22475024238818173,0.21709807623336205,-0.007652166154819673,0.9855782196143705,449
fold_1,1908,exp016_static_strict_oof_proxy,momentum,0.05,40,0.22475024238818173,0.22539177873329502,0.0006415363451132972,0.9989937905267248,449
fold_1,1908,exp016_static_strict_oof_proxy,momentum,0.1,40,0.22475024238818173,0.22476384940044264,1.360701226091332e-05,0.9953198920741665,449
fold_1,1908,exp016_static_strict_oof_proxy,momentum,0.15,40,0.22475024238818173,0.22370069663177897,-0.0010495457564027588,0.9876026798581876,449
fold_1,1908,exp016_static_strict_oof_proxy,shuffled,0.05,40,0.22475024238818173,0.22129619617089286,-0.0034540462172888697,0.9986428260177665,449
fold_1,1908,exp016_static_strict_oof_proxy,shuffled,0.1,40,0.22475024238818173,0.2171785780487094,-0.007571664339472317,0.9941667004155433,449
fold_1,1908,exp016_static_strict_oof_proxy,shuffled,0.15,40,0.22475024238818173,0.21192562548465282,-0.012824616903528901,0.9854363310401418,449
fold_1,1909,exp016_static_strict_oof_proxy,momentum,0.05,10,0.0458604576249814,0.04919172952037882,0.0033312718953974196,0.9989306077866145,450
fold_1,1909,exp016_static_strict_oof_proxy,momentum,0.1,10,0.0458604576249814,0.05334919826188418,0.007488740636902781,0.9950630313181188,450
fold_1,1909,exp016_static_strict_oof_proxy,momentum,0.15,10,0.0458604576249814,0.058042402412568625,0.012181944787587225,0.9868052474156013,450
fold_1,1909,exp016_static_strict_oof_proxy,shuffled,0.05,10,0.0458604576249814,0.0461760945567102,0.00031563693172879936,0.9986336086238041,450
fold_1,1909,exp016_static_strict_oof_proxy,shuffled,0.1,10,0.0458604576249814,0.04826260573082663,0.002402148105845228,0.9940782234966793,450
fold_1,1909,exp016_static_strict_oof_proxy,shuffled,0.15,10,0.0458604576249814,0.04991868712539513,0.004058229500413728,0.9853764419834945,450
fold_1,1909,exp016_static_strict_oof_proxy,momentum,0.05,20,0.0458604576249814,0.048078990140195545,0.0022185325152141444,0.9989540714759099,450
fold_1,1909,exp016_static_strict_oof_proxy,momentum,0.1,20,0.0458604576249814,0.05150681397056103,0.0056463563455796326,0.99520161799677,450
fold_1,1909,exp016_static_strict_oof_proxy,momentum,0.15,20,0.0458604576249814,0.05429917830727205,0.008438720682290651,0.9872011083285062,450
fold_1,1909,exp016_static_strict_oof_proxy,shuffled,0.05,20,0.0458604576249814,0.04589226135605156,3.180373107015966e-05,0.9986398225479687,450
fold_1,1909,exp016_static_strict_oof_proxy,shuffled,0.1,20,0.0458604576249814,0.04604665895133692,0.0001862013263555229,0.9941315889649416,450
fold_1,1909,exp016_static_strict_oof_proxy,shuffled,0.15,20,0.0458604576249814,0.046366663100995714,0.0005062054760143139,0.9856664425798743,450
fold_1,1909,exp016_static_strict_oof_proxy,momentum,0.05,40,0.0458604576249814,0.04792886404188867,0.0020684064169072675,0.9989378944312564,450
fold_1,1909,exp016_static_strict_oof_proxy,momentum,0.1,40,0.0458604576249814,0.05102905538169046,0.0051685977567090605,0.9950378798953072,450
fold_1,1909,exp016_static_strict_oof_proxy,momentum,0.15,40,0.0458604576249814,0.05316902931161732,0.0073085716866359215,0.9867678446525435,450
fold_1,1909,exp016_static_strict_oof_proxy,shuffled,0.05,40,0.0458604576249814,0.04844962225688875,0.002589164631907351,0.9986642390079148,450
fold_1,1909,exp016_static_strict_oof_proxy,shuffled,0.1,40,0.0458604576249814,0.05167152832278558,0.005811070697804177,0.9941206699354592,450
fold_1,1909,exp016_static_strict_oof_proxy,shuffled,0.15,40,0.0458604576249814,0.05467142072213184,0.008810963097150439,0.9851530697797366,450
fold_1,1910,exp016_static_strict_oof_proxy,momentum,0.05,10,0.15131412749445958,0.1563542586807507,0.005040131186291125,0.9989596063155314,451
fold_1,1910,exp016_static_strict_oof_proxy,momentum,0.1,10,0.15131412749445958,0.16151117470359408,0.010197047209134502,0.9951064467729835,451
fold_1,1910,exp016_static_strict_oof_proxy,momentum,0.15,10,0.15131412749445958,0.16706764853915937,0.015753521044699792,0.9871940730805676,451
fold_1,1910,exp016_static_strict_oof_proxy,shuffled,0.05,10,0.15131412749445958,0.151150491158369,-0.00016363633609056683,0.9986100974207576,451
fold_1,1910,exp016_static_strict_oof_proxy,shuffled,0.1,10,0.15131412749445958,0.15013325878522124,-0.0011808687092383363,0.9940070894012967,451
fold_1,1910,exp016_static_strict_oof_proxy,shuffled,0.15,10,0.15131412749445958,0.14936808470972135,-0.0019460427847382278,0.9853176349090229,451
fold_1,1910,exp016_static_strict_oof_proxy,momentum,0.05,20,0.15131412749445958,0.15494579900032396,0.003631671505864381,0.9989734085363465,451
fold_1,1910,exp016_static_strict_oof_proxy,momentum,0.1,20,0.15131412749445958,0.1575746059577697,0.006260478463310126,0.9952305465116997,451
fold_1,1910,exp016_static_strict_oof_proxy,momentum,0.15,20,0.15131412749445958,0.16039542522053593,0.009081297726076354,0.9875262340551373,451
fold_1,1910,exp016_static_strict_oof_proxy,shuffled,0.05,20,0.15131412749445958,0.14931645336602636,-0.0019976741284332133,0.9986584497286115,451
fold_1,1910,exp016_static_strict_oof_proxy,shuffled,0.1,20,0.15131412749445958,0.14656268685502,-0.00475144063943958,0.9941049169155722,451
fold_1,1910,exp016_static_strict_oof_proxy,shuffled,0.15,20,0.15131412749445958,0.14289627014067371,-0.008417857353785863,0.9855557336242704,451
fold_1,1910,exp016_static_strict_oof_proxy,momentum,0.05,40,0.15131412749445958,0.15401048531356623,0.002696357819106654,0.9989542391178914,451
fold_1,1910,exp016_static_strict_oof_proxy,momentum,0.1,40,0.15131412749445958,0.15527270869273543,0.003958581198275857,0.9951895422204842,451
fold_1,1910,exp016_static_strict_oof_proxy,momentum,0.15,40,0.15131412749445958,0.15683639206079333,0.005522264566333757,0.987504642551915,451
fold_1,1910,exp016_static_strict_oof_proxy,shuffled,0.05,40,0.15131412749445958,0.14999350181692794,-0.0013206256775316338,0.9986489281269688,451
fold_1,1910,exp016_static_strict_oof_proxy,shuffled,0.1,40,0.15131412749445958,0.1475610173316028,-0.0037531101628567876,0.9941383251521695,451
fold_1,1910,exp016_static_strict_oof_proxy,shuffled,0.15,40,0.15131412749445958,0.1456120761390771,-0.005702051355382487,0.9857517674201448,451
fold_1,1911,exp016_static_strict_oof_proxy,momentum,0.05,10,0.09540555278362337,0.09945970588515972,0.0040541531015363536,0.9989256260028379,452
fold_1,1911,exp016_static_strict_oof_proxy,momentum,0.1,10,0.09540555278362337,0.10399007085674548,0.008584518073122119,0.9949608055694508,452
fold_1,1911,exp016_static_strict_oof_proxy,momentum,0.15,10,0.09540555278362337,0.10919712316238073,0.013791570378757362,0.9868205023079663,452
fold_1,1911,exp016_static_strict_oof_proxy,shuffled,0.05,10,0.09540555278362337,0.0952072812106845,-0.00019827157293886288,0.9986618389121833,452
fold_1,1911,exp016_static_strict_oof_proxy,shuffled,0.1,10,0.09540555278362337,0.09417923749949134,-0.001226315284132029,0.9941684383345728,452
fold_1,1911,exp016_static_strict_oof_proxy,shuffled,0.15,10,0.09540555278362337,0.09325428542378417,-0.0021512673598391985,0.9857790785408685,452
fold_1,1911,exp016_static_strict_oof_proxy,momentum,0.05,20,0.09540555278362337,0.09933335493443277,0.003927802150809401,0.9989595895193767,452
fold_1,1911,exp016_static_strict_oof_proxy,momentum,0.1,20,0.09540555278362337,0.1037548016824543,0.00834924889883093,0.9950551078279672,452
fold_1,1911,exp016_static_strict_oof_proxy,momentum,0.15,20,0.09540555278362337,0.10910652506505403,0.013700972281430662,0.986987090731876,452
fold_1,1911,exp016_static_strict_oof_proxy,shuffled,0.05,20,0.09540555278362337,0.09820135857550877,0.002795805791885403,0.9986617188853533,452
fold_1,1911,exp016_static_strict_oof_proxy,shuffled,0.1,20,0.09540555278362337,0.09959156437105278,0.004186011587429414,0.9940734434879409,452
fold_1,1911,exp016_static_strict_oof_proxy,shuffled,0.15,20,0.09540555278362337,0.10175070836919872,0.006345155585575357,0.9852285435665707,452
fold_1,1911,exp016_static_strict_oof_proxy,momentum,0.05,40,0.09540555278362337,0.09823280211607278,0.002827249332449419,0.9989404088847854,452
fold_1,1911,exp016_static_strict_oof_proxy,momentum,0.1,40,0.09540555278362337,0.10126625578571304,0.0058607030020896705,0.9949757620476014,452
fold_1,1911,exp016_static_strict_oof_proxy,momentum,0.15,40,0.09540555278362337,0.10521684034433862,0.009811287560715254,0.9868142608022258,452
fold_1,1911,exp016_static_strict_oof_proxy,shuffled,0.05,40,0.09540555278362337,0.09636437017230295,0.0009588173886795892,0.9986587460949997,452
fold_1,1911,exp016_static_strict_oof_proxy,shuffled,0.1,40,0.09540555278362337,0.09697163696444158,0.0015660841808182169,0.9941302084292384,452
fold_1,1911,exp016_static_strict_oof_proxy,shuffled,0.15,40,0.09540555278362337,0.09712695573286799,0.0017214029492446242,0.9854219750581309,452
fold_1,1912,exp016_static_strict_oof_proxy,momentum,0.05,10,0.19608636726161344,0.19598429707595677,-0.00010207018565666637,0.9989495368157295,453
fold_1,1912,exp016_static_strict_oof_proxy,momentum,0.1,10,0.19608636726161344,0.19604840395338208,-3.796330823135907e-05,0.995106603102158,453
fold_1,1912,exp016_static_strict_oof_proxy,momentum,0.15,10,0.19608636726161344,0.19593794180763918,-0.00014842545397425466,0.9871630656236109,453
fold_1,1912,exp016_static_strict_oof_proxy,shuffled,0.05,10,0.19608636726161344,0.19540032938359306,-0.0006860378780203791,0.9986774740950023,453
fold_1,1912,exp016_static_strict_oof_proxy,shuffled,0.1,10,0.19608636726161344,0.19381926554830617,-0.002267101713307268,0.9942034442453979,453
fold_1,1912,exp016_static_strict_oof_proxy,shuffled,0.15,10,0.19608636726161344,0.19152819038257266,-0.004558176879040782,0.9857155802817511,453
fold_1,1912,exp016_static_strict_oof_proxy,momentum,0.05,20,0.19608636726161344,0.19420599674021324,-0.0018803705214001931,0.9989515568580504,453
fold_1,1912,exp016_static_strict_oof_proxy,momentum,0.1,20,0.19608636726161344,0.19232128759243564,-0.003765079669177801,0.9951101652915326,453
fold_1,1912,exp016_static_strict_oof_proxy,momentum,0.15,20,0.19608636726161344,0.18942196276598874,-0.006664404495624693,0.9870043371847913,453
fold_1,1912,exp016_static_strict_oof_proxy,shuffled,0.05,20,0.19608636726161344,0.19401197822469718,-0.0020743890369162576,0.998639045690721,453
fold_1,1912,exp016_static_strict_oof_proxy,shuffled,0.1,20,0.19608636726161344,0.1913808240906922,-0.004705543170921228,0.9940867144838297,453
fold_1,1912,exp016_static_strict_oof_proxy,shuffled,0.15,20,0.19608636726161344,0.18761797491118876,-0.00846839235042468,0.9855409282500166,453
fold_1,1912,exp016_static_strict_oof_proxy,momentum,0.05,40,0.19608636726161344,0.19230198200196089,-0.0037843852596525507,0.99894824882051,453
fold_1,1912,exp016_static_strict_oof_proxy,momentum,0.1,40,0.19608636726161344,0.1879577204886904,-0.008128646772923048,0.9950874922716282,453
fold_1,1912,exp016_static_strict_oof_proxy,momentum,0.15,40,0.19608636726161344,0.18249459818181377,-0.01359176907979967,0.9868644543436215,453
fold_1,1912,exp016_static_strict_oof_proxy,shuffled,0.05,40,0.19608636726161344,0.19609997524038097,1.3607978767538054e-05,0.998643390488358,453
fold_1,1912,exp016_static_strict_oof_proxy,shuffled,0.1,40,0.19608636726161344,0.19560388567836634,-0.00048248158324709634,0.9941274285290511,453
fold_1,1912,exp016_static_strict_oof_proxy,shuffled,0.15,40,0.19608636726161344,0.19379694984668905,-0.0022894174149243884,0.9855522243821591,453
fold_1,1913,exp016_static_strict_oof_proxy,momentum,0.05,10,0.2448647597381776,0.2408136057102474,-0.004051154027930187,0.9989478913969178,454
fold_1,1913,exp016_static_strict_oof_proxy,momentum,0.1,10,0.2448647597381776,0.23609424908899046,-0.00877051064918713,0.9950415290421675,454
fold_1,1913,exp016_static_strict_oof_proxy,momentum,0.15,10,0.2448647597381776,0.22917204111286907,-0.01569271862530852,0.9868679365499728,454
fold_1,1913,exp016_static_strict_oof_proxy,shuffled,0.05,10,0.2448647597381776,0.2432239246986407,-0.001640835039536881,0.9986427758157977,454
fold_1,1913,exp016_static_strict_oof_proxy,shuffled,0.1,10,0.2448647597381776,0.23926525488486633,-0.00559950485331126,0.9940826161258712,454
fold_1,1913,exp016_static_strict_oof_proxy,shuffled,0.15,10,0.2448647597381776,0.2335156397423916,-0.011349119995786,0.985381499259892,454
fold_1,1913,exp016_static_strict_oof_proxy,momentum,0.05,20,0.2448647597381776,0.23904985237639664,-0.005814907361780947,0.9989634733960674,454
fold_1,1913,exp016_static_strict_oof_proxy,momentum,0.1,20,0.2448647597381776,0.23238552236632787,-0.012479237371849722,0.9950915745469072,454
fold_1,1913,exp016_static_strict_oof_proxy,momentum,0.15,20,0.2448647597381776,0.22362418951399118,-0.021240570224186406,0.9872009243415398,454
fold_1,1913,exp016_static_strict_oof_proxy,shuffled,0.05,20,0.2448647597381776,0.24316171716665202,-0.0017030425715255648,0.9986432618694996,454
fold_1,1913,exp016_static_strict_oof_proxy,shuffled,0.1,20,0.2448647597381776,0.2403225770445649,-0.004542182693612701,0.9940166616584855,454
fold_1,1913,exp016_static_strict_oof_proxy,shuffled,0.15,20,0.2448647597381776,0.23514270083031608,-0.009722058907861514,0.985281544583049,454
fold_1,1913,exp016_static_strict_oof_proxy,momentum,0.05,40,0.2448647597381776,0.23805370763166933,-0.0068110521065082585,0.9989585699341251,454
fold_1,1913,exp016_static_strict_oof_proxy,momentum,0.1,40,0.2448647597381776,0.23051076972654716,-0.01435399001163043,0.9951023314139017,454
fold_1,1913,exp016_static_strict_oof_proxy,momentum,0.15,40,0.2448647597381776,0.2206062113302685,-0.024258548407909086,0.9870500751612751,454
fold_1,1913,exp016_static_strict_oof_proxy,shuffled,0.05,40,0.2448647597381776,0.24625616011019907,0.001391400372021484,0.9986125617481397,454
fold_1,1913,exp016_static_strict_oof_proxy,shuffled,0.1,40,0.2448647597381776,0.245731369251074,0.0008666095128964102,0.9939804294483824,454
fold_1,1913,exp016_static_strict_oof_proxy,shuffled,0.15,40,0.2448647597381776,0.24414368940176906,-0.0007210703364085302,0.9852287671164801,454
fold_1,1914,exp016_static_strict_oof_proxy,momentum,0.05,10,0.3833861254808968,0.3796804083340598,-0.0037057171468369843,0.9990159467210785,455
fold_1,1914,exp016_static_strict_oof_proxy,momentum,0.1,10,0.3833861254808968,0.37503911596313494,-0.00834700951776185,0.9953812955000776,455
fold_1,1914,exp016_static_strict_oof_proxy,momentum,0.15,10,0.3833861254808968,0.3673770980201447,-0.016009027460752112,0.9877041100085547,455
fold_1,1914,exp016_static_strict_oof_proxy,shuffled,0.05,10,0.3833861254808968,0.38462928165843113,0.0012431561775343436,0.9986791726832074,455
fold_1,1914,exp016_static_strict_oof_proxy,shuffled,0.1,10,0.3833861254808968,0.38436829163199104,0.0009821661510942548,0.9941080966541922,455
fold_1,1914,exp016_static_strict_oof_proxy,shuffled,0.15,10,0.3833861254808968,0.3821465662787485,-0.0012395592021482993,0.9854093382174353,455
fold_1,1914,exp016_static_strict_oof_proxy,momentum,0.05,20,0.3833861254808968,0.3776412074909947,-0.005744917989902065,0.9990404693995273,455
fold_1,1914,exp016_static_strict_oof_proxy,momentum,0.1,20,0.3833861254808968,0.36996359889552594,-0.013422526585370853,0.9954410052813806,455
