weight,fold_1_delta,fold_2_delta,mean_delta,selected
0.25,0.0009869622697098318,0.0008881284717880272,0.0009375453707489295,False
0.3,0.001073452085453827,0.0009711125404290311,0.001022282312941429,True
0.35,0.0011079938682572316,0.0010236864580040334,0.0010658401631306325,False
