split,feature,feature_index,mean_rank_ic,std_rank_ic,positive_rate,abs_mean_rank_ic
valid,num_54,54,0.02491138512654892,0.0930308192260832,0.6296296296296297,0.02491138512654892
valid,num_55,55,-0.0053884029108869115,0.07131941030937554,0.4691358024691358,0.0053884029108869115
valid,num_56,56,-0.04972501085941611,0.12726116417668046,0.3333333333333333,0.04972501085941611
valid,num_57,57,0.05242277363870715,0.05085068033719719,0.8559670781893004,0.05242277363870715
valid,num_58,58,-0.014056200573801502,0.06820375415295035,0.4156378600823045,0.014056200573801502
valid,num_59,59,0.0004023785208763584,0.042220624031709,0.5349794238683128,0.0004023785208763584
valid,num_60,60,0.028798661284088232,0.06605417468000636,0.654320987654321,0.028798661284088232
valid,num_61,61,0.03153536874497979,0.0664975624367221,0.6625514403292181,0.03153536874497979
valid,num_62,62,-0.01911203818506753,0.06812428736799636,0.4279835390946502,0.01911203818506753
valid,num_63,63,-0.006515489862674898,0.069779253299096,0.5308641975308642,0.006515489862674898
valid,num_64,64,-0.027249827659556893,0.06820394006508296,0.345679012345679,0.027249827659556893
valid,num_65,65,-0.01666559889945399,0.06940285167067299,0.43209876543209874,0.01666559889945399
valid,num_66,66,-0.06143646826044362,0.14051608490273415,0.3662551440329218,0.06143646826044362
valid,num_67,67,0.04251667744436259,0.11088955797585892,0.6213991769547325,0.04251667744436259
valid,num_68,68,-0.07584903940944251,0.1635517137528178,0.35390946502057613,0.07584903940944251
valid,num_69,69,-0.07075261873119948,0.15747728056649934,0.36213991769547327,0.07075261873119948
valid,num_70,70,0.054336249899172406,0.14480622754275008,0.6172839506172839,0.054336249899172406
valid,num_71,71,0.051728214477863986,0.12903380458429167,0.6213991769547325,0.051728214477863986
valid,num_72,72,-0.05987837885375953,0.09986624692461019,0.25102880658436216,0.05987837885375953
valid,num_73,73,-0.052466020670606045,0.11009880402434619,0.3374485596707819,0.052466020670606045
valid,num_74,74,-0.06380213755070278,0.1140144022049812,0.25925925925925924,0.06380213755070278
valid,num_75,75,-0.013562749998932368,0.09480830101531566,0.42386831275720166,0.013562749998932368
valid,num_76,76,-0.055764914589971445,0.10142878663858075,0.2551440329218107,0.055764914589971445
valid,num_77,77,-0.014870857073018974,0.07341948970017126,0.4156378600823045,0.014870857073018974
valid,num_78,78,-0.006027503647176455,0.0517534283877948,0.49382716049382713,0.006027503647176455
valid,num_79,79,0.01068748008167128,0.06695548426915209,0.588477366255144,0.01068748008167128
valid,num_80,80,-0.001122961456125723,0.05642774994993089,0.48559670781893005,0.001122961456125723
valid,num_81,81,-0.006175956402495944,0.05260367153465829,0.448559670781893,0.006175956402495944
valid,num_82,82,-0.008155728799006896,0.03471877837050132,0.411522633744856,0.008155728799006896
valid,num_83,83,-0.008025572458911152,0.046306878251439,0.448559670781893,0.008025572458911152
valid,num_84,84,-0.03299708094361413,0.07789871298020778,0.3497942386831276,0.03299708094361413
valid,num_85,85,-0.017623686347446224,0.06213752475487844,0.3868312757201646,0.017623686347446224
valid,num_86,86,-0.029945156189619748,0.06075264058023883,0.31275720164609055,0.029945156189619748
valid,num_87,87,-0.016636932206012308,0.0782920947972858,0.43209876543209874,0.016636932206012308
valid,num_88,88,-0.022665717272377,0.06594456231652694,0.40329218106995884,0.022665717272377
valid,num_89,89,-0.00998446649513121,0.047882016639748545,0.40329218106995884,0.00998446649513121
valid,num_90,90,-0.0546191104125324,0.0832141142179287,0.25102880658436216,0.0546191104125324
valid,num_91,91,-0.02618301073860969,0.06527166127546948,0.35802469135802467,0.02618301073860969
valid,num_92,92,-0.00963512772099798,0.08675535022520518,0.48148148148148145,0.00963512772099798
valid,num_93,93,-0.01035951553803162,0.08773671856929528,0.4691358024691358,0.01035951553803162
valid,num_94,94,0.005388201900043282,0.0913652013125082,0.5596707818930041,0.005388201900043282
valid,num_95,95,0.01661712136608043,0.08908594170210972,0.5802469135802469,0.01661712136608043
valid,num_96,96,-0.015043834076762339,0.09305930001467447,0.4444444444444444,0.015043834076762339
valid,num_97,97,-0.02479722871467845,0.09174051996165886,0.3950617283950617,0.02479722871467845
valid,num_98,98,-0.004113396778188146,0.09542104511801147,0.51440329218107,0.004113396778188146
