fold,legacy_ic,enhanced_ic,delta
fold_1,0.11011508549549742,0.11080260027077761,0.0006875147752801875
fold_2,0.09646749240332872,0.09806756969635179,0.0016000772930230694
fold_3,0.08579419619375829,0.08617724839331926,0.0003830521995609737
