fold,anchor_target,anchor_repro,anchor_diff,blend16_25_target,blend16_25_repro,blend_diff
fold_1,0.11203110472049536,0.11203110472049536,0.0,0.1130180669902052,0.1130180669902052,0.0
fold_2,0.0971174118037759,0.0971174118037759,0.0,0.09800554027556392,0.09800554027556392,0.0
fold_3,0.08377222907415181,0.08377222907415181,0.0,0.08506900620216068,0.08506900620216068,0.0
