fold,full_mean_ic,decay_mean_ic,mean_delta,full_late_ic,decay_late_ic,late_delta
fold_1,0.11080260027077761,0.11348399746319304,0.002681397192415433,0.13236993281411008,0.13331628164085396,0.0009463488267438813
fold_2,0.09806756969635179,0.09504267655430397,-0.0030248931420478187,0.06630399847556075,0.06566841265733848,-0.0006355858182222618
fold_3,0.08617724839331926,0.08988911902889542,0.0037118706355761533,0.08449638922055998,0.08592773758388049,0.0014313483633205115
