test_time,preserved,mean_neighbor_distance,min_library_time,max_library_time,rank_correlation_to_exp023h,rank_correlation_to_exp024b
3492,False,2.6864724159240723,2687,3158,0.9976379771941398,0.9981590737506888
3493,False,2.2451300621032715,2965,3158,0.9981095558780911,0.9996768968476213
3494,False,2.7420778274536133,2551,3158,0.9977211119176995,0.9988875150622651
3495,False,2.9358034133911133,2546,3158,0.9964629946237464,0.9994247824295184
3496,False,2.6081371307373047,2468,3123,0.998160454563843,0.9994841473283788
3497,False,2.81626033782959,2687,3158,0.997467965028302,0.998875701863477
3498,False,2.709704637527466,3013,3160,0.9979844831135483,0.9996978765398183
3499,False,2.534414291381836,2682,3158,0.9980471893211289,0.9993477741298777
3500,False,2.336686849594116,2544,3145,0.9980247095327158,0.9996520578584159
3501,False,2.5747604370117188,2615,3159,0.9968517615061454,0.9981676752629778
3502,False,2.4696264266967773,3001,3160,0.9978565200126008,0.9997335627639111
3503,False,2.624338150024414,2965,3160,0.9979280045997038,0.9995548428673393
3504,False,3.0923938751220703,2528,3158,0.9971747909985387,0.9971481867220363
3505,False,2.4761033058166504,2860,3158,0.9979462945189395,0.9995046896689946
3506,False,2.518394947052002,2528,3158,0.9980326144683112,0.9989799657378949
3507,False,2.326721429824829,2544,3144,0.9978021172223989,0.9994312887049834
3508,False,2.165329694747925,2687,3160,0.9978874067861031,0.9994493496505943
3509,False,2.3535780906677246,2979,3160,0.9979713313670617,0.999831777321773
3510,False,2.321843147277832,2860,3158,0.9978417758913355,0.9995812177288371
3511,False,2.370907783508301,2861,3158,0.9979729258528921,0.9997616489161603
3512,False,2.204784870147705,2979,3160,0.9981563313205789,0.9998644216050646
3513,False,2.2615342140197754,2979,3160,0.9978695971355095,0.9997346370487635
3514,False,2.3817758560180664,2860,3158,0.9978641784949398,0.9992786340792341
3515,False,2.3268470764160156,2861,3158,0.9980601504984936,0.9992466936941025
3516,False,2.421823501586914,2963,3158,0.9980472687711512,0.9998199528054108
3517,False,2.7113726139068604,2968,3160,0.9977688139379421,0.9993451871756411
3518,False,3.160519599914551,2749,3158,0.9977976713712529,0.9964360532757368
3519,False,2.2792296409606934,2968,3160,0.9976041777116822,0.9993792069272469
3520,False,2.37264347076416,2968,3160,0.9975657596660696,0.999146635550415
3521,False,2.735766649246216,2973,3160,0.997805980714918,0.9998112703216667
3522,False,2.5216753482818604,2979,3160,0.9978529616823076,0.9996914006346534
3523,False,2.7209858894348145,2687,3158,0.9979928814226717,0.9994453217387412
3524,False,2.7679240703582764,2546,3158,0.9978326877265954,0.9988899189871876
