test_time,preserved,mean_neighbor_distance,min_library_time,max_library_time,rank_correlation_to_exp023h,rank_correlation_to_exp024b
3525,False,2.9802160263061523,2551,3158,0.9979892192653063,0.9997779740279568
3526,False,2.8648481369018555,2850,3158,0.9977941216994649,0.999678679833121
3527,False,2.917872190475464,2558,3130,0.9971175830427622,0.9968448680640949
3528,False,2.657899856567383,2551,3158,0.9975784428437391,0.998544492334274
3529,False,2.5351455211639404,2968,3160,0.9976542492930816,0.9995955449702488
3530,False,2.974287271499634,2648,3160,0.9981758319819893,0.999711544160903
3531,False,3.988600730895996,2623,3156,0.9979499608930623,0.9990183175968212
3532,False,2.7708659172058105,2615,3158,0.9977253365632353,0.9985995503851824
3533,False,2.9999427795410156,2560,3125,0.9975398829241927,0.9995774134181749
3534,False,2.5381855964660645,2551,3013,0.9973160254551614,0.9994355623346347
3535,False,2.61212158203125,2592,3133,0.9970179661368207,0.9980193031202241
3536,False,3.0123374462127686,2648,3158,0.9976875012896356,0.9995872434095026
3537,False,3.0582594871520996,2884,3160,0.9974132070376378,0.9995573407444441
3538,False,3.0323801040649414,2687,3158,0.9976819958631433,0.9996233953419841
3539,False,2.8464670181274414,2457,3143,0.9969035121988181,0.99769470302557
3540,False,2.9160728454589844,2615,3158,0.9973080585557955,0.9983527252521515
3541,False,2.929774284362793,2978,3160,0.9972826152501828,0.999547443226559
3542,False,2.7022008895874023,2850,3158,0.9974994086636277,0.9996615322902551
3543,False,2.977969169616699,2544,3133,0.9972625292954601,0.9992434457844094
3544,False,2.871945381164551,2551,3125,0.9970973165397087,0.9982932888713341
3545,False,2.847892999649048,2587,3133,0.9969166343990555,0.9995157366055871
3546,False,3.412196159362793,2608,3158,0.9970580779547202,0.9990844397133632
3547,False,2.705894947052002,2551,3013,0.9972419899408549,0.9993235140004689
3548,False,2.9275479316711426,2546,3109,0.9972757676105617,0.9993346357419687
3549,False,2.824197769165039,2553,3010,0.9970921742316636,0.9995867780402917
3550,False,2.5320777893066406,2443,2758,0.9961983149929837,0.9992909886038585
3551,False,3.53747296333313,2515,3049,0.9973071465694862,0.9996065695527576
3552,False,2.4603078365325928,2443,2908,0.9970776241763888,0.9995721574134976
3553,False,2.4259231090545654,2551,2900,0.9968135764956079,0.9995900720631791
3554,False,2.9229376316070557,2273,3010,0.9967810352136113,0.9991492928581186
3555,False,2.276386022567749,2540,3022,0.9970809134513842,0.9994304615543597
3556,False,2.8153152465820312,2539,3159,0.9972129821217169,0.9994368622914847
3557,False,3.0242598056793213,2468,2958,0.9971769037681735,0.9996392352311166
3558,False,2.847294807434082,2263,2998,0.9961793405327085,0.9983009169852416
3559,False,2.774146556854248,2408,3127,0.9971136839444358,0.9990270082901653
3560,False,2.9346907138824463,2497,3155,0.9972305198042415,0.9989753197008581
3561,False,14.835586547851562,671,3146,0.9977897900405613,0.9996397553172391
3562,False,3.708714723587036,1233,3159,0.9970271647856901,0.9996454281635192
3563,False,2.6823248863220215,2973,3160,0.9977947242036336,0.9994882053996844
3564,False,2.87371826171875,2608,3158,0.9977325135573553,0.9995497923986371
3565,False,3.3269729614257812,2648,3158,0.9973960279426849,0.9994885725011187
3566,False,2.734360933303833,2687,3149,0.9968638900194027,0.9991091677488215
3567,False,3.267232656478882,2544,3135,0.997517298847828,0.9997526601227815
3568,False,2.8474960327148438,2551,3022,0.9975484155202345,0.9995218365782643
3569,False,2.8999388217926025,2536,2861,0.9967647964346912,0.999524076312868
3570,False,2.799647569656372,2536,3125,0.9970887215815472,0.9991175690052644
3571,False,3.2771925926208496,2687,3160,0.9976221624235858,0.9992552413454049
3572,False,2.875704765319824,2551,3013,0.9971657460577996,0.9995846706095556
3573,False,3.431394100189209,2443,2893,0.9972138901366998,0.9996630835278075
3574,False,3.0133004188537598,2443,2908,0.9965128866408348,0.9995534856622992
3575,False,2.702681064605713,2457,3125,0.9969094911197548,0.9995681528654584
3576,False,3.4483633041381836,2558,3158,0.9970031336995959,0.9993917541523953
3577,False,3.2933342456817627,2439,2993,0.9968431006780899,0.9993217632472676
3578,False,2.728132486343384,2551,3006,0.9967246020591124,0.9987406342047486
3579,False,3.114748954772949,2443,2863,0.9963721490799374,0.9993961926207419
3580,False,3.23157000541687,2419,2895,0.9968064379656717,0.9994902323489012
3581,False,3.67081880569458,2544,3135,0.9971929970178772,0.9995647617139172
3582,False,2.951991081237793,2546,3010,0.9970609127603761,0.9996382906544995
3583,False,3.126850128173828,2546,3107,0.9964429700553631,0.9993494695876326
3584,False,3.170596122741699,2558,3143,0.9967392442351688,0.9993306776600229
3585,False,3.160003423690796,2608,3154,0.9974244098209564,0.9995337181393569
3586,False,3.3957252502441406,2544,3157,0.9971731846322341,0.9995219957940965
3587,False,3.361942768096924,2546,3160,0.997571006593289,0.9991430352097822
3588,False,3.418325901031494,2544,3158,0.9977730148219212,0.9997358660147074
3589,False,3.3749806880950928,2551,3158,0.9972059600692744,0.9997212921073164
3590,False,3.26102876663208,2608,3158,0.9978353221009812,0.9996693814458384
3591,False,3.3603227138519287,2551,3158,0.9978054307186008,0.9992042885770598
3592,False,4.013947010040283,2551,3154,0.9976594741990175,0.9992721646299194
3593,False,2.9009718894958496,2539,3158,0.9972473185552256,0.9989824168497199
3594,False,2.376742124557495,2847,3135,0.9977239643257098,0.999657154690823
3595,False,3.2628190517425537,2327,3114,0.9971192436184839,0.9991785938808965
3596,False,3.486485242843628,2534,3160,0.9974490641451986,0.9993003177325552
3597,False,4.394392013549805,2858,3156,0.9978774006171482,0.9998683577902713
3598,False,2.6860029697418213,2687,3158,0.9978149786762992,0.9990657272079421
3599,False,3.053574562072754,2687,3160,0.9976180467861984,0.9991322289521627
3600,False,4.54300594329834,2673,3156,0.9971844173417853,0.9996340032457721
3601,False,3.0559322834014893,2973,3160,0.997875739701701,0.9997132737331695
3602,False,2.5454797744750977,2544,3158,0.9981077031964913,0.9997534316033433
